Date	Baseline	delta_cnrmcclm	delta_cnrmrca	delta_ecearthcclm	delta_ecearthhirham	delta_ecearthracmo	delta_ecearthrca	delta_hadgemrca	delta_ipslrca	delta_mpicclm	delta_mpirca
1971-09-02	0	0	0	0	0	0	0	0	0	0	0
1971-09-03	0	0	0	0	0	0	0	0	0	0	0
1971-09-04	0	0	0	0	0	0	0	0	0	0	0
1971-09-05	0	0	0	0	0	0	0	0	0	0	0
1971-09-06	0	0	0	0	0	0	0	0	0	0	0
1971-09-07	0	0	0	0	0	0	0	0	0	0	0
1971-09-08	0	0	0	0	0	0	0	0	0	0	0
1971-09-09	0	0	0	0	0	0	0	0	0	0	0
1971-09-10	0	0	0	0	0	0	0	0	0	0	0
1971-09-11	0	0	0	0	0	0	0	0	0	0	0
1971-09-12	0	0	0	0	0	0	0	0	0	0	0
1971-09-13	0	0	0	0	0	0	0	0	0	0	0
1971-09-14	0	0	0	0	0	0	0	0	0	0	0
1971-09-15	0	0	0	0	0	0	0	0	0	0	0
1971-09-16	0	0	0	0	0	0	0	0	0	0	0
1971-09-17	0	0	0	0	0	0	0	0	0	0	0
1971-09-18	0	0	0	0	0	0	0	0	0	0	0
1971-09-19	0	0	0	0	0	0	0	0	0	0	0
1971-09-20	0	0	0	0	0	0	0	0	0	0	0
1971-09-21	0	0	0	0	0	0	0	0	0	0	0
1971-09-22	0	0	0	0	0	0	0	0	0	0	0
1971-09-23	0	0	0	0	0	0	0	0	0	0	0
1971-09-24	0	0	0	0	0	0	0	0	0	0	0
1971-09-25	0	0	0	0	0	0	0	0	0	0	0
1971-09-26	0	0	0	0	0	0	0	0	0	0	0
1971-09-27	0	0	0	0	0	0	0	0	0	0	0
1971-09-28	0	0	0	0	0	0	0	0	0	0	0
1971-09-29	0	0	0	0	0	0	0	0	0	0	0
1971-09-30	0	0	0	0	0	0	0	0	0	0	0
1971-10-01	0	0	0	0	0	0	0	0	0	0	0
1971-10-02	0	0	0	0	0	0	0	0	0	0	0
1971-10-03	0	0	0	0	0	0	0	0	0	0	0
1971-10-04	0	0	0	0	0	0	0	0	0	0	0
1971-10-05	0	0	0	0	0	0	0	0	0	0	0
1971-10-06	0	0	0	0	0	0	0	0	0	0	0
1971-10-07	0	0	0	0	0	0	0	0	0	0	0
1971-10-08	0	0	0	0	0	0	0	0	0	0	0
1971-10-09	0	0	0	0	0	0	0	0	0	0	0
1971-10-10	0	0	0	0	0	0	0	0	0	0	0
1971-10-11	0	0	0	0	0	0	0	0	0	0	0
1971-10-12	0	0	0	0	0	0	0	0	0	0	0
1971-10-13	0	0	0	0	0	0	0	0	0	0	0
1971-10-14	0	0	0	0	0	0	0	0	0	0	0
1971-10-15	0	0	0	0	0	0	0	0	0	0	0
1971-10-16	0	0	0	0	0	0	0	0	0	0	0
1971-10-17	0	0	0	0	0	0	0	0	0	0	0
1971-10-18	0	0	0	0	0	0	0	0	0	0	0
1971-10-19	0	0	0	0	0	0	0	0	0	0	0
1971-10-20	0	0	0	0	0	0	0	0	0	0	0
1971-10-21	0	0	0	0	0	0	0	0	0	0	0
1971-10-22	0	0	0	0	0	0	0	0	0	0	0
1971-10-23	0	0	0	0	0	0	0	0	0	0	0
1971-10-24	0	0	0	0	0	0	0	0	0	0	0
1971-10-25	0	0	0	0	0	0	0	0	0	0	0
1971-10-26	0	0	0	0	0	0	0	0	0	0	0
1971-10-27	0	0	0	0	0	0	0	0	0	0	0
1971-10-28	0	0	0	0	0	0	0	0	0	0	0
1971-10-29	0	0	0	0	0	0	0	0	0	0	0
1971-10-30	0	0	0	0	0	0	0	0	0	0	0
1971-10-31	0	0	0	0	0	0	0	0	0	0	0
1971-11-01	0	0	0	0	0	0	0	0	0	0	0
1971-11-02	0	0	0	0	0	0	0	0	0	0	0
1971-11-03	0	0	0	0	0	0	0	0	0	0	0
1971-11-04	0	0	0	0	0	0	0	0	0	0	0
1971-11-05	0	0	0	0	0	0	0	0	0	0	0
1971-11-06	0	0	0	0	0	0	3.298	10.237	0	0	3.144
1971-11-07	0	18.513	22.686	17.923	17.706	28.081	24.036	25.225	29.085	20.136	23.449
1971-11-08	0	25.79	31.931	25.126	24.88	38.704	32.757	31.53	41.256	28.265	31.956
1971-11-09	0	26.142	34.152	25.198	25.139	38.543	35.915	34.594	45.427	29.622	34.322
1971-11-10	0	26.142	34.152	25.198	25.139	38.543	35.915	34.594	45.427	29.622	34.322
1971-11-11	0	25.644	33.72	24.803	24.784	37.477	35.799	34.594	45.132	29.195	34.137
1971-11-12	0	17.552	23.195	15.926	16.179	24.744	25.413	27.227	31.935	19.338	24.035
1971-11-13	0	14.798	19.917	12.943	13.348	20.832	23.104	26.454	29.336	16.559	21.158
1971-11-14	0	18.761	26.865	17.386	18.969	21.329	33.512	33.13	40.915	23.159	29.459
1971-11-15	0.11	11.367	17.255	10.069	10.971	11.757	23.663	25.531	29.106	14.287	19.465
1971-11-16	1.745	2.064	4.485	1.865	2.088	3.983	10.284	13.821	12.86	2.766	7.578
1971-11-17	1.745	2.251	2.954	2.393	2.546	2.316	9.314	15.994	10.034	1.718	7.081
1971-11-18	5.652	2.251	2.954	2.393	2.546	2.316	9.314	15.994	10.034	1.718	7.081
1971-11-19	5.477	2.251	2.954	2.393	2.546	2.316	9.314	15.994	10.034	1.718	7.081
1971-11-20	5.477	2.729	3.617	2.856	3.003	3.168	9.893	16.381	11.05	2.281	7.652
1971-11-21	5.566	16.058	19.941	15.753	15.744	23.456	24.815	27.166	31.978	16.77	22.263
1971-11-22	7.464	28.057	34.658	27.376	27.233	41.661	38.282	36.9	50.864	29.834	35.446
1971-11-23	12.256	28.057	34.658	27.376	27.233	41.661	38.282	36.9	50.864	29.834	35.446
1971-11-24	6.548	28.057	34.658	27.376	27.233	41.661	38.282	36.9	50.864	29.834	35.446
1971-11-25	0.613	28.672	35.411	27.971	27.822	42.597	38.971	37.397	51.83	30.503	36.121
1971-11-26	0.013	21.241	28.591	21.005	21.028	34.206	33.812	33.989	46.273	23.543	30.387
1971-11-27	0	9.256	15.01	9.376	9.519	18.561	21.867	24.01	31.508	10.552	17.851
1971-11-28	0	2.721	5.217	2.953	3.097	6.444	11.659	14.795	17.395	2.67	8.514
1971-11-29	0	1.421	2.283	1.548	1.67	2.708	8.035	9.581	10.31	1.068	5.863
