date        time         P_mm_256moh   T_minC_256moh   T_maxC_256moh     Q_Myglevatn 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
01.01.2041  00:00:00           0.100           4.150           4.150           0.000 
02.01.2041  00:00:00           4.400           3.083           3.083           0.000 
03.01.2041  00:00:00           4.400           3.083           3.083           0.000 
04.01.2041  00:00:00          24.724           2.150           2.150           0.000 
05.01.2041  00:00:00           0.300           0.750           0.750           0.000 
06.01.2041  00:00:00           0.000           0.250           0.250           0.000 
07.01.2041  00:00:00           0.000          -1.550          -1.550           0.000 
08.01.2041  00:00:00           0.000           0.550           0.550           0.000 
09.01.2041  00:00:00           4.100          -3.650          -3.650           0.000 
10.01.2041  00:00:00           0.100          -0.183          -0.183           0.000 
11.01.2041  00:00:00           1.200           0.050           0.050           0.000 
12.01.2041  00:00:00          11.256           0.050           0.050           0.000 
13.01.2041  00:00:00          50.503           0.050           0.050           0.000 
14.01.2041  00:00:00          15.867          -1.750          -1.750           0.000 
15.01.2041  00:00:00           6.500          -4.540          -4.540           0.000 
16.01.2041  00:00:00           6.100          -7.140          -7.140           0.000 
17.01.2041  00:00:00           1.500          -8.881          -8.881           0.000 
18.01.2041  00:00:00           0.400          -8.542          -8.542           0.000 
19.01.2041  00:00:00           0.000          -7.500          -7.500           0.000 
20.01.2041  00:00:00           0.000         -12.557         -12.557           0.000 
21.01.2041  00:00:00           0.000          -9.427          -9.427           0.000 
22.01.2041  00:00:00           0.000          -8.458          -8.458           0.000 
23.01.2041  00:00:00           0.000          -7.140          -7.140           0.000 
24.01.2041  00:00:00           0.117          -5.650          -5.650           0.000 
25.01.2041  00:00:00           1.252          -7.320          -7.320           0.000 
26.01.2041  00:00:00          23.771          -9.050          -9.050           0.000 
27.01.2041  00:00:00           6.300          -4.898          -4.898           0.000 
28.01.2041  00:00:00           0.100          -5.323          -5.323           0.000 
29.01.2041  00:00:00           0.000         -10.180         -10.180           0.000 
30.01.2041  00:00:00           0.000         -14.755         -14.755           0.000 
31.01.2041  00:00:00           0.000         -12.557         -12.557           0.000 
01.02.2041  00:00:00          39.045          -6.739          -6.739           0.000 
02.02.2041  00:00:00           2.450          -7.950          -7.950           0.000 
03.02.2041  00:00:00          10.871          -8.965          -8.965           0.000 
04.02.2041  00:00:00           4.100          -6.350          -6.350           0.000 
05.02.2041  00:00:00           1.315          -6.428          -6.428           0.000 
06.02.2041  00:00:00           6.400          -2.350          -2.350           0.000 
07.02.2041  00:00:00          31.267           1.850           1.850           0.000 
08.02.2041  00:00:00           1.500           2.750           2.750           0.000 
09.02.2041  00:00:00          14.610           2.300           2.300           0.000 
10.02.2041  00:00:00           7.814           3.150           3.150           0.000 
11.02.2041  00:00:00           0.000           2.450           2.450           0.000 
12.02.2041  00:00:00           3.800           0.550           0.550           0.000 
13.02.2041  00:00:00           1.000          -1.250          -1.250           0.000 
14.02.2041  00:00:00           0.000          -3.950          -3.950           0.000 
15.02.2041  00:00:00           0.000          -5.432          -5.432           0.000 
16.02.2041  00:00:00           0.000          -2.950          -2.950           0.000 
17.02.2041  00:00:00           0.000           0.550           0.550           0.000 
18.02.2041  00:00:00           0.950          -0.650          -0.650           0.000 
19.02.2041  00:00:00           0.000          -2.750          -2.750           0.000 
20.02.2041  00:00:00           0.000          -3.650          -3.650           0.000 
21.02.2041  00:00:00           0.000          -6.050          -6.050           0.000 
22.02.2041  00:00:00           0.000          -2.150          -2.150           0.000 
23.02.2041  00:00:00           0.000           1.350           1.350           0.000 
24.02.2041  00:00:00           0.000           2.950           2.950           0.000 
25.02.2041  00:00:00           0.000           2.550           2.550           0.000 
26.02.2041  00:00:00           3.600           2.750           2.750           0.000 
27.02.2041  00:00:00          11.333           2.250           2.250           0.000 
28.02.2041  00:00:00          11.722           3.450           3.450           0.000 
01.03.2041  00:00:00           7.557           3.550           3.550           0.000 
02.03.2041  00:00:00          12.550           3.750           3.750           0.000 
03.03.2041  00:00:00           2.900           2.650           2.650           0.000 
04.03.2041  00:00:00           3.500           2.950           2.950           0.000 
05.03.2041  00:00:00          47.073           3.017           3.017           0.000 
06.03.2041  00:00:00           1.633           2.750           2.750           0.000 
07.03.2041  00:00:00           0.000           2.250           2.250           0.000 
08.03.2041  00:00:00           2.167           1.950           1.950           0.000 
09.03.2041  00:00:00           0.300           1.650           1.650           0.000 
10.03.2041  00:00:00           6.600           1.350           1.350           0.000 
11.03.2041  00:00:00           0.000           2.750           2.750           0.000 
12.03.2041  00:00:00           0.000           2.450           2.450           0.000 
13.03.2041  00:00:00          20.700           2.300           2.300           0.000 
14.03.2041  00:00:00           7.983           3.450           3.450           0.000 
15.03.2041  00:00:00          10.643           4.150           4.150           0.000 
16.03.2041  00:00:00          24.129           3.950           3.950           0.000 
17.03.2041  00:00:00           0.300           3.650           3.650           0.000 
18.03.2041  00:00:00           0.000           3.750           3.750           0.000 
19.03.2041  00:00:00           6.000           3.150           3.150           0.000 
20.03.2041  00:00:00           2.600           3.450           3.450           0.000 
