date        time         P_mm_256moh   T_minC_256moh   T_maxC_256moh     Q_Myglevatn 
19.12.2071  00:00:00           7.557           4.550           4.550           0.000 
20.12.2071  00:00:00           2.800           6.550           6.550           0.000 
21.12.2071  00:00:00           0.000           4.350           4.350           0.000 
22.12.2071  00:00:00           8.317           7.617           7.617           0.000 
23.12.2071  00:00:00           0.500           9.750           9.750           0.000 
24.12.2071  00:00:00           1.700           4.350           4.350           0.000 
25.12.2071  00:00:00           5.600           4.750           4.750           0.000 
26.12.2071  00:00:00          16.334           7.150           7.150           0.000 
27.12.2071  00:00:00          21.973          10.854          10.854           0.000 
28.12.2071  00:00:00           3.400           9.850           9.850           0.000 
29.12.2071  00:00:00          34.605           5.183           5.183           0.000 
30.12.2071  00:00:00          11.925           2.300           2.300           0.000 
31.12.2071  00:00:00           1.633           3.017           3.017           0.000 
01.01.2072  00:00:00           0.000           7.350           7.350           0.000 
02.01.2072  00:00:00           0.000           5.517           5.517           0.000 
03.01.2072  00:00:00           0.067           7.683           7.683           0.000 
04.01.2072  00:00:00           7.643           8.350           8.350           0.000 
05.01.2072  00:00:00           0.500           3.450           3.450           0.000 
06.01.2072  00:00:00           0.000           7.450           7.450           0.000 
07.01.2072  00:00:00           1.200           8.350           8.350           0.000 
08.01.2072  00:00:00           4.400           6.902           6.902           0.000 
09.01.2072  00:00:00           3.300           3.950           3.950           0.000 
10.01.2072  00:00:00           5.200           8.550           8.550           0.000 
11.01.2072  00:00:00           0.000           8.917           8.917           0.000 
12.01.2072  00:00:00           0.000           5.950           5.950           0.000 
13.01.2072  00:00:00           0.100           1.950           1.950           0.000 
14.01.2072  00:00:00           2.300           4.550           4.550           0.000 
15.01.2072  00:00:00           0.117           3.950           3.950           0.000 
16.01.2072  00:00:00           5.500           7.617           7.617           0.000 
17.01.2072  00:00:00           0.000           6.350           6.350           0.000 
18.01.2072  00:00:00           9.233           3.150           3.150           0.000 
19.01.2072  00:00:00          13.900           6.417           6.417           0.000 
20.01.2072  00:00:00          19.737           6.050           6.050           0.000 
21.01.2072  00:00:00           8.571           3.950           3.950           0.000 
22.01.2072  00:00:00           1.000           5.350           5.350           0.000 
23.01.2072  00:00:00           0.100           2.350           2.350           0.000 
24.01.2072  00:00:00           0.067           2.350           2.350           0.000 
25.01.2072  00:00:00           0.000           2.750           2.750           0.000 
26.01.2072  00:00:00           0.000           0.650           0.650           0.000 
27.01.2072  00:00:00           0.000          -0.583          -0.583           0.000 
28.01.2072  00:00:00           0.300           2.250           2.250           0.000 
29.01.2072  00:00:00           0.600           2.300           2.300           0.000 
30.01.2072  00:00:00           2.900           1.050           1.050           0.000 
31.01.2072  00:00:00           3.100           1.750           1.750           0.000 
01.02.2072  00:00:00          19.737           3.083           3.083           0.000 
02.02.2072  00:00:00          10.757           0.850           0.850           0.000 
03.02.2072  00:00:00          25.860           4.350           4.350           0.000 
04.02.2072  00:00:00           6.100           3.150           3.150           0.000 
05.02.2072  00:00:00          31.152           5.650           5.650           0.000 
06.02.2072  00:00:00          20.175           7.150           7.150           0.000 
07.02.2072  00:00:00           0.400           3.017           3.017           0.000 
08.02.2072  00:00:00           0.000           2.250           2.250           0.000 
09.02.2072  00:00:00          19.825           5.117           5.117           0.000 
10.02.2072  00:00:00           3.000           5.583           5.583           0.000 
11.02.2072  00:00:00           5.700           3.150           3.150           0.000 
12.02.2072  00:00:00           0.000           5.350           5.350           0.000 
13.02.2072  00:00:00           0.000           5.650           5.650           0.000 
14.02.2072  00:00:00          10.757           5.183           5.183           0.000 
15.02.2072  00:00:00           0.400           4.550           4.550           0.000 
16.02.2072  00:00:00           4.700           2.650           2.650           0.000 
17.02.2072  00:00:00          14.407           2.350           2.350           0.000 
18.02.2072  00:00:00           0.000           0.850           0.850           0.000 
19.02.2072  00:00:00           0.000           0.350           0.350           0.000 
20.02.2072  00:00:00           0.000           1.350           1.350           0.000 
21.02.2072  00:00:00           0.000           1.650           1.650           0.000 
22.02.2072  00:00:00           0.000           1.750           1.750           0.000 
23.02.2072  00:00:00           0.067           2.250           2.250           0.000 
24.02.2072  00:00:00           6.200           2.300           2.300           0.000 
25.02.2072  00:00:00           0.117          -0.183          -0.183           0.000 
26.02.2072  00:00:00           0.000           0.250           0.250           0.000 
27.02.2072  00:00:00           0.000          -3.950          -3.950           0.000 
28.02.2072  00:00:00           0.067          -6.583          -6.583           0.000 
29.02.2072  00:00:00           1.100          -0.650          -0.650           0.000 
01.03.2072  00:00:00           0.000          -2.017          -2.017           0.000 
02.03.2072  00:00:00           0.000          -2.250          -2.250           0.000 
03.03.2072  00:00:00           0.000          -0.583          -0.583           0.000 
04.03.2072  00:00:00           0.000           0.250           0.250           0.000 
05.03.2072  00:00:00           0.000           0.550           0.550           0.000 
06.03.2072  00:00:00           0.000           1.850           1.850           0.000 
07.03.2072  00:00:00           7.814           2.950           2.950           0.000 
08.03.2072  00:00:00          51.470           2.750           2.750           0.000 
09.03.2072  00:00:00          11.100           3.750           3.750           0.000 
10.03.2072  00:00:00           3.200           4.650           4.650           0.000 
11.03.2072  00:00:00           3.100           4.350           4.350           0.000 
12.03.2072  00:00:00           0.800           4.900           4.900           0.000 
13.03.2072  00:00:00          25.448           7.617           7.617           0.000 
14.03.2072  00:00:00           4.700           4.350           4.350           0.000 
15.03.2072  00:00:00           0.000           0.550           0.550           0.000 
16.03.2072  00:00:00           2.450           1.950           1.950           0.000 
17.03.2072  00:00:00           0.500           3.350           3.350           0.000 
18.03.2072  00:00:00           0.000           3.750           3.750           0.000 
19.03.2072  00:00:00           0.000           3.750           3.750           0.000 
20.03.2072  00:00:00          10.529           4.250           4.250           0.000 
21.03.2072  00:00:00           4.933           8.350           8.350           0.000 
22.03.2072  00:00:00          14.914           6.150           6.150           0.000 
23.03.2072  00:00:00           3.400           5.950           5.950           0.000 
24.03.2072  00:00:00           0.067           5.050           5.050           0.000 
25.03.2072  00:00:00           0.000           3.017           3.017           0.000 
26.03.2072  00:00:00           0.000           3.650           3.650           0.000 
27.03.2072  00:00:00           0.000           2.350           2.350           0.000 
28.03.2072  00:00:00          11.100           2.950           2.950           0.000 
29.03.2072  00:00:00           8.233           4.650           4.650           0.000 
30.03.2072  00:00:00           4.100           5.250           5.250           0.000 
31.03.2072  00:00:00          14.914           8.250           8.250           0.000 
01.04.2072  00:00:00           0.000           5.950           5.950           0.000 
02.04.2072  00:00:00           1.700           5.583           5.583           0.000 
03.04.2072  00:00:00           2.000           5.583           5.583           0.000 
