date        time         P_mm_256moh   T_minC_256moh   T_maxC_256moh     Q_Myglevatn 
10.03.2041  00:00:00           0.000           1.250           1.250           0.000 
11.03.2041  00:00:00           0.000           1.600           1.600           0.000 
12.03.2041  00:00:00           0.000           1.950           1.950           0.000 
13.03.2041  00:00:00          12.550           2.750           2.750           0.000 
14.03.2041  00:00:00           0.000           2.050           2.050           0.000 
15.03.2041  00:00:00          11.800           1.250           1.250           0.000 
16.03.2041  00:00:00           8.233           2.650           2.650           0.000 
17.03.2041  00:00:00           0.000           2.650           2.650           0.000 
18.03.2041  00:00:00           7.729           1.750           1.750           0.000 
19.03.2041  00:00:00          11.333           2.650           2.650           0.000 
20.03.2041  00:00:00           0.000           3.083           3.083           0.000 
21.03.2041  00:00:00          24.843           2.950           2.950           0.000 
22.03.2041  00:00:00           0.650           2.950           2.950           0.000 
23.03.2041  00:00:00           0.000           2.550           2.550           0.000 
24.03.2041  00:00:00          32.420           1.600           1.600           0.000 
25.03.2041  00:00:00           0.000           3.083           3.083           0.000 
26.03.2041  00:00:00           0.117           1.050           1.050           0.000 
27.03.2041  00:00:00           0.000          -2.150          -2.150           0.000 
28.03.2041  00:00:00           0.000          -2.150          -2.150           0.000 
29.03.2041  00:00:00           0.000          -0.950          -0.950           0.000 
30.03.2041  00:00:00           0.000          -1.317          -1.317           0.000 
31.03.2041  00:00:00           2.300           0.900           0.900           0.000 
01.04.2041  00:00:00           5.380           2.300           2.300           0.000 
02.04.2041  00:00:00           3.500           2.650           2.650           0.000 
03.04.2041  00:00:00           3.400           2.350           2.350           0.000 
04.04.2041  00:00:00           0.000           3.083           3.083           0.000 
05.04.2041  00:00:00           0.000           3.750           3.750           0.000 
06.04.2041  00:00:00           0.000           2.650           2.650           0.000 
07.04.2041  00:00:00           0.117           3.450           3.450           0.000 
08.04.2041  00:00:00           0.000           3.083           3.083           0.000 
09.04.2041  00:00:00           0.700           2.750           2.750           0.000 
10.04.2041  00:00:00           9.350           2.450           2.450           0.000 
11.04.2041  00:00:00          17.827           2.450           2.450           0.000 
12.04.2041  00:00:00           3.100           1.950           1.950           0.000 
13.04.2041  00:00:00           4.700           2.550           2.550           0.000 
14.04.2041  00:00:00           0.067           3.750           3.750           0.000 
15.04.2041  00:00:00           0.000           3.650           3.650           0.000 
16.04.2041  00:00:00           0.000           2.950           2.950           0.000 
17.04.2041  00:00:00           0.000           2.150           2.150           0.000 
18.04.2041  00:00:00           0.000           2.050           2.050           0.000 
19.04.2041  00:00:00          27.097           2.250           2.250           0.000 
20.04.2041  00:00:00           0.650           4.050           4.050           0.000 
21.04.2041  00:00:00           0.000           3.017           3.017           0.000 
22.04.2041  00:00:00           0.950           3.083           3.083           0.000 
23.04.2041  00:00:00           0.000           2.650           2.650           0.000 
24.04.2041  00:00:00           0.000           2.650           2.650           0.000 
25.04.2041  00:00:00           0.000           4.350           4.350           0.000 
26.04.2041  00:00:00           0.000           5.450           5.450           0.000 
27.04.2041  00:00:00           4.600           5.750           5.750           0.000 
28.04.2041  00:00:00          10.200           6.350           6.350           0.000 
29.04.2041  00:00:00           2.100           7.026           7.026           0.000 
30.04.2041  00:00:00           0.000           7.026           7.026           0.000 
01.05.2041  00:00:00           0.000           6.902           6.902           0.000 
02.05.2041  00:00:00           0.000           8.450           8.450           0.000 
03.05.2041  00:00:00           8.914           7.026           7.026           0.000 
04.05.2041  00:00:00           0.000           7.350           7.350           0.000 
05.05.2041  00:00:00           2.167           7.900           7.900           0.000 
06.05.2041  00:00:00          20.438           8.700           8.700           0.000 
07.05.2041  00:00:00           0.000          10.150          10.150           0.000 
08.05.2041  00:00:00           0.000           9.950           9.950           0.000 
09.05.2041  00:00:00           0.000          10.050          10.050           0.000 
10.05.2041  00:00:00           0.000           9.750           9.750           0.000 
11.05.2041  00:00:00           0.000          10.350          10.350           0.000 
12.05.2041  00:00:00           0.000          10.650          10.650           0.000 
13.05.2041  00:00:00           0.000          11.750          11.750           0.000 
14.05.2041  00:00:00           0.067          10.750          10.750           0.000 
15.05.2041  00:00:00           0.000           9.050           9.050           0.000 
16.05.2041  00:00:00           0.000           7.683           7.683           0.000 
17.05.2041  00:00:00           0.500           7.900           7.900           0.000 
18.05.2041  00:00:00           1.200           9.417           9.417           0.000 
19.05.2041  00:00:00           0.000           9.350           9.350           0.000 
20.05.2041  00:00:00           5.260           8.350           8.350           0.000 
21.05.2041  00:00:00           8.486          11.550          11.550           0.000 
22.05.2041  00:00:00           0.200          10.750          10.750           0.000 
23.05.2041  00:00:00           0.000          10.750          10.750           0.000 
24.05.2041  00:00:00           0.000          12.150          12.150           0.000 
25.05.2041  00:00:00           0.100          10.650          10.650           0.000 
26.05.2041  00:00:00           0.000          13.050          13.050           0.000 
27.05.2041  00:00:00           0.000          17.514          17.514           0.000 
28.05.2041  00:00:00           0.000          18.005          18.005           0.000 
29.05.2041  00:00:00           0.900          14.850          14.850           0.000 
30.05.2041  00:00:00           4.200          12.150          12.150           0.000 
31.05.2041  00:00:00           0.000          11.250          11.250           0.000 
01.06.2041  00:00:00           0.900          10.250          10.250           0.000 
02.06.2041  00:00:00           8.400           8.850           8.850           0.000 
03.06.2041  00:00:00           5.260           9.417           9.417           0.000 
04.06.2041  00:00:00          12.175           9.750           9.750           0.000 
05.06.2041  00:00:00           1.252           8.150           8.150           0.000 
06.06.2041  00:00:00           0.000           7.026           7.026           0.000 
07.06.2041  00:00:00           0.000           8.917           8.917           0.000 
08.06.2041  00:00:00          29.422           8.700           8.700           0.000 
09.06.2041  00:00:00           3.100           9.417           9.417           0.000 
10.06.2041  00:00:00           0.000           9.850           9.850           0.000 
11.06.2041  00:00:00           0.000          10.350          10.350           0.000 
12.06.2041  00:00:00           0.000          11.550          11.550           0.000 
13.06.2041  00:00:00           5.800           9.650           9.650           0.000 
14.06.2041  00:00:00           0.000          12.050          12.050           0.000 
15.06.2041  00:00:00           0.000          12.350          12.350           0.000 
16.06.2041  00:00:00           0.000          12.750          12.750           0.000 
17.06.2041  00:00:00           0.000          12.950          12.950           0.000 
18.06.2041  00:00:00           0.000          11.450          11.450           0.000 
19.06.2041  00:00:00           0.000          12.650          12.650           0.000 
20.06.2041  00:00:00           0.000          13.650          13.650           0.000 
21.06.2041  00:00:00           6.500          12.650          12.650           0.000 
22.06.2041  00:00:00           0.000          13.183          13.183           0.000 
23.06.2041  00:00:00          19.073          11.850          11.850           0.000 
24.06.2041  00:00:00           0.650          12.500          12.500           0.000 
25.06.2041  00:00:00           1.000          11.850          11.850           0.000 
26.06.2041  00:00:00           0.117          13.250          13.250           0.000 
27.06.2041  00:00:00           0.000          11.650          11.650           0.000 
28.06.2041  00:00:00           0.000          11.850          11.850           0.000 
29.06.2041  00:00:00           0.000          12.500          12.500           0.000 
30.06.2041  00:00:00           0.000          13.117          13.117           0.000 
01.07.2041  00:00:00           0.000          14.250          14.250           0.000 
02.07.2041  00:00:00           6.200          13.917          13.917           0.000 
03.07.2041  00:00:00           0.000          14.750          14.750           0.000 
04.07.2041  00:00:00           1.252          13.850          13.850           0.000 
05.07.2041  00:00:00           0.000          15.850          15.850           0.000 
06.07.2041  00:00:00          13.100          13.750          13.750           0.000 
07.07.2041  00:00:00           3.600          13.250          13.250           0.000 
08.07.2041  00:00:00          21.245          15.550          15.550           0.000 
09.07.2041  00:00:00           0.000          14.250          14.250           0.000 
10.07.2041  00:00:00           0.000          13.850          13.850           0.000 
11.07.2041  00:00:00           0.000          15.450          15.450           0.000 
12.07.2041  00:00:00           0.000          16.087          16.087           0.000 
13.07.2041  00:00:00           0.000          17.677          17.677           0.000 
14.07.2041  00:00:00           0.000          18.424          18.424           0.000 
15.07.2041  00:00:00           0.000          18.308          18.308           0.000 
16.07.2041  00:00:00           0.650          16.430          16.430           0.000 
17.07.2041  00:00:00           0.000          14.950          14.950           0.000 
18.07.2041  00:00:00           0.000          13.650          13.650           0.000 
19.07.2041  00:00:00           0.000          13.650          13.650           0.000 
20.07.2041  00:00:00           2.000          13.650          13.650           0.000 
21.07.2041  00:00:00           2.450          15.550          15.550           0.000 
22.07.2041  00:00:00          14.711          12.950          12.950           0.000 
23.07.2041  00:00:00           0.117          13.183          13.183           0.000 
24.07.2041  00:00:00           4.800          12.750          12.750           0.000 
25.07.2041  00:00:00           3.900          13.250          13.250           0.000 
26.07.2041  00:00:00           3.900          13.550          13.550           0.000 
27.07.2041  00:00:00           4.100          15.550          15.550           0.000 
28.07.2041  00:00:00           0.000          13.917          13.917           0.000 
29.07.2041  00:00:00           0.500          13.650          13.650           0.000 
30.07.2041  00:00:00           0.000          13.550          13.550           0.000 
31.07.2041  00:00:00           0.000          13.550          13.550           0.000 
01.08.2041  00:00:00           0.000          13.983          13.983           0.000 
02.08.2041  00:00:00           0.117          14.050          14.050           0.000 
03.08.2041  00:00:00           0.100          13.550          13.550           0.000 
04.08.2041  00:00:00           0.000          12.950          12.950           0.000 
05.08.2041  00:00:00           0.000          12.500          12.500           0.000 
06.08.2041  00:00:00          15.565          10.750          10.750           0.000 
07.08.2041  00:00:00           0.000          12.650          12.650           0.000 
08.08.2041  00:00:00          16.671          13.183          13.183           0.000 
09.08.2041  00:00:00           0.000          15.450          15.450           0.000 
10.08.2041  00:00:00           0.000          13.250          13.250           0.000 
11.08.2041  00:00:00           9.117          13.650          13.650           0.000 
12.08.2041  00:00:00           1.315          13.050          13.050           0.000 
13.08.2041  00:00:00           0.000          14.350          14.350           0.000 
14.08.2041  00:00:00           0.000          11.950          11.950           0.000 
15.08.2041  00:00:00           2.600          11.750          11.750           0.000 
16.08.2041  00:00:00           0.000          10.450          10.450           0.000 
17.08.2041  00:00:00           5.380          11.650          11.650           0.000 
18.08.2041  00:00:00           2.700          10.750          10.750           0.000 
19.08.2041  00:00:00           0.067          10.550          10.550           0.000 
20.08.2041  00:00:00           4.100          10.050          10.050           0.000 
21.08.2041  00:00:00           0.000          11.250          11.250           0.000 
22.08.2041  00:00:00           0.000          10.650          10.650           0.000 
23.08.2041  00:00:00           0.000          12.950          12.950           0.000 
24.08.2041  00:00:00           0.000          13.550          13.550           0.000 
25.08.2041  00:00:00           0.000          14.050          14.050           0.000 
26.08.2041  00:00:00           0.000          14.483          14.483           0.000 
27.08.2041  00:00:00           0.000          14.250          14.250           0.000 
28.08.2041  00:00:00           0.000          13.750          13.750           0.000 
29.08.2041  00:00:00           6.000          13.650          13.650           0.000 
30.08.2041  00:00:00           7.200          13.983          13.983           0.000 
31.08.2041  00:00:00           0.000          12.050          12.050           0.000 
01.09.2041  00:00:00           0.300          11.950          11.950           0.000 
02.09.2041  00:00:00           6.000          12.950          12.950           0.000 
03.09.2041  00:00:00           0.117          12.250          12.250           0.000 
04.09.2041  00:00:00           1.100          10.450          10.450           0.000 
05.09.2041  00:00:00           0.000           9.650           9.650           0.000 
06.09.2041  00:00:00           0.000           9.850           9.850           0.000 
07.09.2041  00:00:00           0.000           9.850           9.850           0.000 
08.09.2041  00:00:00           7.643          10.150          10.150           0.000 
09.09.2041  00:00:00           0.600          11.850          11.850           0.000 
10.09.2041  00:00:00           0.117          11.950          11.950           0.000 
11.09.2041  00:00:00          16.503          12.050          12.050           0.000 
12.09.2041  00:00:00           1.800          12.250          12.250           0.000 
13.09.2041  00:00:00           0.000          12.250          12.250           0.000 
14.09.2041  00:00:00           0.000          10.450          10.450           0.000 
15.09.2041  00:00:00           0.000           8.983           8.983           0.000 
16.09.2041  00:00:00           0.500          10.050          10.050           0.000 
17.09.2041  00:00:00           0.000          11.250          11.250           0.000 
18.09.2041  00:00:00           0.000           9.650           9.650           0.000 
19.09.2041  00:00:00           0.000           8.850           8.850           0.000 
20.09.2041  00:00:00           4.600           8.700           8.700           0.000 
21.09.2041  00:00:00           0.000          12.950          12.950           0.000 
22.09.2041  00:00:00           0.000          15.850          15.850           0.000 
23.09.2041  00:00:00           0.000          15.850          15.850           0.000 
24.09.2041  00:00:00           0.000          13.850          13.850           0.000 
25.09.2041  00:00:00           0.000          11.850          11.850           0.000 
26.09.2041  00:00:00           0.000          12.950          12.950           0.000 
27.09.2041  00:00:00           0.000          12.500          12.500           0.000 
28.09.2041  00:00:00           0.000          12.650          12.650           0.000 
29.09.2041  00:00:00           0.000          11.350          11.350           0.000 
30.09.2041  00:00:00           0.000           8.850           8.850           0.000 
01.10.2041  00:00:00           0.000           8.150           8.150           0.000 
02.10.2041  00:00:00           0.000           7.250           7.250           0.000 
03.10.2041  00:00:00           0.000           7.550           7.550           0.000 
04.10.2041  00:00:00           0.000           7.350           7.350           0.000 
05.10.2041  00:00:00           0.600           8.050           8.050           0.000 
06.10.2041  00:00:00           0.000           8.550           8.550           0.000 
07.10.2041  00:00:00           5.260           8.350           8.350           0.000 
08.10.2041  00:00:00           5.200           9.550           9.550           0.000 
09.10.2041  00:00:00           3.700           9.750           9.750           0.000 
10.10.2041  00:00:00          42.764           8.850           8.850           0.000 
11.10.2041  00:00:00           1.315           5.517           5.517           0.000 
12.10.2041  00:00:00           0.000           5.117           5.117           0.000 
13.10.2041  00:00:00           0.100           5.050           5.050           0.000 
14.10.2041  00:00:00           0.300           3.950           3.950           0.000 
15.10.2041  00:00:00           1.633           5.850           5.850           0.000 
16.10.2041  00:00:00           0.800           5.183           5.183           0.000 
17.10.2041  00:00:00          13.100           3.350           3.350           0.000 
18.10.2041  00:00:00          11.722           3.350           3.350           0.000 
19.10.2041  00:00:00          17.940           5.050           5.050           0.000 
20.10.2041  00:00:00           3.600           7.550           7.550           0.000 
21.10.2041  00:00:00           9.350           7.683           7.683           0.000 
22.10.2041  00:00:00           0.000           7.550           7.550           0.000 
23.10.2041  00:00:00           0.200           7.350           7.350           0.000 
24.10.2041  00:00:00           4.600           7.900           7.900           0.000 
25.10.2041  00:00:00           0.300           7.750           7.750           0.000 
26.10.2041  00:00:00           0.067           8.550           8.550           0.000 
27.10.2041  00:00:00           0.000           9.050           9.050           0.000 
28.10.2041  00:00:00           0.000           7.900           7.900           0.000 
29.10.2041  00:00:00           0.000           6.782           6.782           0.000 
30.10.2041  00:00:00           0.000           6.050           6.050           0.000 
31.10.2041  00:00:00           0.000           6.782           6.782           0.000 
01.11.2041  00:00:00           0.000           6.150           6.150           0.000 
02.11.2041  00:00:00           4.700           3.350           3.350           0.000 
03.11.2041  00:00:00           2.167           8.450           8.450           0.000 
04.11.2041  00:00:00           0.000          10.750          10.750           0.000 
05.11.2041  00:00:00           0.000           9.050           9.050           0.000 
06.11.2041  00:00:00           2.300           8.550           8.550           0.000 
07.11.2041  00:00:00           2.900           7.026           7.026           0.000 
08.11.2041  00:00:00           3.700           6.350           6.350           0.000 
09.11.2041  00:00:00          27.427           7.250           7.250           0.000 
10.11.2041  00:00:00           1.700           5.850           5.850           0.000 
11.11.2041  00:00:00           2.233           5.250           5.250           0.000 
12.11.2041  00:00:00           1.800           3.750           3.750           0.000 
13.11.2041  00:00:00           0.800           2.150           2.150           0.000 
14.11.2041  00:00:00           0.300           1.550           1.550           0.000 
15.11.2041  00:00:00           0.000           0.350           0.350           0.000 
16.11.2041  00:00:00           0.067           2.950           2.950           0.000 
17.11.2041  00:00:00           0.000           4.250           4.250           0.000 
18.11.2041  00:00:00           0.000           4.450           4.450           0.000 
19.11.2041  00:00:00           0.000           5.583           5.583           0.000 
20.11.2041  00:00:00           0.200           5.250           5.250           0.000 
21.11.2041  00:00:00           3.000           7.450           7.450           0.000 
22.11.2041  00:00:00           4.700           9.550           9.550           0.000 
23.11.2041  00:00:00           6.800           6.350           6.350           0.000 
24.11.2041  00:00:00           2.300           2.650           2.650           0.000 
25.11.2041  00:00:00           0.000           1.650           1.650           0.000 
26.11.2041  00:00:00           2.800           1.750           1.750           0.000 
27.11.2041  00:00:00           0.000           4.750           4.750           0.000 
28.11.2041  00:00:00          28.731           4.350           4.350           0.000 
29.11.2041  00:00:00           5.320           8.700           8.700           0.000 
30.11.2041  00:00:00           0.000           2.750           2.750           0.000 
01.12.2041  00:00:00          25.365           1.850           1.850           0.000 
02.12.2041  00:00:00           3.800           5.250           5.250           0.000 
03.12.2041  00:00:00          51.734           9.350           9.350           0.000 
04.12.2041  00:00:00           0.000           6.666           6.666           0.000 
05.12.2041  00:00:00           0.100           1.550           1.550           0.000 
06.12.2041  00:00:00          25.448           0.250           0.250           0.000 
07.12.2041  00:00:00           4.000           2.450           2.450           0.000 
08.12.2041  00:00:00           1.633           2.750           2.750           0.000 
09.12.2041  00:00:00          14.813           2.650           2.650           0.000 
10.12.2041  00:00:00          19.650           2.350           2.350           0.000 
11.12.2041  00:00:00          14.610           1.850           1.850           0.000 
12.12.2041  00:00:00           4.500           1.850           1.850           0.000 
13.12.2041  00:00:00           0.000           3.650           3.650           0.000 
14.12.2041  00:00:00           0.000           4.150           4.150           0.000 
15.12.2041  00:00:00           0.500           1.850           1.850           0.000 
16.12.2041  00:00:00          14.306           1.050           1.050           0.000 
17.12.2041  00:00:00           3.700           0.950           0.950           0.000 
18.12.2041  00:00:00           1.315           0.050           0.050           0.000 
19.12.2041  00:00:00           9.800           0.400           0.400           0.000 
20.12.2041  00:00:00           0.000           0.350           0.350           0.000 
21.12.2041  00:00:00           0.300          -0.117          -0.117           0.000 
22.12.2041  00:00:00           6.000           2.350           2.350           0.000 
23.12.2041  00:00:00          30.345           3.083           3.083           0.000 
24.12.2041  00:00:00           4.200           3.450           3.450           0.000 
25.12.2041  00:00:00          45.754           1.950           1.950           0.000 
26.12.2041  00:00:00           8.571           4.650           4.650           0.000 
27.12.2041  00:00:00           1.315           3.150           3.150           0.000 
28.12.2041  00:00:00          12.425           2.250           2.250           0.000 
29.12.2041  00:00:00          15.942           5.117           5.117           0.000 
30.12.2041  00:00:00           1.200           4.350           4.350           0.000 
31.12.2041  00:00:00           7.814           4.150           4.150           0.000 
01.01.2042  00:00:00           0.200           2.050           2.050           0.000 
02.01.2042  00:00:00           2.233           2.150           2.150           0.000 
03.01.2042  00:00:00          30.114           4.050           4.050           0.000 
04.01.2042  00:00:00           0.067           2.950           2.950           0.000 
05.01.2042  00:00:00          39.298           2.350           2.350           0.000 
06.01.2042  00:00:00           3.400           3.750           3.750           0.000 
07.01.2042  00:00:00           7.386           1.050           1.050           0.000 
08.01.2042  00:00:00           3.100           1.850           1.850           0.000 
09.01.2042  00:00:00           0.000           0.550           0.550           0.000 
10.01.2042  00:00:00          28.417           1.600           1.600           0.000 
11.01.2042  00:00:00           0.067           0.750           0.750           0.000 
12.01.2042  00:00:00          14.610           3.017           3.017           0.000 
13.01.2042  00:00:00           0.000           2.150           2.150           0.000 
14.01.2042  00:00:00           7.100           2.300           2.300           0.000 
15.01.2042  00:00:00           0.600          -0.950          -0.950           0.000 
16.01.2042  00:00:00           0.650          -2.250          -2.250           0.000 
17.01.2042  00:00:00           2.700           0.050           0.050           0.000 
18.01.2042  00:00:00           0.100           0.900           0.900           0.000 
19.01.2042  00:00:00           0.000          -2.450          -2.450           0.000 
20.01.2042  00:00:00           6.400          -1.750          -1.750           0.000 
21.01.2042  00:00:00           0.000          -2.350          -2.350           0.000 
22.01.2042  00:00:00           0.000          -2.600          -2.600           0.000 
23.01.2042  00:00:00           0.067           2.300           2.300           0.000 
24.01.2042  00:00:00           6.200           4.250           4.250           0.000 
25.01.2042  00:00:00           0.000           0.400           0.400           0.000 
26.01.2042  00:00:00           7.900           0.350           0.350           0.000 
27.01.2042  00:00:00           4.400          -2.950          -2.950           0.000 
28.01.2042  00:00:00           0.117          -3.750          -3.750           0.000 
29.01.2042  00:00:00           0.000          -7.500          -7.500           0.000 
30.01.2042  00:00:00           0.000         -15.755         -15.755           0.000 
31.01.2042  00:00:00           0.000         -15.455         -15.455           0.000 
01.02.2042  00:00:00           0.000         -11.858         -11.858           0.000 
02.02.2042  00:00:00           0.000         -10.180         -10.180           0.000 
03.02.2042  00:00:00           3.100          -8.373          -8.373           0.000 
04.02.2042  00:00:00           0.300          -6.661          -6.661           0.000 
05.02.2042  00:00:00           0.100          -6.583          -6.583           0.000 
06.02.2042  00:00:00           2.000          -6.350          -6.350           0.000 
07.02.2042  00:00:00          24.843          -3.450          -3.450           0.000 
08.02.2042  00:00:00           6.500          -2.017          -2.017           0.000 
09.02.2042  00:00:00           0.000          -4.150          -4.150           0.000 
10.02.2042  00:00:00           8.914           0.050           0.050           0.000 
11.02.2042  00:00:00          56.043           2.150           2.150           0.000 
12.02.2042  00:00:00          12.300           2.150           2.150           0.000 
13.02.2042  00:00:00           3.500           1.550           1.550           0.000 
14.02.2042  00:00:00           1.800           1.650           1.650           0.000 
15.02.2042  00:00:00          51.734           2.650           2.650           0.000 
16.02.2042  00:00:00           4.100           3.550           3.550           0.000 
17.02.2042  00:00:00           3.400           3.017           3.017           0.000 
18.02.2042  00:00:00           0.950           2.250           2.250           0.000 
19.02.2042  00:00:00           0.000           2.150           2.150           0.000 
20.02.2042  00:00:00           0.000           0.950           0.950           0.000 
21.02.2042  00:00:00           0.000           0.850           0.850           0.000 
22.02.2042  00:00:00           5.900           1.550           1.550           0.000 
23.02.2042  00:00:00           0.000           0.400           0.400           0.000 
24.02.2042  00:00:00           0.000          -1.650          -1.650           0.000 
25.02.2042  00:00:00           0.000          -3.375          -3.375           0.000 
26.02.2042  00:00:00           0.000          -2.950          -2.950           0.000 
27.02.2042  00:00:00           0.000          -2.850          -2.850           0.000 
28.02.2042  00:00:00           0.000          -0.800          -0.800           0.000 
01.03.2042  00:00:00           9.900          -0.250          -0.250           0.000 
02.03.2042  00:00:00           2.100          -0.650          -0.650           0.000 
03.03.2042  00:00:00           0.000          -1.650          -1.650           0.000 
04.03.2042  00:00:00           0.000          -2.750          -2.750           0.000 
05.03.2042  00:00:00           0.000          -4.808          -4.808           0.000 
06.03.2042  00:00:00           0.000          -2.950          -2.950           0.000 
07.03.2042  00:00:00           0.000          -2.450          -2.450           0.000 
08.03.2042  00:00:00           0.000           0.450           0.450           0.000 
09.03.2042  00:00:00          18.053           1.250           1.250           0.000 
10.03.2042  00:00:00           4.400           1.550           1.550           0.000 
11.03.2042  00:00:00           0.000           3.550           3.550           0.000 
12.03.2042  00:00:00          16.418           3.017           3.017           0.000 
13.03.2042  00:00:00           5.320           3.150           3.150           0.000 
14.03.2042  00:00:00          25.695           3.150           3.150           0.000 
15.03.2042  00:00:00           0.600           1.350           1.350           0.000 
16.03.2042  00:00:00           0.400          -1.150          -1.150           0.000 
17.03.2042  00:00:00           5.200          -0.950          -0.950           0.000 
18.03.2042  00:00:00           5.260           3.350           3.350           0.000 
19.03.2042  00:00:00           2.000           3.150           3.150           0.000 
20.03.2042  00:00:00           0.067          -1.250          -1.250           0.000 
21.03.2042  00:00:00           2.900          -0.650          -0.650           0.000 
22.03.2042  00:00:00           0.000           0.950           0.950           0.000 
23.03.2042  00:00:00           0.000           1.650           1.650           0.000 
24.03.2042  00:00:00           0.000           3.550           3.550           0.000 
25.03.2042  00:00:00           7.200           3.950           3.950           0.000 
26.03.2042  00:00:00           5.700           3.450           3.450           0.000 
27.03.2042  00:00:00           0.800           3.950           3.950           0.000 
28.03.2042  00:00:00           0.000           2.650           2.650           0.000 
29.03.2042  00:00:00          10.200           2.350           2.350           0.000 
30.03.2042  00:00:00           3.800           0.850           0.850           0.000 
31.03.2042  00:00:00           0.000           1.850           1.850           0.000 
01.04.2042  00:00:00           5.067           3.750           3.750           0.000 
02.04.2042  00:00:00           3.400           5.517           5.517           0.000 
