date        time         P_mm_256moh   T_minC_256moh   T_maxC_256moh     Q_Myglevatn 
dd.mm.yyyy  hh:mm:ss              mm             grC             grC            m3/s 
01.01.2041  00:00:00          21.700           3.550           3.550           0.000 
02.01.2041  00:00:00          22.819           3.350           3.350           0.000 
03.01.2041  00:00:00          11.178           3.550           3.550           0.000 
04.01.2041  00:00:00           0.100           3.083           3.083           0.000 
05.01.2041  00:00:00           0.117           1.250           1.250           0.000 
06.01.2041  00:00:00           3.600           2.950           2.950           0.000 
07.01.2041  00:00:00           3.900           2.300           2.300           0.000 
08.01.2041  00:00:00          17.940          -1.883          -1.883           0.000 
09.01.2041  00:00:00          24.248          -5.850          -5.850           0.000 
10.01.2041  00:00:00          21.973          -6.506          -6.506           0.000 
11.01.2041  00:00:00           9.800          -2.750          -2.750           0.000 
12.01.2041  00:00:00           0.000           2.450           2.450           0.000 
13.01.2041  00:00:00           0.000           1.550           1.550           0.000 
14.01.2041  00:00:00          28.087           2.250           2.250           0.000 
15.01.2041  00:00:00           3.900          -0.050          -0.050           0.000 
16.01.2041  00:00:00           3.100          -7.410          -7.410           0.000 
17.01.2041  00:00:00           1.100          -8.458          -8.458           0.000 
18.01.2041  00:00:00           0.900         -10.305         -10.305           0.000 
19.01.2041  00:00:00           8.743          -8.373          -8.373           0.000 
20.01.2041  00:00:00           0.000          -7.590          -7.590           0.000 
21.01.2041  00:00:00           0.000         -12.557         -12.557           0.000 
22.01.2041  00:00:00           0.650         -13.456         -13.456           0.000 
23.01.2041  00:00:00           9.700          -6.739          -6.739           0.000 
24.01.2041  00:00:00           3.800          -2.150          -2.150           0.000 
25.01.2041  00:00:00           2.700           0.050           0.050           0.000 
26.01.2041  00:00:00           3.600           0.250           0.250           0.000 
27.01.2041  00:00:00          13.500           0.850           0.850           0.000 
28.01.2041  00:00:00           0.000           0.150           0.150           0.000 
29.01.2041  00:00:00           0.000          -2.750          -2.750           0.000 
30.01.2041  00:00:00           4.700          -2.150          -2.150           0.000 
31.01.2041  00:00:00           0.700           1.350           1.350           0.000 
01.02.2041  00:00:00           0.000           2.550           2.550           0.000 
02.02.2041  00:00:00           0.000           1.250           1.250           0.000 
03.02.2041  00:00:00           0.100          -1.317          -1.317           0.000 
04.02.2041  00:00:00           1.200          -0.250          -0.250           0.000 
05.02.2041  00:00:00           2.233          -0.350          -0.350           0.000 
06.02.2041  00:00:00           0.300          -1.383          -1.383           0.000 
07.02.2041  00:00:00           0.000          -6.428          -6.428           0.000 
08.02.2041  00:00:00           0.000          -6.506          -6.506           0.000 
09.02.2041  00:00:00           0.000          -7.230          -7.230           0.000 
10.02.2041  00:00:00           0.000          -6.350          -6.350           0.000 
11.02.2041  00:00:00           0.600          -2.750          -2.750           0.000 
12.02.2041  00:00:00           2.800          -0.250          -0.250           0.000 
13.02.2041  00:00:00          19.073           0.850           0.850           0.000 
14.02.2041  00:00:00           8.486           1.650           1.650           0.000 
15.02.2041  00:00:00           0.000          -0.050          -0.050           0.000 
16.02.2041  00:00:00           0.000          -1.650          -1.650           0.000 
17.02.2041  00:00:00           0.000          -4.350          -4.350           0.000 
18.02.2041  00:00:00           0.000          -4.995          -4.995           0.000 
19.02.2041  00:00:00           0.000          -4.995          -4.995           0.000 
20.02.2041  00:00:00           0.000          -4.898          -4.898           0.000 
21.02.2041  00:00:00           0.000          -4.050          -4.050           0.000 
22.02.2041  00:00:00           0.000          -5.214          -5.214           0.000 
23.02.2041  00:00:00           0.000          -8.288          -8.288           0.000 
24.02.2041  00:00:00           0.000          -9.678          -9.678           0.000 
25.02.2041  00:00:00           0.000          -8.458          -8.458           0.000 
26.02.2041  00:00:00           0.000          -8.881          -8.881           0.000 
27.02.2041  00:00:00           0.000          -7.320          -7.320           0.000 
28.02.2041  00:00:00           0.000          -3.050          -3.050           0.000 
01.03.2041  00:00:00           0.000          -2.850          -2.850           0.000 
02.03.2041  00:00:00           0.000          -1.650          -1.650           0.000 
03.03.2041  00:00:00           8.571           0.850           0.850           0.000 
04.03.2041  00:00:00           0.000           1.850           1.850           0.000 
05.03.2041  00:00:00           6.300          -0.950          -0.950           0.000 
06.03.2041  00:00:00          26.520           2.050           2.050           0.000 
07.03.2041  00:00:00           4.800           1.750           1.750           0.000 
08.03.2041  00:00:00           3.100           1.950           1.950           0.000 
09.03.2041  00:00:00           0.000           2.150           2.150           0.000 
