"Date","CNRMCCLM","CNRMRCA","ECEARTHCCLM","ECEARTHHIRHAM","ECEARTHRACMO","ECEARTHRCA","HADGEMRCA","IPSLRCA","MPICCLM","MPIRCA"
"Jan",0,0,0,0.0156801313483615,0,0,0.0404547275939883,0,0,0
"Feb",0,0,0.00586445648760763,0,0,0.010437010003808,0.11653110125281,0,0,0
"Mar",0.291428705889865,0.256952540480511,0.190530710968543,0.222241568482997,0.123326451406708,0.219430853578742,0.427759947250639,0.267002015651754,0.105783337822069,0.0912231481302948
"Apr",1.18111278855486,1.01774224501793,1.08960687537551,1.19209560851443,1.18896885644151,1.17958642524307,1.42660043606865,0.863766900775787,1.01740568668551,1.04010205295087
"May",2.51056341767383,2.66712837639347,2.48534323638882,2.53572196375038,2.66302171341981,2.74401465472465,2.81038139182383,2.47351056748333,2.46414183710679,2.61323166065727
"Jun",3.64837120436685,4.19852829248477,3.78904159982885,3.73246880631854,3.93063187688992,3.87563266700213,3.87876059035041,4.20074284537633,3.67714287754603,3.82759372227261
"Jul",4.04401229244248,4.14927554533323,4.25465386833454,4.09725155795105,4.09709517377374,4.2534702726124,4.11889744621304,4.35453968852527,4.04350569802182,4.09676499503667
"Aug",3.36391361577444,3.41575447428393,3.40999456221433,3.33598817873075,3.26380362849076,3.37600601919326,3.46732060814444,3.52639103440939,3.22388628268148,3.28042126422883
"Sep",2.15747282901949,2.09783028143664,2.20201470679163,2.15801866567043,2.11878770495498,2.16601356330202,2.25565101952985,2.16807216293638,2.13226163716745,2.04094789270292
"Oct",1.17527428865767,1.10532007968917,1.12040300865819,1.10147516257873,1.12322779241594,1.08636865580798,1.14630568838869,1.15282139354094,1.12391094361579,1.08038657277566
"Nov",0.510713561087233,0.449124222856238,0.463533745666201,0.483683032817712,0.458180163181229,0.407758357858079,0.3880575795068,0.408556333805387,0.500430076840209,0.417082023050392
"Dec",0.091885893209842,0.0694502763192793,0.158043406205476,0.216235706161466,0.0606051678932522,0.123484135046907,0.112176938461059,0.115493874187876,0.0658060941114774,0.068023416880655
