"","Date","Obs","Month","CNRMCCLM","CNRMRCA","ECEARTHCCLM","ECEARTHHIRHAM","ECEARTHRACMO","ECEARTHRCA","HADGEMRCA","IPSLRCA","MPICCLM","MPIRCA"
"5129",1971-01-16,-1.15,"01",2.964,2.778,2.954,2.681,2.128,2.566,3.051,2.911,2.345,2.478
"5130",1971-01-17,-0.75,"01",3.364,3.178,3.354,3.081,2.528,2.966,3.451,3.311,2.745,2.878
"5131",1971-01-18,1.35,"01",5.464,5.278,5.454,5.181,4.628,5.066,5.551,5.411,4.845,4.978
"5132",1971-01-19,2.25,"01",6.364,6.178,6.354,6.081,5.528,5.966,6.451,6.311,5.745,5.878
"5133",1971-01-20,1.65,"01",5.764,5.578,5.754,5.481,4.928,5.366,5.851,5.711,5.145,5.278
"5134",1971-01-21,1.55,"01",5.664,5.478,5.654,5.381,4.828,5.266,5.751,5.611,5.045,5.178
"5135",1971-01-22,0.45,"01",4.564,4.378,4.554,4.281,3.728,4.166,4.651,4.511,3.945,4.078
"5136",1971-01-23,0.45,"01",4.564,4.378,4.554,4.281,3.728,4.166,4.651,4.511,3.945,4.078
"5137",1971-01-24,0.75,"01",4.864,4.678,4.854,4.581,4.028,4.466,4.951,4.811,4.245,4.378
"5138",1971-01-25,2.15,"01",6.264,6.078,6.254,5.981,5.428,5.866,6.351,6.211,5.645,5.778
"5139",1971-01-26,2.85,"01",6.964,6.778,6.954,6.681,6.128,6.566,7.051,6.911,6.345,6.478
"5140",1971-01-27,0.25,"01",4.364,4.178,4.354,4.081,3.528,3.966,4.451,4.311,3.745,3.878
"5141",1971-01-28,-0.65,"01",3.464,3.278,3.454,3.181,2.628,3.066,3.551,3.411,2.845,2.978
"5142",1971-01-29,-2.15,"01",1.964,1.778,1.954,1.681,1.128,1.566,2.051,1.911,1.345,1.478
"5143",1971-01-30,-4.65,"01",-0.536,-0.722,-0.546,-0.819,-1.372,-0.934,-0.449000000000001,-0.589,-1.155,-1.022
"5144",1971-01-31,-5.45,"01",-1.336,-1.522,-1.346,-1.619,-2.172,-1.734,-1.249,-1.389,-1.955,-1.822
"5145",1971-02-01,-6.45,"02",-2.432,-1.855,-1.668,-3.235,-3.546,-1.934,-2.332,-2.055,-2.619,-2.996
"5146",1971-02-02,-8.05,"02",-4.032,-3.455,-3.268,-4.835,-5.146,-3.534,-3.932,-3.655,-4.219,-4.596
"5147",1971-02-03,-2.15,"02",1.868,2.445,2.632,1.065,0.754,2.366,1.968,2.245,1.681,1.304
"5148",1971-02-04,2.85,"02",6.868,7.445,7.632,6.065,5.754,7.366,6.968,7.245,6.681,6.304
"5149",1971-02-05,4.05,"02",8.068,8.645,8.832,7.265,6.954,8.566,8.168,8.445,7.881,7.504
"5150",1971-02-06,3.85,"02",7.868,8.445,8.632,7.065,6.754,8.366,7.968,8.245,7.681,7.304
"5151",1971-02-07,3.95,"02",7.968,8.545,8.732,7.165,6.854,8.466,8.068,8.345,7.781,7.404
"5152",1971-02-08,4.05,"02",8.068,8.645,8.832,7.265,6.954,8.566,8.168,8.445,7.881,7.504
"5153",1971-02-09,4.55,"02",8.568,9.145,9.332,7.765,7.454,9.066,8.668,8.945,8.381,8.004
"5154",1971-02-10,1.95,"02",5.968,6.545,6.732,5.165,4.854,6.466,6.068,6.345,5.781,5.404
"5155",1971-02-11,0.85,"02",4.868,5.445,5.632,4.065,3.754,5.366,4.968,5.245,4.681,4.304
"5156",1971-02-12,2.15,"02",6.168,6.745,6.932,5.365,5.054,6.666,6.268,6.545,5.981,5.604
"5157",1971-02-13,3.55,"02",7.568,8.145,8.332,6.765,6.454,8.066,7.668,7.945,7.381,7.004
"5158",1971-02-14,2.35,"02",6.368,6.945,7.132,5.565,5.254,6.866,6.468,6.745,6.181,5.804
"5159",1971-02-15,0.05,"02",4.068,4.645,4.832,3.265,2.954,4.566,4.168,4.445,3.881,3.504
"5160",1971-02-16,1.05,"02",5.068,5.645,5.832,4.265,3.954,5.566,5.168,5.445,4.881,4.504
"5161",1971-02-17,0.75,"02",4.768,5.345,5.532,3.965,3.654,5.266,4.868,5.145,4.581,4.204
"5162",1971-02-18,0.15,"02",4.168,4.745,4.932,3.365,3.054,4.666,4.268,4.545,3.981,3.604
"5163",1971-02-19,0.25,"02",4.268,4.845,5.032,3.465,3.154,4.766,4.368,4.645,4.081,3.704
"5164",1971-02-20,-2.85,"02",1.168,1.745,1.932,0.365,0.0539999999999998,1.666,1.268,1.545,0.981,0.604
"5165",1971-02-21,-3.35,"02",0.668,1.245,1.432,-0.135,-0.446,1.166,0.768,1.045,0.481,0.104
"5166",1971-02-22,-0.25,"02",3.768,4.345,4.532,2.965,2.654,4.266,3.868,4.145,3.581,3.204
"5167",1971-02-23,-1.65,"02",2.368,2.945,3.132,1.565,1.254,2.866,2.468,2.745,2.181,1.804
"5168",1971-02-24,-0.65,"02",3.368,3.945,4.132,2.565,2.254,3.866,3.468,3.745,3.181,2.804
"5169",1971-02-25,2.95,"02",6.968,7.545,7.732,6.165,5.854,7.466,7.068,7.345,6.781,6.404
"5170",1971-02-26,-2.85,"02",1.168,1.745,1.932,0.365,0.0539999999999998,1.666,1.268,1.545,0.981,0.604
"5171",1971-02-27,-7.25,"02",-3.232,-2.655,-2.468,-4.035,-4.346,-2.734,-3.132,-2.855,-3.419,-3.796
"5172",1971-02-28,-8.25,"02",-4.232,-3.655,-3.468,-5.035,-5.346,-3.734,-4.132,-3.855,-4.419,-4.796
"5173",1971-03-01,-7.15,"03",-3.369,-2.768,-3.092,-3.447,-3.152,-1.953,-2.122,-2.959,-4.192,-2.791
"5174",1971-03-02,-9.25,"03",-5.469,-4.868,-5.192,-5.547,-5.252,-4.053,-4.222,-5.059,-6.292,-4.891
"5175",1971-03-03,-9.15,"03",-5.369,-4.768,-5.092,-5.447,-5.152,-3.953,-4.122,-4.959,-6.192,-4.791
"5176",1971-03-04,-11.25,"03",-7.469,-6.868,-7.192,-7.547,-7.252,-6.053,-6.222,-7.059,-8.292,-6.891
"5177",1971-03-05,-12.65,"03",-8.869,-8.268,-8.592,-8.947,-8.652,-7.453,-7.622,-8.459,-9.692,-8.291
"5178",1971-03-06,-9.55,"03",-5.769,-5.168,-5.492,-5.847,-5.552,-4.353,-4.522,-5.359,-6.592,-5.191
"5179",1971-03-07,-4.45,"03",-0.669,-0.0680000000000005,-0.392,-0.747,-0.452,0.747,0.577999999999999,-0.259,-1.492,-0.0910000000000002
"5180",1971-03-08,1.55,"03",5.331,5.932,5.608,5.253,5.548,6.747,6.578,5.741,4.508,5.909
"5181",1971-03-09,3.85,"03",7.631,8.232,7.908,7.553,7.848,9.047,8.878,8.041,6.808,8.209
"5182",1971-03-10,-1.25,"03",2.531,3.132,2.808,2.453,2.748,3.947,3.778,2.941,1.708,3.109
"5183",1971-03-11,-4.75,"03",-0.969,-0.368,-0.692,-1.047,-0.752,0.447,0.278,-0.559,-1.792,-0.391
"5184",1971-03-12,-5.05,"03",-1.269,-0.668,-0.992,-1.347,-1.052,0.147,-0.0220000000000002,-0.859,-2.092,-0.691
"5185",1971-03-13,-2.25,"03",1.531,2.132,1.808,1.453,1.748,2.947,2.778,1.941,0.708,2.109
"5186",1971-03-14,2.05,"03",5.831,6.432,6.108,5.753,6.048,7.247,7.078,6.241,5.008,6.409
"5187",1971-03-15,1.05,"03",4.831,5.432,5.108,4.753,5.048,6.247,6.078,5.241,4.008,5.409
"5188",1971-03-16,1.05,"03",4.831,5.432,5.108,4.753,5.048,6.247,6.078,5.241,4.008,5.409
"5189",1971-03-17,1.35,"03",5.131,5.732,5.408,5.053,5.348,6.547,6.378,5.541,4.308,5.709
"5190",1971-03-18,0.75,"03",4.531,5.132,4.808,4.453,4.748,5.947,5.778,4.941,3.708,5.109
"5191",1971-03-19,0.25,"03",4.031,4.632,4.308,3.953,4.248,5.447,5.278,4.441,3.208,4.609
"5192",1971-03-20,0.15,"03",3.931,4.532,4.208,3.853,4.148,5.347,5.178,4.341,3.108,4.509
"5193",1971-03-21,1.15,"03",4.931,5.532,5.208,4.853,5.148,6.347,6.178,5.341,4.108,5.509
"5194",1971-03-22,-0.25,"03",3.531,4.132,3.808,3.453,3.748,4.947,4.778,3.941,2.708,4.109
"5195",1971-03-23,-1.75,"03",2.031,2.632,2.308,1.953,2.248,3.447,3.278,2.441,1.208,2.609
"5196",1971-03-24,-1.85,"03",1.931,2.532,2.208,1.853,2.148,3.347,3.178,2.341,1.108,2.509
"5197",1971-03-25,2.05,"03",5.831,6.432,6.108,5.753,6.048,7.247,7.078,6.241,5.008,6.409
"5198",1971-03-26,2.15,"03",5.931,6.532,6.208,5.853,6.148,7.347,7.178,6.341,5.108,6.509
"5199",1971-03-27,0.95,"03",4.731,5.332,5.008,4.653,4.948,6.147,5.978,5.141,3.908,5.309
"5200",1971-03-28,-1.75,"03",2.031,2.632,2.308,1.953,2.248,3.447,3.278,2.441,1.208,2.609
"5201",1971-03-29,-2.15,"03",1.631,2.232,1.908,1.553,1.848,3.047,2.878,2.041,0.808,2.209
"5202",1971-03-30,0.45,"03",4.231,4.832,4.508,4.153,4.448,5.647,5.478,4.641,3.408,4.809
"5203",1971-03-31,-0.35,"03",3.431,4.032,3.708,3.353,3.648,4.847,4.678,3.841,2.608,4.009
"5204",1971-04-01,0.25,"04",4.135,6.667,4.142,4.106,5.427,7.182,5.999,6.579,2.681,5.231
"5205",1971-04-02,1.15,"04",5.035,7.567,5.042,5.006,6.327,8.082,6.899,7.479,3.581,6.131
"5206",1971-04-03,2.55,"04",6.435,8.967,6.442,6.406,7.727,9.482,8.299,8.879,4.981,7.531
"5207",1971-04-04,2.85,"04",6.735,9.267,6.742,6.706,8.027,9.782,8.599,9.179,5.281,7.831
"5208",1971-04-05,2.25,"04",6.135,8.667,6.142,6.106,7.427,9.182,7.999,8.579,4.681,7.231
"5209",1971-04-06,1.55,"04",5.435,7.967,5.442,5.406,6.727,8.482,7.299,7.879,3.981,6.531
"5210",1971-04-07,2.55,"04",6.435,8.967,6.442,6.406,7.727,9.482,8.299,8.879,4.981,7.531
"5211",1971-04-08,3.15,"04",7.035,9.567,7.042,7.006,8.327,10.082,8.899,9.479,5.581,8.131
"5212",1971-04-09,3.35,"04",7.235,9.767,7.242,7.206,8.527,10.282,9.099,9.679,5.781,8.331
"5213",1971-04-10,4.65,"04",8.535,11.067,8.542,8.506,9.827,11.582,10.399,10.979,7.081,9.631
"5214",1971-04-11,3.95,"04",7.835,10.367,7.842,7.806,9.127,10.882,9.699,10.279,6.381,8.931
"5215",1971-04-12,4.85,"04",8.735,11.267,8.742,8.706,10.027,11.782,10.599,11.179,7.281,9.831
"5216",1971-04-13,6.95,"04",10.835,13.367,10.842,10.806,12.127,13.882,12.699,13.279,9.381,11.931
"5217",1971-04-14,5.45,"04",9.335,11.867,9.342,9.306,10.627,12.382,11.199,11.779,7.881,10.431
"5218",1971-04-15,5.45,"04",9.335,11.867,9.342,9.306,10.627,12.382,11.199,11.779,7.881,10.431
"5219",1971-04-16,5.55,"04",9.435,11.967,9.442,9.406,10.727,12.482,11.299,11.879,7.981,10.531
"5220",1971-04-17,2.95,"04",6.835,9.367,6.842,6.806,8.127,9.882,8.699,9.279,5.381,7.931
"5221",1971-04-18,3.25,"04",7.135,9.667,7.142,7.106,8.427,10.182,8.999,9.579,5.681,8.231
"5222",1971-04-19,4.35,"04",8.235,10.767,8.242,8.206,9.527,11.282,10.099,10.679,6.781,9.331
"5223",1971-04-20,4.45,"04",8.335,10.867,8.342,8.306,9.627,11.382,10.199,10.779,6.881,9.431
"5224",1971-04-21,4.35,"04",8.235,10.767,8.242,8.206,9.527,11.282,10.099,10.679,6.781,9.331
"5225",1971-04-22,4.85,"04",8.735,11.267,8.742,8.706,10.027,11.782,10.599,11.179,7.281,9.831
"5226",1971-04-23,5.65,"04",9.535,12.067,9.542,9.506,10.827,12.582,11.399,11.979,8.081,10.631
"5227",1971-04-24,5.45,"04",9.335,11.867,9.342,9.306,10.627,12.382,11.199,11.779,7.881,10.431
"5228",1971-04-25,3.35,"04",7.235,9.767,7.242,7.206,8.527,10.282,9.099,9.679,5.781,8.331
"5229",1971-04-26,0.75,"04",4.635,7.167,4.642,4.606,5.927,7.682,6.499,7.079,3.181,5.731
"5230",1971-04-27,0.05,"04",3.935,6.467,3.942,3.906,5.227,6.982,5.799,6.379,2.481,5.031
"5231",1971-04-28,0.65,"04",4.535,7.067,4.542,4.506,5.827,7.582,6.399,6.979,3.081,5.631
"5232",1971-04-29,0.75,"04",4.635,7.167,4.642,4.606,5.927,7.682,6.499,7.079,3.181,5.731
"5233",1971-04-30,1.85,"04",5.735,8.267,5.742,5.706,7.027,8.782,7.599,8.179,4.281,6.831
"5234",1971-05-01,2.15,"05",5.387,10.183,5.111,5.587,6.216,8.576,7.334,10.216,4.521,6.314
"5235",1971-05-02,3.05,"05",6.287,11.083,6.011,6.487,7.116,9.476,8.234,11.116,5.421,7.214
"5236",1971-05-03,5.65,"05",8.887,13.683,8.611,9.087,9.716,12.076,10.834,13.716,8.021,9.814
"5237",1971-05-04,6.75,"05",9.987,14.783,9.711,10.187,10.816,13.176,11.934,14.816,9.121,10.914
"5238",1971-05-05,7.45,"05",10.687,15.483,10.411,10.887,11.516,13.876,12.634,15.516,9.821,11.614
"5239",1971-05-06,6.65,"05",9.887,14.683,9.611,10.087,10.716,13.076,11.834,14.716,9.021,10.814
"5240",1971-05-07,7.85,"05",11.087,15.883,10.811,11.287,11.916,14.276,13.034,15.916,10.221,12.014
"5241",1971-05-08,8.45,"05",11.687,16.483,11.411,11.887,12.516,14.876,13.634,16.516,10.821,12.614
"5242",1971-05-09,9.85,"05",13.087,17.883,12.811,13.287,13.916,16.276,15.034,17.916,12.221,14.014
"5243",1971-05-10,10.85,"05",14.087,18.883,13.811,14.287,14.916,17.276,16.034,18.916,13.221,15.014
"5244",1971-05-11,9.45,"05",12.687,17.483,12.411,12.887,13.516,15.876,14.634,17.516,11.821,13.614
"5245",1971-05-12,11.15,"05",14.387,19.183,14.111,14.587,15.216,17.576,16.334,19.216,13.521,15.314
"5246",1971-05-13,9.75,"05",12.987,17.783,12.711,13.187,13.816,16.176,14.934,17.816,12.121,13.914
"5247",1971-05-14,10.85,"05",14.087,18.883,13.811,14.287,14.916,17.276,16.034,18.916,13.221,15.014
"5248",1971-05-15,10.25,"05",13.487,18.283,13.211,13.687,14.316,16.676,15.434,18.316,12.621,14.414
"5249",1971-05-16,9.35,"05",12.587,17.383,12.311,12.787,13.416,15.776,14.534,17.416,11.721,13.514
"5250",1971-05-17,8.75,"05",11.987,16.783,11.711,12.187,12.816,15.176,13.934,16.816,11.121,12.914
"5251",1971-05-18,10.05,"05",13.287,18.083,13.011,13.487,14.116,16.476,15.234,18.116,12.421,14.214
"5252",1971-05-19,8.45,"05",11.687,16.483,11.411,11.887,12.516,14.876,13.634,16.516,10.821,12.614
"5253",1971-05-20,7.75,"05",10.987,15.783,10.711,11.187,11.816,14.176,12.934,15.816,10.121,11.914
"5254",1971-05-21,7.35,"05",10.587,15.383,10.311,10.787,11.416,13.776,12.534,15.416,9.721,11.514
"5255",1971-05-22,10.15,"05",13.387,18.183,13.111,13.587,14.216,16.576,15.334,18.216,12.521,14.314
"5256",1971-05-23,8.75,"05",11.987,16.783,11.711,12.187,12.816,15.176,13.934,16.816,11.121,12.914
"5257",1971-05-24,8.25,"05",11.487,16.283,11.211,11.687,12.316,14.676,13.434,16.316,10.621,12.414
"5258",1971-05-25,7.45,"05",10.687,15.483,10.411,10.887,11.516,13.876,12.634,15.516,9.821,11.614
"5259",1971-05-26,7.15,"05",10.387,15.183,10.111,10.587,11.216,13.576,12.334,15.216,9.521,11.314
"5260",1971-05-27,6.25,"05",9.487,14.283,9.211,9.687,10.316,12.676,11.434,14.316,8.621,10.414
"5261",1971-05-28,7.35,"05",10.587,15.383,10.311,10.787,11.416,13.776,12.534,15.416,9.721,11.514
"5262",1971-05-29,11.75,"05",14.987,19.783,14.711,15.187,15.816,18.176,16.934,19.816,14.121,15.914
"5263",1971-05-30,10.65,"05",13.887,18.683,13.611,14.087,14.716,17.076,15.834,18.716,13.021,14.814
"5264",1971-05-31,11.75,"05",14.987,19.783,14.711,15.187,15.816,18.176,16.934,19.816,14.121,15.914
"5265",1971-06-01,14.05,"06",16.392,19.093,17.25,17.561,18.336,18.375,19.008,20.306,15.912,16.69
"5266",1971-06-02,15.25,"06",17.592,20.293,18.45,18.761,19.536,19.575,20.208,21.506,17.112,17.89
"5267",1971-06-03,16.55,"06",18.892,21.593,19.75,20.061,20.836,20.875,21.508,22.806,18.412,19.19
"5268",1971-06-04,16.65,"06",18.992,21.693,19.85,20.161,20.936,20.975,21.608,22.906,18.512,19.29
"5269",1971-06-05,16.25,"06",18.592,21.293,19.45,19.761,20.536,20.575,21.208,22.506,18.112,18.89
"5270",1971-06-06,15.35,"06",17.692,20.393,18.55,18.861,19.636,19.675,20.308,21.606,17.212,17.99
"5271",1971-06-07,15.15,"06",17.492,20.193,18.35,18.661,19.436,19.475,20.108,21.406,17.012,17.79
"5272",1971-06-08,14.15,"06",16.492,19.193,17.35,17.661,18.436,18.475,19.108,20.406,16.012,16.79
"5273",1971-06-09,10.45,"06",12.792,15.493,13.65,13.961,14.736,14.775,15.408,16.706,12.312,13.09
"5274",1971-06-10,9.65,"06",11.992,14.693,12.85,13.161,13.936,13.975,14.608,15.906,11.512,12.29
"5275",1971-06-11,10.25,"06",12.592,15.293,13.45,13.761,14.536,14.575,15.208,16.506,12.112,12.89
"5276",1971-06-12,13.55,"06",15.892,18.593,16.75,17.061,17.836,17.875,18.508,19.806,15.412,16.19
"5277",1971-06-13,13.95,"06",16.292,18.993,17.15,17.461,18.236,18.275,18.908,20.206,15.812,16.59
"5278",1971-06-14,12.15,"06",14.492,17.193,15.35,15.661,16.436,16.475,17.108,18.406,14.012,14.79
"5279",1971-06-15,9.15,"06",11.492,14.193,12.35,12.661,13.436,13.475,14.108,15.406,11.012,11.79
"5280",1971-06-16,9.55,"06",11.892,14.593,12.75,13.061,13.836,13.875,14.508,15.806,11.412,12.19
"5281",1971-06-17,8.95,"06",11.292,13.993,12.15,12.461,13.236,13.275,13.908,15.206,10.812,11.59
"5282",1971-06-18,8.15,"06",10.492,13.193,11.35,11.661,12.436,12.475,13.108,14.406,10.012,10.79
"5283",1971-06-19,8.35,"06",10.692,13.393,11.55,11.861,12.636,12.675,13.308,14.606,10.212,10.99
"5284",1971-06-20,9.85,"06",12.192,14.893,13.05,13.361,14.136,14.175,14.808,16.106,11.712,12.49
"5285",1971-06-21,9.45,"06",11.792,14.493,12.65,12.961,13.736,13.775,14.408,15.706,11.312,12.09
"5286",1971-06-22,9.05,"06",11.392,14.093,12.25,12.561,13.336,13.375,14.008,15.306,10.912,11.69
"5287",1971-06-23,10.15,"06",12.492,15.193,13.35,13.661,14.436,14.475,15.108,16.406,12.012,12.79
"5288",1971-06-24,12.85,"06",15.192,17.893,16.05,16.361,17.136,17.175,17.808,19.106,14.712,15.49
"5289",1971-06-25,11.75,"06",14.092,16.793,14.95,15.261,16.036,16.075,16.708,18.006,13.612,14.39
"5290",1971-06-26,12.75,"06",15.092,17.793,15.95,16.261,17.036,17.075,17.708,19.006,14.612,15.39
"5291",1971-06-27,12.45,"06",14.792,17.493,15.65,15.961,16.736,16.775,17.408,18.706,14.312,15.09
"5292",1971-06-28,12.75,"06",15.092,17.793,15.95,16.261,17.036,17.075,17.708,19.006,14.612,15.39
"5293",1971-06-29,11.35,"06",13.692,16.393,14.55,14.861,15.636,15.675,16.308,17.606,13.212,13.99
"5294",1971-06-30,12.25,"06",14.592,17.293,15.45,15.761,16.536,16.575,17.208,18.506,14.112,14.89
"5295",1971-07-01,15.05,"07",17.64,18.559,19.039,18.35,18.603,19.33,20.519,19.457,17.841,18.515
"5296",1971-07-02,17.35,"07",19.94,20.859,21.339,20.65,20.903,21.63,22.819,21.757,20.141,20.815
"5297",1971-07-03,19.25,"07",21.84,22.759,23.239,22.55,22.803,23.53,24.719,23.657,22.041,22.715
"5298",1971-07-04,19.65,"07",22.24,23.159,23.639,22.95,23.203,23.93,25.119,24.057,22.441,23.115
"5299",1971-07-05,19.35,"07",21.94,22.859,23.339,22.65,22.903,23.63,24.819,23.757,22.141,22.815
"5300",1971-07-06,18.45,"07",21.04,21.959,22.439,21.75,22.003,22.73,23.919,22.857,21.241,21.915
"5301",1971-07-07,16.95,"07",19.54,20.459,20.939,20.25,20.503,21.23,22.419,21.357,19.741,20.415
"5302",1971-07-08,19.15,"07",21.74,22.659,23.139,22.45,22.703,23.43,24.619,23.557,21.941,22.615
"5303",1971-07-09,20.15,"07",22.74,23.659,24.139,23.45,23.703,24.43,25.619,24.557,22.941,23.615
"5304",1971-07-10,18.45,"07",21.04,21.959,22.439,21.75,22.003,22.73,23.919,22.857,21.241,21.915
"5305",1971-07-11,17.25,"07",19.84,20.759,21.239,20.55,20.803,21.53,22.719,21.657,20.041,20.715
"5306",1971-07-12,15.55,"07",18.14,19.059,19.539,18.85,19.103,19.83,21.019,19.957,18.341,19.015
"5307",1971-07-13,13.15,"07",15.74,16.659,17.139,16.45,16.703,17.43,18.619,17.557,15.941,16.615
"5308",1971-07-14,12.55,"07",15.14,16.059,16.539,15.85,16.103,16.83,18.019,16.957,15.341,16.015
"5309",1971-07-15,12.25,"07",14.84,15.759,16.239,15.55,15.803,16.53,17.719,16.657,15.041,15.715
"5310",1971-07-16,11.35,"07",13.94,14.859,15.339,14.65,14.903,15.63,16.819,15.757,14.141,14.815
"5311",1971-07-17,10.55,"07",13.14,14.059,14.539,13.85,14.103,14.83,16.019,14.957,13.341,14.015
"5312",1971-07-18,13.85,"07",16.44,17.359,17.839,17.15,17.403,18.13,19.319,18.257,16.641,17.315
"5313",1971-07-19,13.15,"07",15.74,16.659,17.139,16.45,16.703,17.43,18.619,17.557,15.941,16.615
"5314",1971-07-20,12.75,"07",15.34,16.259,16.739,16.05,16.303,17.03,18.219,17.157,15.541,16.215
"5315",1971-07-21,11.25,"07",13.84,14.759,15.239,14.55,14.803,15.53,16.719,15.657,14.041,14.715
"5316",1971-07-22,10.45,"07",13.04,13.959,14.439,13.75,14.003,14.73,15.919,14.857,13.241,13.915
"5317",1971-07-23,9.85,"07",12.44,13.359,13.839,13.15,13.403,14.13,15.319,14.257,12.641,13.315
"5318",1971-07-24,12.05,"07",14.64,15.559,16.039,15.35,15.603,16.33,17.519,16.457,14.841,15.515
"5319",1971-07-25,11.85,"07",14.44,15.359,15.839,15.15,15.403,16.13,17.319,16.257,14.641,15.315
"5320",1971-07-26,13.55,"07",16.14,17.059,17.539,16.85,17.103,17.83,19.019,17.957,16.341,17.015
"5321",1971-07-27,13.45,"07",16.04,16.959,17.439,16.75,17.003,17.73,18.919,17.857,16.241,16.915
"5322",1971-07-28,14.75,"07",17.34,18.259,18.739,18.05,18.303,19.03,20.219,19.157,17.541,18.215
"5323",1971-07-29,16.45,"07",19.04,19.959,20.439,19.75,20.003,20.73,21.919,20.857,19.241,19.915
"5324",1971-07-30,18.05,"07",20.64,21.559,22.039,21.35,21.603,22.33,23.519,22.457,20.841,21.515
"5325",1971-07-31,15.85,"07",18.44,19.359,19.839,19.15,19.403,20.13,21.319,20.257,18.641,19.315
"5326",1971-08-01,15.15,"08",18.406,18.778,19.217,19.156,19.257,19.386,20.566,20.067,18.668,18.921
"5327",1971-08-02,13.35,"08",16.606,16.978,17.417,17.356,17.457,17.586,18.766,18.267,16.868,17.121
"5328",1971-08-03,14.55,"08",17.806,18.178,18.617,18.556,18.657,18.786,19.966,19.467,18.068,18.321
"5329",1971-08-04,16.35,"08",19.606,19.978,20.417,20.356,20.457,20.586,21.766,21.267,19.868,20.121
"5330",1971-08-05,14.85,"08",18.106,18.478,18.917,18.856,18.957,19.086,20.266,19.767,18.368,18.621
"5331",1971-08-06,14.75,"08",18.006,18.378,18.817,18.756,18.857,18.986,20.166,19.667,18.268,18.521
"5332",1971-08-07,14.55,"08",17.806,18.178,18.617,18.556,18.657,18.786,19.966,19.467,18.068,18.321
"5333",1971-08-08,13.95,"08",17.206,17.578,18.017,17.956,18.057,18.186,19.366,18.867,17.468,17.721
"5334",1971-08-09,12.65,"08",15.906,16.278,16.717,16.656,16.757,16.886,18.066,17.567,16.168,16.421
"5335",1971-08-10,12.05,"08",15.306,15.678,16.117,16.056,16.157,16.286,17.466,16.967,15.568,15.821
"5336",1971-08-11,10.65,"08",13.906,14.278,14.717,14.656,14.757,14.886,16.066,15.567,14.168,14.421
"5337",1971-08-12,10.65,"08",13.906,14.278,14.717,14.656,14.757,14.886,16.066,15.567,14.168,14.421
"5338",1971-08-13,10.85,"08",14.106,14.478,14.917,14.856,14.957,15.086,16.266,15.767,14.368,14.621
"5339",1971-08-14,10.55,"08",13.806,14.178,14.617,14.556,14.657,14.786,15.966,15.467,14.068,14.321
"5340",1971-08-15,11.45,"08",14.706,15.078,15.517,15.456,15.557,15.686,16.866,16.367,14.968,15.221
"5341",1971-08-16,12.75,"08",16.006,16.378,16.817,16.756,16.857,16.986,18.166,17.667,16.268,16.521
"5342",1971-08-17,12.45,"08",15.706,16.078,16.517,16.456,16.557,16.686,17.866,17.367,15.968,16.221
"5343",1971-08-18,13.95,"08",17.206,17.578,18.017,17.956,18.057,18.186,19.366,18.867,17.468,17.721
"5344",1971-08-19,13.15,"08",16.406,16.778,17.217,17.156,17.257,17.386,18.566,18.067,16.668,16.921
"5345",1971-08-20,13.35,"08",16.606,16.978,17.417,17.356,17.457,17.586,18.766,18.267,16.868,17.121
"5346",1971-08-21,15.35,"08",18.606,18.978,19.417,19.356,19.457,19.586,20.766,20.267,18.868,19.121
