"","Date","Obs","Month","CNRMCCLM","CNRMRCA","ECEARTHCCLM","ECEARTHHIRHAM","ECEARTHRACMO","ECEARTHRCA","HADGEMRCA","IPSLRCA","MPICCLM","MPIRCA"
"5114",1971-01-01,-9.05,"01",-7.659,-7.528,-6.913,-6.694,-7.602,-7.425,-7.53,-6.235,-8.023,-8.093
"5115",1971-01-02,-9.55,"01",-8.159,-8.028,-7.413,-7.194,-8.102,-7.925,-8.03,-6.735,-8.523,-8.593
"5116",1971-01-03,-8.65,"01",-7.259,-7.128,-6.513,-6.294,-7.202,-7.025,-7.13,-5.835,-7.623,-7.693
"5117",1971-01-04,-2.95,"01",-1.559,-1.428,-0.813,-0.594,-1.502,-1.325,-1.43,-0.135,-1.923,-1.993
"5118",1971-01-05,-0.15,"01",1.241,1.372,1.987,2.206,1.298,1.475,1.37,2.665,0.877,0.807
"5119",1971-01-06,-7.25,"01",-5.859,-5.728,-5.113,-4.894,-5.802,-5.625,-5.73,-4.435,-6.223,-6.293
"5120",1971-01-07,-7.65,"01",-6.259,-6.128,-5.513,-5.294,-6.202,-6.025,-6.13,-4.835,-6.623,-6.693
"5121",1971-01-08,0.95,"01",2.341,2.472,3.087,3.306,2.398,2.575,2.47,3.765,1.977,1.907
"5122",1971-01-09,4.35,"01",5.741,5.872,6.487,6.706,5.798,5.975,5.87,7.165,5.377,5.307
"5123",1971-01-10,4.55,"01",5.941,6.072,6.687,6.906,5.998,6.175,6.07,7.365,5.577,5.507
"5124",1971-01-11,3.25,"01",4.641,4.772,5.387,5.606,4.698,4.875,4.77,6.065,4.277,4.207
"5125",1971-01-12,1.45,"01",2.841,2.972,3.587,3.806,2.898,3.075,2.97,4.265,2.477,2.407
"5126",1971-01-13,0.15,"01",1.541,1.672,2.287,2.506,1.598,1.775,1.67,2.965,1.177,1.107
"5127",1971-01-14,-1.85,"01",-0.459,-0.328,0.287,0.506,-0.402,-0.225,-0.33,0.965,-0.823,-0.893
"5128",1971-01-15,-2.95,"01",-1.559,-1.428,-0.813,-0.594,-1.502,-1.325,-1.43,-0.135,-1.923,-1.993
"5129",1971-01-16,-1.15,"01",0.241,0.372,0.987,1.206,0.298,0.475,0.37,1.665,-0.123,-0.193
"5130",1971-01-17,-0.75,"01",0.641,0.772,1.387,1.606,0.698,0.875,0.77,2.065,0.277,0.207
"5131",1971-01-18,1.35,"01",2.741,2.872,3.487,3.706,2.798,2.975,2.87,4.165,2.377,2.307
"5132",1971-01-19,2.25,"01",3.641,3.772,4.387,4.606,3.698,3.875,3.77,5.065,3.277,3.207
"5133",1971-01-20,1.65,"01",3.041,3.172,3.787,4.006,3.098,3.275,3.17,4.465,2.677,2.607
"5134",1971-01-21,1.55,"01",2.941,3.072,3.687,3.906,2.998,3.175,3.07,4.365,2.577,2.507
"5135",1971-01-22,0.45,"01",1.841,1.972,2.587,2.806,1.898,2.075,1.97,3.265,1.477,1.407
"5136",1971-01-23,0.45,"01",1.841,1.972,2.587,2.806,1.898,2.075,1.97,3.265,1.477,1.407
"5137",1971-01-24,0.75,"01",2.141,2.272,2.887,3.106,2.198,2.375,2.27,3.565,1.777,1.707
"5138",1971-01-25,2.15,"01",3.541,3.672,4.287,4.506,3.598,3.775,3.67,4.965,3.177,3.107
"5139",1971-01-26,2.85,"01",4.241,4.372,4.987,5.206,4.298,4.475,4.37,5.665,3.877,3.807
"5140",1971-01-27,0.25,"01",1.641,1.772,2.387,2.606,1.698,1.875,1.77,3.065,1.277,1.207
"5141",1971-01-28,-0.65,"01",0.741,0.872,1.487,1.706,0.798,0.975,0.87,2.165,0.377,0.307
"5142",1971-01-29,-2.15,"01",-0.759,-0.628,-0.0129999999999999,0.206,-0.702,-0.525,-0.63,0.665,-1.123,-1.193
"5143",1971-01-30,-4.65,"01",-3.259,-3.128,-2.513,-2.294,-3.202,-3.025,-3.13,-1.835,-3.623,-3.693
"5144",1971-01-31,-5.45,"01",-4.059,-3.928,-3.313,-3.094,-4.002,-3.825,-3.93,-2.635,-4.423,-4.493
"5145",1971-02-01,-6.45,"02",-4.13,-3.933,-3.574,-4.067,-5.573,-3.738,-4.447,-3.752,-4.177,-4.98
"5146",1971-02-02,-8.05,"02",-5.73,-5.533,-5.174,-5.667,-7.173,-5.338,-6.047,-5.352,-5.777,-6.58
"5147",1971-02-03,-2.15,"02",0.17,0.367,0.726,0.233,-1.273,0.562,-0.147,0.548,0.123,-0.68
"5148",1971-02-04,2.85,"02",5.17,5.367,5.726,5.233,3.727,5.562,4.853,5.548,5.123,4.32
"5149",1971-02-05,4.05,"02",6.37,6.567,6.926,6.433,4.927,6.762,6.053,6.748,6.323,5.52
"5150",1971-02-06,3.85,"02",6.17,6.367,6.726,6.233,4.727,6.562,5.853,6.548,6.123,5.32
"5151",1971-02-07,3.95,"02",6.27,6.467,6.826,6.333,4.827,6.662,5.953,6.648,6.223,5.42
"5152",1971-02-08,4.05,"02",6.37,6.567,6.926,6.433,4.927,6.762,6.053,6.748,6.323,5.52
"5153",1971-02-09,4.55,"02",6.87,7.067,7.426,6.933,5.427,7.262,6.553,7.248,6.823,6.02
"5154",1971-02-10,1.95,"02",4.27,4.467,4.826,4.333,2.827,4.662,3.953,4.648,4.223,3.42
"5155",1971-02-11,0.85,"02",3.17,3.367,3.726,3.233,1.727,3.562,2.853,3.548,3.123,2.32
"5156",1971-02-12,2.15,"02",4.47,4.667,5.026,4.533,3.027,4.862,4.153,4.848,4.423,3.62
"5157",1971-02-13,3.55,"02",5.87,6.067,6.426,5.933,4.427,6.262,5.553,6.248,5.823,5.02
"5158",1971-02-14,2.35,"02",4.67,4.867,5.226,4.733,3.227,5.062,4.353,5.048,4.623,3.82
"5159",1971-02-15,0.05,"02",2.37,2.567,2.926,2.433,0.927,2.762,2.053,2.748,2.323,1.52
"5160",1971-02-16,1.05,"02",3.37,3.567,3.926,3.433,1.927,3.762,3.053,3.748,3.323,2.52
"5161",1971-02-17,0.75,"02",3.07,3.267,3.626,3.133,1.627,3.462,2.753,3.448,3.023,2.22
"5162",1971-02-18,0.15,"02",2.47,2.667,3.026,2.533,1.027,2.862,2.153,2.848,2.423,1.62
"5163",1971-02-19,0.25,"02",2.57,2.767,3.126,2.633,1.127,2.962,2.253,2.948,2.523,1.72
"5164",1971-02-20,-2.85,"02",-0.53,-0.333,0.0259999999999998,-0.467,-1.973,-0.138,-0.847,-0.152,-0.577,-1.38
"5165",1971-02-21,-3.35,"02",-1.03,-0.833,-0.474,-0.967,-2.473,-0.638,-1.347,-0.652,-1.077,-1.88
"5166",1971-02-22,-0.25,"02",2.07,2.267,2.626,2.133,0.627,2.462,1.753,2.448,2.023,1.22
"5167",1971-02-23,-1.65,"02",0.67,0.867,1.226,0.733,-0.773,1.062,0.353,1.048,0.623,-0.18
"5168",1971-02-24,-0.65,"02",1.67,1.867,2.226,1.733,0.227,2.062,1.353,2.048,1.623,0.82
"5169",1971-02-25,2.95,"02",5.27,5.467,5.826,5.333,3.827,5.662,4.953,5.648,5.223,4.42
"5170",1971-02-26,-2.85,"02",-0.53,-0.333,0.0259999999999998,-0.467,-1.973,-0.138,-0.847,-0.152,-0.577,-1.38
"5171",1971-02-27,-7.25,"02",-4.93,-4.733,-4.374,-4.867,-6.373,-4.538,-5.247,-4.552,-4.977,-5.78
"5172",1971-02-28,-8.25,"02",-5.93,-5.733,-5.374,-5.867,-7.373,-5.538,-6.247,-5.552,-5.977,-6.78
"5173",1971-03-01,-7.15,"03",-4.528,-4.267,-4.988,-4.24,-5.899,-4.269,-4.426,-4.443,-5.54,-5.43
"5174",1971-03-02,-9.25,"03",-6.628,-6.367,-7.088,-6.34,-7.999,-6.369,-6.526,-6.543,-7.64,-7.53
"5175",1971-03-03,-9.15,"03",-6.528,-6.267,-6.988,-6.24,-7.899,-6.269,-6.426,-6.443,-7.54,-7.43
"5176",1971-03-04,-11.25,"03",-8.628,-8.367,-9.088,-8.34,-9.999,-8.369,-8.526,-8.543,-9.64,-9.53
"5177",1971-03-05,-12.65,"03",-10.028,-9.767,-10.488,-9.74,-11.399,-9.769,-9.926,-9.943,-11.04,-10.93
"5178",1971-03-06,-9.55,"03",-6.928,-6.667,-7.388,-6.64,-8.299,-6.669,-6.826,-6.843,-7.94,-7.83
"5179",1971-03-07,-4.45,"03",-1.828,-1.567,-2.288,-1.54,-3.199,-1.569,-1.726,-1.743,-2.84,-2.73
"5180",1971-03-08,1.55,"03",4.172,4.433,3.712,4.46,2.801,4.431,4.274,4.257,3.16,3.27
"5181",1971-03-09,3.85,"03",6.472,6.733,6.012,6.76,5.101,6.731,6.574,6.557,5.46,5.57
"5182",1971-03-10,-1.25,"03",1.372,1.633,0.912,1.66,0.00099999999999989,1.631,1.474,1.457,0.36,0.47
"5183",1971-03-11,-4.75,"03",-2.128,-1.867,-2.588,-1.84,-3.499,-1.869,-2.026,-2.043,-3.14,-3.03
"5184",1971-03-12,-5.05,"03",-2.428,-2.167,-2.888,-2.14,-3.799,-2.169,-2.326,-2.343,-3.44,-3.33
"5185",1971-03-13,-2.25,"03",0.372,0.633,-0.0880000000000001,0.66,-0.999,0.631,0.474,0.457,-0.64,-0.53
"5186",1971-03-14,2.05,"03",4.672,4.933,4.212,4.96,3.301,4.931,4.774,4.757,3.66,3.77
"5187",1971-03-15,1.05,"03",3.672,3.933,3.212,3.96,2.301,3.931,3.774,3.757,2.66,2.77
"5188",1971-03-16,1.05,"03",3.672,3.933,3.212,3.96,2.301,3.931,3.774,3.757,2.66,2.77
"5189",1971-03-17,1.35,"03",3.972,4.233,3.512,4.26,2.601,4.231,4.074,4.057,2.96,3.07
"5190",1971-03-18,0.75,"03",3.372,3.633,2.912,3.66,2.001,3.631,3.474,3.457,2.36,2.47
"5191",1971-03-19,0.25,"03",2.872,3.133,2.412,3.16,1.501,3.131,2.974,2.957,1.86,1.97
"5192",1971-03-20,0.15,"03",2.772,3.033,2.312,3.06,1.401,3.031,2.874,2.857,1.76,1.87
"5193",1971-03-21,1.15,"03",3.772,4.033,3.312,4.06,2.401,4.031,3.874,3.857,2.76,2.87
"5194",1971-03-22,-0.25,"03",2.372,2.633,1.912,2.66,1.001,2.631,2.474,2.457,1.36,1.47
"5195",1971-03-23,-1.75,"03",0.872,1.133,0.412,1.16,-0.499,1.131,0.974,0.957,-0.14,-0.03
"5196",1971-03-24,-1.85,"03",0.772,1.033,0.312,1.06,-0.599,1.031,0.874,0.857,-0.24,-0.13
"5197",1971-03-25,2.05,"03",4.672,4.933,4.212,4.96,3.301,4.931,4.774,4.757,3.66,3.77
"5198",1971-03-26,2.15,"03",4.772,5.033,4.312,5.06,3.401,5.031,4.874,4.857,3.76,3.87
"5199",1971-03-27,0.95,"03",3.572,3.833,3.112,3.86,2.201,3.831,3.674,3.657,2.56,2.67
"5200",1971-03-28,-1.75,"03",0.872,1.133,0.412,1.16,-0.499,1.131,0.974,0.957,-0.14,-0.03
"5201",1971-03-29,-2.15,"03",0.472,0.733,0.012,0.76,-0.899,0.731,0.574,0.557,-0.54,-0.43
"5202",1971-03-30,0.45,"03",3.072,3.333,2.612,3.36,1.701,3.331,3.174,3.157,2.06,2.17
"5203",1971-03-31,-0.35,"03",2.272,2.533,1.812,2.56,0.901,2.531,2.374,2.357,1.26,1.37
"5204",1971-04-01,0.25,"04",2.483,1.975,2.658,3.039,3.377,3.767,4.315,3.302,1.832,3.06
"5205",1971-04-02,1.15,"04",3.383,2.875,3.558,3.939,4.277,4.667,5.215,4.202,2.732,3.96
"5206",1971-04-03,2.55,"04",4.783,4.275,4.958,5.339,5.677,6.067,6.615,5.602,4.132,5.36
"5207",1971-04-04,2.85,"04",5.083,4.575,5.258,5.639,5.977,6.367,6.915,5.902,4.432,5.66
"5208",1971-04-05,2.25,"04",4.483,3.975,4.658,5.039,5.377,5.767,6.315,5.302,3.832,5.06
"5209",1971-04-06,1.55,"04",3.783,3.275,3.958,4.339,4.677,5.067,5.615,4.602,3.132,4.36
"5210",1971-04-07,2.55,"04",4.783,4.275,4.958,5.339,5.677,6.067,6.615,5.602,4.132,5.36
"5211",1971-04-08,3.15,"04",5.383,4.875,5.558,5.939,6.277,6.667,7.215,6.202,4.732,5.96
"5212",1971-04-09,3.35,"04",5.583,5.075,5.758,6.139,6.477,6.867,7.415,6.402,4.932,6.16
"5213",1971-04-10,4.65,"04",6.883,6.375,7.058,7.439,7.777,8.167,8.715,7.702,6.232,7.46
"5214",1971-04-11,3.95,"04",6.183,5.675,6.358,6.739,7.077,7.467,8.015,7.002,5.532,6.76
"5215",1971-04-12,4.85,"04",7.083,6.575,7.258,7.639,7.977,8.367,8.915,7.902,6.432,7.66
"5216",1971-04-13,6.95,"04",9.183,8.675,9.358,9.739,10.077,10.467,11.015,10.002,8.532,9.76
"5217",1971-04-14,5.45,"04",7.683,7.175,7.858,8.239,8.577,8.967,9.515,8.502,7.032,8.26
"5218",1971-04-15,5.45,"04",7.683,7.175,7.858,8.239,8.577,8.967,9.515,8.502,7.032,8.26
"5219",1971-04-16,5.55,"04",7.783,7.275,7.958,8.339,8.677,9.067,9.615,8.602,7.132,8.36
"5220",1971-04-17,2.95,"04",5.183,4.675,5.358,5.739,6.077,6.467,7.015,6.002,4.532,5.76
"5221",1971-04-18,3.25,"04",5.483,4.975,5.658,6.039,6.377,6.767,7.315,6.302,4.832,6.06
"5222",1971-04-19,4.35,"04",6.583,6.075,6.758,7.139,7.477,7.867,8.415,7.402,5.932,7.16
"5223",1971-04-20,4.45,"04",6.683,6.175,6.858,7.239,7.577,7.967,8.515,7.502,6.032,7.26
"5224",1971-04-21,4.35,"04",6.583,6.075,6.758,7.139,7.477,7.867,8.415,7.402,5.932,7.16
"5225",1971-04-22,4.85,"04",7.083,6.575,7.258,7.639,7.977,8.367,8.915,7.902,6.432,7.66
"5226",1971-04-23,5.65,"04",7.883,7.375,8.058,8.439,8.777,9.167,9.715,8.702,7.232,8.46
"5227",1971-04-24,5.45,"04",7.683,7.175,7.858,8.239,8.577,8.967,9.515,8.502,7.032,8.26
"5228",1971-04-25,3.35,"04",5.583,5.075,5.758,6.139,6.477,6.867,7.415,6.402,4.932,6.16
"5229",1971-04-26,0.75,"04",2.983,2.475,3.158,3.539,3.877,4.267,4.815,3.802,2.332,3.56
"5230",1971-04-27,0.05,"04",2.283,1.775,2.458,2.839,3.177,3.567,4.115,3.102,1.632,2.86
"5231",1971-04-28,0.65,"04",2.883,2.375,3.058,3.439,3.777,4.167,4.715,3.702,2.232,3.46
"5232",1971-04-29,0.75,"04",2.983,2.475,3.158,3.539,3.877,4.267,4.815,3.802,2.332,3.56
"5233",1971-04-30,1.85,"04",4.083,3.575,4.258,4.639,4.977,5.367,5.915,4.902,3.432,4.66
"5234",1971-05-01,2.15,"05",3.868,6.235,3.905,4.312,4.272,7.11,6.049,6.064,3.688,4.991
"5235",1971-05-02,3.05,"05",4.768,7.135,4.805,5.212,5.172,8.01,6.949,6.964,4.588,5.891
"5236",1971-05-03,5.65,"05",7.368,9.735,7.405,7.812,7.772,10.61,9.549,9.564,7.188,8.491
"5237",1971-05-04,6.75,"05",8.468,10.835,8.505,8.912,8.872,11.71,10.649,10.664,8.288,9.591
"5238",1971-05-05,7.45,"05",9.168,11.535,9.205,9.612,9.572,12.41,11.349,11.364,8.988,10.291
"5239",1971-05-06,6.65,"05",8.368,10.735,8.405,8.812,8.772,11.61,10.549,10.564,8.188,9.491
"5240",1971-05-07,7.85,"05",9.568,11.935,9.605,10.012,9.972,12.81,11.749,11.764,9.388,10.691
"5241",1971-05-08,8.45,"05",10.168,12.535,10.205,10.612,10.572,13.41,12.349,12.364,9.988,11.291
"5242",1971-05-09,9.85,"05",11.568,13.935,11.605,12.012,11.972,14.81,13.749,13.764,11.388,12.691
"5243",1971-05-10,10.85,"05",12.568,14.935,12.605,13.012,12.972,15.81,14.749,14.764,12.388,13.691
"5244",1971-05-11,9.45,"05",11.168,13.535,11.205,11.612,11.572,14.41,13.349,13.364,10.988,12.291
"5245",1971-05-12,11.15,"05",12.868,15.235,12.905,13.312,13.272,16.11,15.049,15.064,12.688,13.991
"5246",1971-05-13,9.75,"05",11.468,13.835,11.505,11.912,11.872,14.71,13.649,13.664,11.288,12.591
"5247",1971-05-14,10.85,"05",12.568,14.935,12.605,13.012,12.972,15.81,14.749,14.764,12.388,13.691
"5248",1971-05-15,10.25,"05",11.968,14.335,12.005,12.412,12.372,15.21,14.149,14.164,11.788,13.091
"5249",1971-05-16,9.35,"05",11.068,13.435,11.105,11.512,11.472,14.31,13.249,13.264,10.888,12.191
"5250",1971-05-17,8.75,"05",10.468,12.835,10.505,10.912,10.872,13.71,12.649,12.664,10.288,11.591
"5251",1971-05-18,10.05,"05",11.768,14.135,11.805,12.212,12.172,15.01,13.949,13.964,11.588,12.891
"5252",1971-05-19,8.45,"05",10.168,12.535,10.205,10.612,10.572,13.41,12.349,12.364,9.988,11.291
"5253",1971-05-20,7.75,"05",9.468,11.835,9.505,9.912,9.872,12.71,11.649,11.664,9.288,10.591
"5254",1971-05-21,7.35,"05",9.068,11.435,9.105,9.512,9.472,12.31,11.249,11.264,8.888,10.191
"5255",1971-05-22,10.15,"05",11.868,14.235,11.905,12.312,12.272,15.11,14.049,14.064,11.688,12.991
"5256",1971-05-23,8.75,"05",10.468,12.835,10.505,10.912,10.872,13.71,12.649,12.664,10.288,11.591
"5257",1971-05-24,8.25,"05",9.968,12.335,10.005,10.412,10.372,13.21,12.149,12.164,9.788,11.091
"5258",1971-05-25,7.45,"05",9.168,11.535,9.205,9.612,9.572,12.41,11.349,11.364,8.988,10.291
"5259",1971-05-26,7.15,"05",8.868,11.235,8.905,9.312,9.272,12.11,11.049,11.064,8.688,9.991
"5260",1971-05-27,6.25,"05",7.968,10.335,8.005,8.412,8.372,11.21,10.149,10.164,7.788,9.091
"5261",1971-05-28,7.35,"05",9.068,11.435,9.105,9.512,9.472,12.31,11.249,11.264,8.888,10.191
"5262",1971-05-29,11.75,"05",13.468,15.835,13.505,13.912,13.872,16.71,15.649,15.664,13.288,14.591
"5263",1971-05-30,10.65,"05",12.368,14.735,12.405,12.812,12.772,15.61,14.549,14.564,12.188,13.491
"5264",1971-05-31,11.75,"05",13.468,15.835,13.505,13.912,13.872,16.71,15.649,15.664,13.288,14.591
"5265",1971-06-01,14.05,"06",15.354,18.4,16.316,16.12,16.977,17.18,17.025,19.313,15.474,15.555
"5266",1971-06-02,15.25,"06",16.554,19.6,17.516,17.32,18.177,18.38,18.225,20.513,16.674,16.755
"5267",1971-06-03,16.55,"06",17.854,20.9,18.816,18.62,19.477,19.68,19.525,21.813,17.974,18.055
"5268",1971-06-04,16.65,"06",17.954,21,18.916,18.72,19.577,19.78,19.625,21.913,18.074,18.155
"5269",1971-06-05,16.25,"06",17.554,20.6,18.516,18.32,19.177,19.38,19.225,21.513,17.674,17.755
"5270",1971-06-06,15.35,"06",16.654,19.7,17.616,17.42,18.277,18.48,18.325,20.613,16.774,16.855
"5271",1971-06-07,15.15,"06",16.454,19.5,17.416,17.22,18.077,18.28,18.125,20.413,16.574,16.655
"5272",1971-06-08,14.15,"06",15.454,18.5,16.416,16.22,17.077,17.28,17.125,19.413,15.574,15.655
"5273",1971-06-09,10.45,"06",11.754,14.8,12.716,12.52,13.377,13.58,13.425,15.713,11.874,11.955
"5274",1971-06-10,9.65,"06",10.954,14,11.916,11.72,12.577,12.78,12.625,14.913,11.074,11.155
"5275",1971-06-11,10.25,"06",11.554,14.6,12.516,12.32,13.177,13.38,13.225,15.513,11.674,11.755
"5276",1971-06-12,13.55,"06",14.854,17.9,15.816,15.62,16.477,16.68,16.525,18.813,14.974,15.055
"5277",1971-06-13,13.95,"06",15.254,18.3,16.216,16.02,16.877,17.08,16.925,19.213,15.374,15.455
"5278",1971-06-14,12.15,"06",13.454,16.5,14.416,14.22,15.077,15.28,15.125,17.413,13.574,13.655
"5279",1971-06-15,9.15,"06",10.454,13.5,11.416,11.22,12.077,12.28,12.125,14.413,10.574,10.655
"5280",1971-06-16,9.55,"06",10.854,13.9,11.816,11.62,12.477,12.68,12.525,14.813,10.974,11.055
"5281",1971-06-17,8.95,"06",10.254,13.3,11.216,11.02,11.877,12.08,11.925,14.213,10.374,10.455
"5282",1971-06-18,8.15,"06",9.454,12.5,10.416,10.22,11.077,11.28,11.125,13.413,9.574,9.655
"5283",1971-06-19,8.35,"06",9.654,12.7,10.616,10.42,11.277,11.48,11.325,13.613,9.774,9.855
"5284",1971-06-20,9.85,"06",11.154,14.2,12.116,11.92,12.777,12.98,12.825,15.113,11.274,11.355
"5285",1971-06-21,9.45,"06",10.754,13.8,11.716,11.52,12.377,12.58,12.425,14.713,10.874,10.955
"5286",1971-06-22,9.05,"06",10.354,13.4,11.316,11.12,11.977,12.18,12.025,14.313,10.474,10.555
"5287",1971-06-23,10.15,"06",11.454,14.5,12.416,12.22,13.077,13.28,13.125,15.413,11.574,11.655
"5288",1971-06-24,12.85,"06",14.154,17.2,15.116,14.92,15.777,15.98,15.825,18.113,14.274,14.355
"5289",1971-06-25,11.75,"06",13.054,16.1,14.016,13.82,14.677,14.88,14.725,17.013,13.174,13.255
"5290",1971-06-26,12.75,"06",14.054,17.1,15.016,14.82,15.677,15.88,15.725,18.013,14.174,14.255
"5291",1971-06-27,12.45,"06",13.754,16.8,14.716,14.52,15.377,15.58,15.425,17.713,13.874,13.955
"5292",1971-06-28,12.75,"06",14.054,17.1,15.016,14.82,15.677,15.88,15.725,18.013,14.174,14.255
"5293",1971-06-29,11.35,"06",12.654,15.7,13.616,13.42,14.277,14.48,14.325,16.613,12.774,12.855
"5294",1971-06-30,12.25,"06",13.554,16.6,14.516,14.32,15.177,15.38,15.225,17.513,13.674,13.755
"5295",1971-07-01,15.05,"07",16.578,17.258,17.317,16.676,16.974,17.549,17.957,18.018,16.343,16.562
"5296",1971-07-02,17.35,"07",18.878,19.558,19.617,18.976,19.274,19.849,20.257,20.318,18.643,18.862
"5297",1971-07-03,19.25,"07",20.778,21.458,21.517,20.876,21.174,21.749,22.157,22.218,20.543,20.762
"5298",1971-07-04,19.65,"07",21.178,21.858,21.917,21.276,21.574,22.149,22.557,22.618,20.943,21.162
"5299",1971-07-05,19.35,"07",20.878,21.558,21.617,20.976,21.274,21.849,22.257,22.318,20.643,20.862
"5300",1971-07-06,18.45,"07",19.978,20.658,20.717,20.076,20.374,20.949,21.357,21.418,19.743,19.962
"5301",1971-07-07,16.95,"07",18.478,19.158,19.217,18.576,18.874,19.449,19.857,19.918,18.243,18.462
"5302",1971-07-08,19.15,"07",20.678,21.358,21.417,20.776,21.074,21.649,22.057,22.118,20.443,20.662
"5303",1971-07-09,20.15,"07",21.678,22.358,22.417,21.776,22.074,22.649,23.057,23.118,21.443,21.662
"5304",1971-07-10,18.45,"07",19.978,20.658,20.717,20.076,20.374,20.949,21.357,21.418,19.743,19.962
"5305",1971-07-11,17.25,"07",18.778,19.458,19.517,18.876,19.174,19.749,20.157,20.218,18.543,18.762
"5306",1971-07-12,15.55,"07",17.078,17.758,17.817,17.176,17.474,18.049,18.457,18.518,16.843,17.062
"5307",1971-07-13,13.15,"07",14.678,15.358,15.417,14.776,15.074,15.649,16.057,16.118,14.443,14.662
"5308",1971-07-14,12.55,"07",14.078,14.758,14.817,14.176,14.474,15.049,15.457,15.518,13.843,14.062
"5309",1971-07-15,12.25,"07",13.778,14.458,14.517,13.876,14.174,14.749,15.157,15.218,13.543,13.762
"5310",1971-07-16,11.35,"07",12.878,13.558,13.617,12.976,13.274,13.849,14.257,14.318,12.643,12.862
"5311",1971-07-17,10.55,"07",12.078,12.758,12.817,12.176,12.474,13.049,13.457,13.518,11.843,12.062
"5312",1971-07-18,13.85,"07",15.378,16.058,16.117,15.476,15.774,16.349,16.757,16.818,15.143,15.362
"5313",1971-07-19,13.15,"07",14.678,15.358,15.417,14.776,15.074,15.649,16.057,16.118,14.443,14.662
"5314",1971-07-20,12.75,"07",14.278,14.958,15.017,14.376,14.674,15.249,15.657,15.718,14.043,14.262
"5315",1971-07-21,11.25,"07",12.778,13.458,13.517,12.876,13.174,13.749,14.157,14.218,12.543,12.762
"5316",1971-07-22,10.45,"07",11.978,12.658,12.717,12.076,12.374,12.949,13.357,13.418,11.743,11.962
"5317",1971-07-23,9.85,"07",11.378,12.058,12.117,11.476,11.774,12.349,12.757,12.818,11.143,11.362
"5318",1971-07-24,12.05,"07",13.578,14.258,14.317,13.676,13.974,14.549,14.957,15.018,13.343,13.562
"5319",1971-07-25,11.85,"07",13.378,14.058,14.117,13.476,13.774,14.349,14.757,14.818,13.143,13.362
"5320",1971-07-26,13.55,"07",15.078,15.758,15.817,15.176,15.474,16.049,16.457,16.518,14.843,15.062
"5321",1971-07-27,13.45,"07",14.978,15.658,15.717,15.076,15.374,15.949,16.357,16.418,14.743,14.962
"5322",1971-07-28,14.75,"07",16.278,16.958,17.017,16.376,16.674,17.249,17.657,17.718,16.043,16.262
"5323",1971-07-29,16.45,"07",17.978,18.658,18.717,18.076,18.374,18.949,19.357,19.418,17.743,17.962
"5324",1971-07-30,18.05,"07",19.578,20.258,20.317,19.676,19.974,20.549,20.957,21.018,19.343,19.562
"5325",1971-07-31,15.85,"07",17.378,18.058,18.117,17.476,17.774,18.349,18.757,18.818,17.143,17.362
"5326",1971-08-01,15.15,"08",16.766,16.828,18.125,17.468,17.29,17.636,18.022,18.05,16.955,16.669
"5327",1971-08-02,13.35,"08",14.966,15.028,16.325,15.668,15.49,15.836,16.222,16.25,15.155,14.869
"5328",1971-08-03,14.55,"08",16.166,16.228,17.525,16.868,16.69,17.036,17.422,17.45,16.355,16.069
"5329",1971-08-04,16.35,"08",17.966,18.028,19.325,18.668,18.49,18.836,19.222,19.25,18.155,17.869
"5330",1971-08-05,14.85,"08",16.466,16.528,17.825,17.168,16.99,17.336,17.722,17.75,16.655,16.369
"5331",1971-08-06,14.75,"08",16.366,16.428,17.725,17.068,16.89,17.236,17.622,17.65,16.555,16.269
"5332",1971-08-07,14.55,"08",16.166,16.228,17.525,16.868,16.69,17.036,17.422,17.45,16.355,16.069
"5333",1971-08-08,13.95,"08",15.566,15.628,16.925,16.268,16.09,16.436,16.822,16.85,15.755,15.469
"5334",1971-08-09,12.65,"08",14.266,14.328,15.625,14.968,14.79,15.136,15.522,15.55,14.455,14.169
"5335",1971-08-10,12.05,"08",13.666,13.728,15.025,14.368,14.19,14.536,14.922,14.95,13.855,13.569
"5336",1971-08-11,10.65,"08",12.266,12.328,13.625,12.968,12.79,13.136,13.522,13.55,12.455,12.169
"5337",1971-08-12,10.65,"08",12.266,12.328,13.625,12.968,12.79,13.136,13.522,13.55,12.455,12.169
"5338",1971-08-13,10.85,"08",12.466,12.528,13.825,13.168,12.99,13.336,13.722,13.75,12.655,12.369
"5339",1971-08-14,10.55,"08",12.166,12.228,13.525,12.868,12.69,13.036,13.422,13.45,12.355,12.069
"5340",1971-08-15,11.45,"08",13.066,13.128,14.425,13.768,13.59,13.936,14.322,14.35,13.255,12.969
"5341",1971-08-16,12.75,"08",14.366,14.428,15.725,15.068,14.89,15.236,15.622,15.65,14.555,14.269
"5342",1971-08-17,12.45,"08",14.066,14.128,15.425,14.768,14.59,14.936,15.322,15.35,14.255,13.969
"5343",1971-08-18,13.95,"08",15.566,15.628,16.925,16.268,16.09,16.436,16.822,16.85,15.755,15.469
"5344",1971-08-19,13.15,"08",14.766,14.828,16.125,15.468,15.29,15.636,16.022,16.05,14.955,14.669
"5345",1971-08-20,13.35,"08",14.966,15.028,16.325,15.668,15.49,15.836,16.222,16.25,15.155,14.869
"5346",1971-08-21,15.35,"08",16.966,17.028,18.325,17.668,17.49,17.836,18.222,18.25,17.155,16.869
