"","DayMonth","delta_cnrmcclm","delta_cnrmrca","delta_ecearthcclm","delta_ecearthhirham","delta_ecearthracmo","delta_ecearthrca","delta_hadgemrca","delta_ipslrca","delta_mpicclm","delta_mpirca","Baseline"
"1","01-01",34.0489310344828,31.218275862069,37.8952413793103,31.7201034482759,31.4659310344828,24.8580689655172,23.2269310344828,35.9731034482759,63.1966551724138,33.2704827586207,71.596724137931
"2","01-02",37.135,30.8889655172414,39.548724137931,33.1359655172414,32.6833103448276,27.1023793103448,23.9824482758621,37.3659655172414,65.2963448275862,34.3612068965517,71.863
"3","01-03",39.2633103448276,32.3246896551724,40.9084827586207,35.0079310344828,35.5211379310345,28.4462068965517,24.8031724137931,39.6456551724138,67.0534137931034,37.381724137931,74.7613793103448
"4","01-04",39.2731724137931,31.3330689655172,40.4372068965517,37.137724137931,37.8174482758621,29.0517586206897,25.2630344827586,40.5200344827586,69.897,39.8374827586207,78.6490689655172
"5","01-05",42.274275862069,32.4348275862069,41.4799655172414,39.1605172413793,39.8110344827586,28.8601034482759,28.8996551724138,42.0970689655172,70.2524827586207,41.9381034482759,80.5268620689655
"6","01-06",46.2594137931034,33.0485862068966,42.0636551724138,40.7645172413793,42.3353103448276,30.7784827586207,28.9491379310345,43.2480689655172,71.6449310344828,42.6386206896552,83.9851034482759
"7","01-07",48.3662413793103,34.0405172413793,41.976724137931,40.0657931034483,44.4953793103448,30.549724137931,29.4166896551724,45.8681724137931,71.433724137931,42.9590344827586,85.7320689655172
"8","01-08",49.909,35.4719655172414,41.7145517241379,40.8214827586207,44.6410689655172,32.2695862068965,29.8600689655172,46.6665862068966,74.4215517241379,44.3844482758621,87.6942413793103
"9","01-09",55.3752068965517,38.169275862069,43.8071724137931,44.635,47.733,33.3386206896552,29.8276551724138,47.6739655172414,75.9514482758621,45.8508965517241,88.8174137931034
"10","01-10",57.5866206896552,38.9283793103448,44.193275862069,47.2380689655172,50.6401034482759,33.457275862069,32.5675862068966,46.6411724137931,80.5413103448276,47.2390689655172,92.411
"11","01-11",59.0922068965517,38.819,45.0390689655172,47.7062068965517,52.5333448275862,33.7498275862069,33.5643103448276,46.5372413793103,81.0226896551724,46.8657931034483,96.114724137931
"12","01-12",60.053724137931,39.4351034482759,47.2563793103448,47.1364482758621,54.8794137931035,34.1896206896552,33.1408275862069,47.5477586206897,81.819,48.5051379310345,98.0198620689655
"13","01-13",60.2811724137931,38.8977931034483,48.1318965517241,49.8438620689655,55.8785862068965,35.2778620689655,32.3494137931035,50.0399655172414,82.6845172413793,48.9766551724138,98.1174482758621
"14","01-14",60.704,39.201,52.1814137931034,50.7601724137931,59.0653448275862,36.2933793103448,31.9124137931034,49.8008620689655,85.4084827586207,50.5662068965517,98.6877586206896
"15","01-15",61.1339310344828,40.488,56.7808620689655,51.0954827586207,62.2647931034483,39.4467586206897,34.0599310344828,50.5773103448276,87.190724137931,51.686275862069,99.0415517241379
"16","01-16",61.985,42.4055172413793,58.6018620689655,52.3165172413793,63.7246206896552,41.4211034482759,32.779724137931,52.5827931034483,87.9782068965517,52.9770689655172,99.0069655172414
"17","01-17",62.1611034482759,42.0063793103448,61.1641724137931,56.2794137931034,64.6421034482759,42.0725862068966,33.4485172413793,53.5753793103448,89.4018620689655,55.8252413793103,101.555793103448
"18","01-18",63.9019655172414,42.1855172413793,60.6876206896552,57.5063103448276,66.8822413793103,42.0360689655172,34.0779655172414,56.1131034482759,91.5754827586207,56.9947586206897,102.093655172414
"19","01-19",65.2868620689655,43.2353793103448,61.6817931034483,58.5728620689655,66.7371379310345,43.5164482758621,34.913724137931,56.9269310344828,93.3832413793103,59.7586551724138,105.575206896552
"20","01-20",68.5231034482759,45.486275862069,61.8750689655172,58.9280344827586,67.8006551724138,44.3958275862069,36.4678620689655,58.8396551724138,92.9299310344828,60.1761724137931,110.502551724138
"21","01-21",69.6736896551724,46.3034137931034,62.7006896551724,58.4415862068966,67.962,45.0851379310345,37.0748965517241,59.0404827586207,94.4371034482759,62.1822068965517,115.207103448276
"22","01-22",70.6108275862069,45.4944137931034,65.5305517241379,60.5630689655172,71.1037586206897,46.759,37.3280344827586,61.3023793103448,97.2359310344828,65.9593448275862,118.397034482759
"23","01-23",72.4028275862069,45.9687931034483,65.1798620689655,63.221,73.2601724137931,46.9931034482759,37.2805517241379,62.7541724137931,99.3864482758621,68.8923793103448,120.599551724138
"24","01-24",78.308,49.1289655172414,66.969724137931,63.727275862069,76.7112068965517,48.2221724137931,38.8621034482759,63.0227931034483,100.270620689655,71.6214137931034,123.166586206897
"25","01-25",81.1429310344828,51.3316896551724,66.431275862069,63.9688620689655,77.7398275862069,51.1943793103448,40.7278275862069,62.4127931034483,102.713689655172,72.2588275862069,128.18075862069
"26","01-26",82.021,54.4901034482759,69.7592413793103,64.0632068965517,80.2743793103448,53.419,41.5496206896552,65.8981034482759,103.334137931034,72.5195172413793,131.46024137931
