"","DayMonth","corre_cnrmcclm","Baseline"
"1","01-01",34.0489310344828,71.596724137931
"2","01-02",37.135,71.863
"3","01-03",39.2633103448276,74.7613793103448
"4","01-04",39.2731724137931,78.6490689655172
"5","01-05",42.274275862069,80.5268620689655
"6","01-06",46.2594137931034,83.9851034482759
"7","01-07",48.3662413793103,85.7320689655172
"8","01-08",49.909,87.6942413793103
"9","01-09",55.3752068965517,88.8174137931034
"10","01-10",57.5866206896552,92.411
"11","01-11",59.0922068965517,96.114724137931
"12","01-12",60.053724137931,98.0198620689655
"13","01-13",60.2811724137931,98.1174482758621
"14","01-14",60.704,98.6877586206896
"15","01-15",61.1339310344828,99.0415517241379
"16","01-16",61.985,99.0069655172414
"17","01-17",62.1611034482759,101.555793103448
"18","01-18",63.9019655172414,102.093655172414
"19","01-19",65.2868620689655,105.575206896552
"20","01-20",68.5231034482759,110.502551724138
"21","01-21",69.6736896551724,115.207103448276
"22","01-22",70.6108275862069,118.397034482759
"23","01-23",72.4028275862069,120.599551724138
"24","01-24",78.308,123.166586206897
"25","01-25",81.1429310344828,128.18075862069
"26","01-26",82.021,131.46024137931
"27","01-27",85.1497586206897,132.562517241379
"28","01-28",88.2522413793103,134.772
"29","01-29",90.0838965517241,139.551310344828
"30","01-30",91.5454482758621,141.543103448276
"31","01-31",94.1162068965517,146.140689655172
"32","02-01",95.7993448275862,149.656862068966
"33","02-02",98.9794827586207,154.110724137931
"34","02-03",99.3434482758621,157.65424137931
"35","02-04",102.72324137931,157.630965517241
"36","02-05",103.008482758621,157.627827586207
"37","02-06",102.833724137931,158.548448275862
"38","02-07",105.335862068966,158.432724137931
"39","02-08",109.319827586207,163.283068965517
"40","02-09",110.977517241379,166.664896551724
"41","02-10",112.162724137931,168.565965517241
"42","02-11",112.461517241379,170.649655172414
"43","02-12",112.718137931034,173.24375862069
"44","02-13",114.25675862069,176.114965517241
"45","02-14",115.438482758621,177.121413793103
"46","02-15",115.66875862069,178.014275862069
"47","02-16",116.386793103448,179.088275862069
"48","02-17",118.826275862069,180.701379310345
"49","02-18",117.787689655172,180.734793103448
"50","02-19",116.403896551724,180.60675862069
"51","02-20",115.380655172414,182.862620689655
"52","02-21",114.942793103448,182.932034482759
"53","02-22",115.245827586207,182.364689655172
"54","02-23",116.239551724138,185.202275862069
"55","02-24",114.63475862069,187.768
"56","02-25",114.49975862069,187.076620689655
"57","02-26",113.707172413793,186.802103448276
"58","02-27",113.182103448276,188.054517241379
"59","02-28",111.773517241379,188.022793103448
"61","03-01",110.289862068966,189.623517241379
"62","03-02",109.638448275862,194.782
"63","03-03",108.659103448276,196.128103448276
"64","03-04",106.893517241379,198.246275862069
"65","03-05",105.660896551724,198.880344827586
"66","03-06",103.768034482759,203.773103448276
"67","03-07",102.68575862069,206.534965517241
"68","03-08",101.297068965517,205.714965517241
"69","03-09",101.525689655172,209.382413793103
"70","03-10",102.405896551724,209.114517241379
"71","03-11",103.398137931034,208.447172413793
"72","03-12",102.859724137931,209.116862068966
"73","03-13",101.400965517241,209.601172413793
"74","03-14",99.6799655172414,210.842068965517
"75","03-15",98.6119655172414,211.047827586207
"76","03-16",98.2756896551724,210.954655172414
"77","03-17",97.1503448275862,211.292206896552
"78","03-18",98.2612068965517,209.402931034483
"79","03-19",97.1566206896552,205.501068965517
"80","03-20",94.9880689655172,201.334103448276
"81","03-21",92.6349310344828,198.645931034483
"82","03-22",90.4633103448276,196.988413793103
"83","03-23",90.0071379310345,195.008206896552
"84","03-24",90.4634827586207,192.958137931034
"85","03-25",89.6734482758621,190.69924137931
"86","03-26",88.3350689655172,188.149689655172
"87","03-27",86.8625517241379,186.199344827586
"88","03-28",86.8570344827586,184.002724137931
