"","DayMonth","corre_cnrmcclm","Baseline"
"1","01-01",27.9843793103448,72.3126551724138
"2","01-02",28.4757931034483,73.8565862068966
"3","01-03",29.0434827586207,76.5205172413793
"4","01-04",29.6660689655172,78.9943793103448
"5","01-05",32.1119310344828,80.3267586206897
"6","01-06",32.8128965517241,84.4636206896552
"7","01-07",35.0014827586207,86.4613793103448
"8","01-08",35.4778620689655,87.9221034482759
"9","01-09",35.4396206896552,88.6460344827586
"10","01-10",34.7705172413793,92.1998275862069
"11","01-11",33.6474137931034,95.919724137931
"12","01-12",33.0274137931034,98.101275862069
"13","01-13",34.9138275862069,97.4036206896552
"14","01-14",34.1281724137931,98.2807931034483
"15","01-15",35.2585172413793,98.9292413793103
"16","01-16",35.6246896551724,102.002068965517
"17","01-17",36.5138965517241,102.064689655172
"18","01-18",37.3289655172414,104.952931034483
"19","01-19",37.3546896551724,107.185172413793
"20","01-20",36.7187586206897,114.318620689655
"21","01-21",35.8663103448276,118.143965517241
"22","01-22",35.2077931034483,120.18024137931
"23","01-23",35.799275862069,121.407137931034
"24","01-24",34.9302068965517,127.390862068966
"25","01-25",35.3285172413793,130.828827586207
"26","01-26",36.1874137931034,132.12875862069
"27","01-27",36.7261379310345,134.815931034483
"28","01-28",39.3211379310345,138.561034482759
"29","01-29",40.3741379310345,141.514551724138
"30","01-30",41.1768965517241,143.378103448276
"31","01-31",40.2139310344828,147.158793103448
"32","02-01",40.6067586206897,150.953172413793
"33","02-02",42.1640344827586,154.851620689655
"34","02-03",41.8066206896552,156.811551724138
"35","02-04",39.9616896551724,157.339413793103
"36","02-05",38.9910344827586,158.578862068966
"37","02-06",38.8692068965517,159.118
"38","02-07",39.3634827586207,161.998793103448
"39","02-08",40.154275862069,165.546931034483
"40","02-09",40.9223448275862,167.780689655172
"41","02-10",41.5850689655172,170.794551724138
"42","02-11",42.5772413793103,174.143965517241
"43","02-12",45.0074482758621,176.071103448276
"44","02-13",45.4632068965517,177.041827586207
"45","02-14",44.7305517241379,177.29524137931
"46","02-15",45.2025517241379,179.134551724138
"47","02-16",47.7016896551724,181.316551724138
"48","02-17",47.2190344827586,182.192482758621
"49","02-18",46.6953448275862,181.150896551724
"50","02-19",45.7329655172414,182.500862068966
"51","02-20",44.6428620689655,182.491068965517
"52","02-21",42.8286551724138,183.07424137931
"53","02-22",42.0091724137931,184.650482758621
"54","02-23",42.9902068965517,185.991655172414
"55","02-24",42.6961034482759,187.276413793103
"56","02-25",42.399724137931,186.223310344828
"57","02-26",42.4880344827586,187.578482758621
"58","02-27",43.5034827586207,188.654655172414
"59","02-28",43.3245172413793,187.963586206897
"61","03-01",41.8085172413793,193.825931034483
"62","03-02",42.0443103448276,195.329344827586
"63","03-03",40.8821379310345,198.567103448276
"64","03-04",39.7756551724138,198.932620689655
"65","03-05",40.4301724137931,199.645620689655
"66","03-06",40.6210689655172,204.942
"67","03-07",39.6953103448276,206.038482758621
"68","03-08",38.3850689655172,208.165896551724
"69","03-09",38.3438965517241,209.430655172414
"70","03-10",38.1147931034483,208.602862068966
"71","03-11",38.0391379310345,209.731379310345
"72","03-12",37.4125172413793,208.749344827586
"73","03-13",36.3424482758621,210.591965517241
"74","03-14",34.6167586206897,211.89824137931
"75","03-15",33.561,211.65175862069
"76","03-16",32.4376206896552,209.631
"77","03-17",33.5787586206897,208.966586206897
"78","03-18",33.5413103448276,206.558793103448
"79","03-19",32.3169310344828,203.576379310345
"80","03-20",30.9727931034483,200.529137931034
"81","03-21",30.4498965517241,198.187724137931
"82","03-22",30.166275862069,195.624689655172
"83","03-23",29.9301724137931,194.093310344828
"84","03-24",29.1971034482759,192.410068965517
"85","03-25",28.7737586206897,189.717586206897
"86","03-26",28.8416206896552,186.931620689655
