"","DayMonth","corre_cnrmcclm","Baseline"
"185","07-03",0,0
"186","07-04",0,0
"187","07-05",0,0
"188","07-06",0,0
"189","07-07",0,0
"190","07-08",0,0
"191","07-09",0,0
"192","07-10",0,0
"193","07-11",0,0
"194","07-12",0,0
"195","07-13",0,0
"196","07-14",0,0
"197","07-15",0,0
"198","07-16",0,0
"199","07-17",0,0
"200","07-18",0,0
"201","07-19",0,0
"202","07-20",0,0
"203","07-21",0,0
"204","07-22",0,0
"205","07-23",0,0
"206","07-24",0,0
"207","07-25",0,0
"208","07-26",0,0
"209","07-27",0,0
"210","07-28",0,0
"211","07-29",0,0
"212","07-30",0,0
"213","07-31",0,0
"214","08-01",0,0
"215","08-02",0,0
"216","08-03",0,0
"217","08-04",0,0
"218","08-05",0,0
"219","08-06",0,0
"220","08-07",0,0
"221","08-08",0,0
"222","08-09",0,0
"223","08-10",0,0
"224","08-11",0,0
"225","08-12",0,0
"226","08-13",0,0
"227","08-14",0,0
"228","08-15",0,0
"229","08-16",0,0
"230","08-17",0,0
"231","08-18",0,0
"232","08-19",0,0
"233","08-20",0,0
"234","08-21",0,0
"235","08-22",0,0
"236","08-23",0,0
"237","08-24",0,0
"238","08-25",0,0
"239","08-26",0,0
"240","08-27",0,0
"241","08-28",0,0
"242","08-29",0,0
"243","08-30",0,0
"244","08-31",0,0
"245","09-01",0,0
"246","09-02",0,0
"247","09-03",0,0
"248","09-04",0,0
"249","09-05",0,0
"250","09-06",0,0
"251","09-07",0,0
"252","09-08",0,0
"253","09-09",0,0
"254","09-10",0,0
"255","09-11",0,0
"256","09-12",0,0
"257","09-13",0,0
"258","09-14",0,0
"259","09-15",0,0
"260","09-16",0,0
"261","09-17",0,0
"262","09-18",0,0
"263","09-19",0,0
"264","09-20",0,0
"265","09-21",0,0
"266","09-22",0,0
"267","09-23",0,0
"268","09-24",0,0
"269","09-25",0,0
"270","09-26",0,0
"271","09-27",0,0
"272","09-28",0,0
"273","09-29",0,0
"274","09-30",0,0
"275","10-01",0,0
"276","10-02",0,0
"277","10-03",0,0
"278","10-04",0,0
"279","10-05",0,0
"280","10-06",0,0
"281","10-07",0,0
"282","10-08",0,0.17851724137931
"283","10-09",0,0.0342758620689655
"284","10-10",0,0
"285","10-11",0,0
"286","10-12",0,0
"287","10-13",0,0.0107586206896552
"288","10-14",0,0.0143448275862069
"289","10-15",0,0.00489655172413793
"290","10-16",0,0.0126551724137931
"291","10-17",0.0246551724137931,0.0101724137931034
"292","10-18",0.0740689655172414,0.0127586206896552
"293","10-19",0.0577586206896552,0.0311034482758621
"294","10-20",0.000482758620689655,0.588275862068966
"295","10-21",0,0.785137931034483
"296","10-22",0,1.44634482758621
"297","10-23",0.229413793103448,3.70937931034483
"298","10-24",0.313758620689655,2.80227586206897
"299","10-25",0.414344827586207,2.85358620689655
"300","10-26",0.448827586206897,2.34779310344828
"301","10-27",0.521793103448276,2.17086206896552
"302","10-28",0.869655172413793,1.65679310344828
"303","10-29",0.629827586206896,1.38634482758621
"304","10-30",0.353172413793103,2.53179310344828
"305","10-31",0.209931034482759,3.74413793103448
"306","11-01",0.752689655172414,3.81631034482759
"307","11-02",1.03124137931034,3.67568965517241
"308","11-03",1.32868965517241,3.03065517241379
"309","11-04",2.14958620689655,3.01844827586207
"310","11-05",2.21713793103448,2.86320689655172
"311","11-06",2.0571724137931,3.38058620689655
"312","11-07",2.17289655172414,3.4431724137931
"313","11-08",2.00358620689655,3.37465517241379
"314","11-09",3.30675862068966,3.12006896551724
"315","11-10",2.82196551724138,2.6141724137931
"316","11-11",2.35551724137931,3.91613793103448
"317","11-12",1.76662068965517,5.27034482758621
"318","11-13",1.76634482758621,7.93286206896552
"319","11-14",1.58531034482759,8.35134482758621
"320","11-15",1.63910344827586,9.81034482758621
"321","11-16",2.17137931034483,9.02044827586207
"322","11-17",1.73879310344828,8.03062068965517
"323","11-18",2.02931034482759,8.65775862068966
"324","11-19",2.71944827586207,10.3577586206897
"325","11-20",3.33548275862069,10.7504137931034
"326","11-21",3.25520689655172,11.123275862069
"327","11-22",3.16003448275862,12.4552413793103
"328","11-23",3.24068965517241,15.2443103448276
"329","11-24",4.40493103448276,17.9747931034483
"330","11-25",5.54465517241379,17.1551724137931
"331","11-26",6.55110344827586,17.4231379310345
"332","11-27",5.71741379310345,17.5431724137931
"333","11-28",6.93586206896552,17.8034827586207
"334","11-29",9.31344827586207,22.3289310344828
"335","11-30",9.43168965517241,22.6875862068966
"336","12-01",12.6162068965517,25.4819310344828
"337","12-02",15.215,25.2524137931034
"338","12-03",16.3930689655172,25.7326896551724
"339","12-04",16.114,27.3622413793103
"340","12-05",14.6818275862069,30.0095862068966
"341","12-06",16.7171034482759,31.8495862068966
"342","12-07",15.4341379310345,32.1665862068966
"343","12-08",15.933275862069,32.6726206896552
"344","12-09",16.9298965517241,35.2024827586207
"345","12-10",17.8823103448276,37.3388620689655
"346","12-11",18.1428965517241,39.3833103448276
"347","12-12",18.3299310344828,39.4399310344828
"348","12-13",18.9476206896552,40.077
"349","12-14",17.7518275862069,40.7183103448276
"350","12-15",19.8143793103448,42.8525517241379
"351","12-16",20.5338275862069,45.4174827586207
"352","12-17",21.1816206896552,49.5691724137931
"353","12-18",24.1910344827586,50.9282413793103
"354","12-19",25.9770689655172,50.7585172413793
"355","12-20",26.5549310344828,51.6939655172414
"356","12-21",27.4450689655172,54.007724137931
"357","12-22",30.1072413793103,55.5668275862069
"358","12-23",28.7729310344828,57.0093793103448
"359","12-24",27.3695862068966,57.0676551724138
"360","12-25",27.1498275862069,58.3083448275862
"361","12-26",29.3844827586207,60.0696896551724
"362","12-27",28.9153103448276,63.1436206896552
"363","12-28",31.4712413793103,64.8616551724138
"364","12-29",32.8269310344828,67.5429310344828
"365","12-30",32.6099310344828,71.6133448275862
