"","DayMonth","corre_cnrmcclm","Baseline"
"1","01-01",13.8332068965517,9.82862068965517
"2","01-02",11.9888620689655,9.54806896551724
"3","01-03",11.3178620689655,9.14162068965517
"4","01-04",11.4850344827586,9.80731034482759
"5","01-05",11.6161034482759,9.52855172413793
"6","01-06",12.2000344827586,8.57527586206897
"7","01-07",11.4068275862069,9.49551724137931
"8","01-08",10.4866551724138,11.1055517241379
"9","01-09",10.6256206896552,11.434
"10","01-10",11.3794137931034,10.0679655172414
"11","01-11",12.3023448275862,8.93206896551724
"12","01-12",11.6510344827586,10.1418965517241
"13","01-13",11.0456551724138,11.4650344827586
"14","01-14",11.8038275862069,10.3934482758621
"15","01-15",11.9188965517241,9.87986206896552
"16","01-16",12.0227586206897,11.5707586206897
"17","01-17",12.1597586206897,11.9358965517241
"18","01-18",12.2615172413793,11.0961379310345
"19","01-19",12.2024482758621,10.1708620689655
"20","01-20",12.7125517241379,7.94051724137931
"21","01-21",14.4640689655172,7.8818275862069
"22","01-22",16.0673448275862,8.62637931034483
"23","01-23",16.4137931034483,8.19413793103448
"24","01-24",14.39,6.52379310344828
"25","01-25",13.260275862069,5.43731034482759
"26","01-26",12.5018965517241,6.05589655172414
"27","01-27",10.7961724137931,6.78086206896552
"28","01-28",11.2645517241379,6.83365517241379
"29","01-29",11.6452413793103,6.58196551724138
"30","01-30",11.5944482758621,6.97724137931034
"31","01-31",11.5195517241379,6.6791724137931
"32","02-01",12.8972413793103,5.30275862068966
"33","02-02",11.946724137931,5.61044827586207
"34","02-03",9.78127586206897,7.46937931034483
"35","02-04",9.31424137931035,8.18103448275862
"36","02-05",9.79748275862069,7.68727586206897
"37","02-06",11.5308620689655,7.15513793103448
"38","02-07",11.9655862068966,7.53013793103448
"39","02-08",12.4997586206897,8.16920689655172
"40","02-09",11.7867586206897,8.24851724137931
"41","02-10",9.67841379310345,9.35141379310345
"42","02-11",8.73003448275862,9.08179310344828
"43","02-12",8.65503448275862,8.12189655172414
"44","02-13",8.50886206896552,6.9778275862069
"45","02-14",8.75941379310345,5.98072413793103
"46","02-15",9.57248275862069,5.34544827586207
"47","02-16",11.1494482758621,5.92520689655172
"48","02-17",12.9088620689655,7.04465517241379
"49","02-18",12.5809655172414,7.02337931034483
"50","02-19",12.5283793103448,6.55324137931034
"51","02-20",13.0225172413793,5.95051724137931
"52","02-21",12.4649655172414,5.90406896551724
"53","02-22",11.9924827586207,6.71110344827586
"54","02-23",13.5782413793103,7.68744827586207
"55","02-24",15.5731034482759,7.47779310344828
"56","02-25",14.9074137931034,6.86837931034483
"57","02-26",12.7590689655172,6.51889655172414
"58","02-27",11.8690689655172,6.57748275862069
"59","02-28",11.5604137931034,7.21762068965517
"61","03-01",9.99048275862069,7.28189655172414
"62","03-02",10.4142068965517,6.12562068965517
"63","03-03",11.5345517241379,5.17106896551724
"64","03-04",11.5992413793103,4.52989655172414
"65","03-05",11.2544827586207,4.16193103448276
"66","03-06",11.2775172413793,4.07586206896552
"67","03-07",10.6294137931034,5.25127586206897
"68","03-08",10.3254827586207,6.55886206896552
"69","03-09",10.0426551724138,6.94365517241379
"70","03-10",10.0885172413793,7.36486206896552
"71","03-11",9.76003448275862,7.84606896551724
"72","03-12",8.02213793103448,8.76493103448276
"73","03-13",7.01596551724138,8.21562068965517
"74","03-14",6.57644827586207,6.73941379310345
"75","03-15",6.74210344827586,6.38962068965517
"76","03-16",7.32986206896552,7.21620689655172
"77","03-17",10.5093103448276,8.32658620689655
"78","03-18",11.9141724137931,8.87868965517241
"79","03-19",10.7721724137931,9.14275862068965
"80","03-20",10.0772413793103,8.82565517241379
"81","03-21",9.21420689655172,8.2891724137931
"82","03-22",8.15424137931034,7.94465517241379
"83","03-23",7.37320689655172,7.27651724137931
"84","03-24",7.3761724137931,6.90155172413793
"85","03-25",6.99889655172414,6.94931034482759
"86","03-26",6.87234482758621,7.10151724137931
"87","03-27",7.1571724137931,7.59234482758621
"88","03-28",7.08010344827586,8.17213793103448
"89","03-29",8.86479310344828,8.75465517241379
"90","03-30",10.1427931034483,8.79320689655172
"91","03-31",9.52679310344828,8.591
"92","04-01",10.5063448275862,8.52210344827586
"93","04-02",10.9200344827586,8.78927586206897
"94","04-03",9.636,8.99124137931035
"95","04-04",8.61537931034483,9.09603448275862
"96","04-05",7.84196551724138,12.0959655172414
"97","04-06",7.11086206896552,14.0913793103448
"98","04-07",6.65893103448276,12.7863103448276
"99","04-08",6.59803448275862,12.0906551724138
"100","04-09",7.1541724137931,12.0308620689655
"101","04-10",7.87020689655172,11.3738275862069
"102","04-11",8.168,11.3356206896552
"103","04-12",8.60858620689655,11.7826896551724
"104","04-13",9.303,11.6076551724138
"105","04-14",8.462,11.6754482758621
"106","04-15",7.3728275862069,11.9856551724138
"107","04-16",6.94803448275862,12.2638275862069
"108","04-17",6.51562068965517,11.8095172413793
"109","04-18",8.42724137931035,12.0406896551724
"110","04-19",8.92262068965517,12.5956551724138
"111","04-20",7.33231034482759,12.8426551724138
"112","04-21",6.63951724137931,13.2308620689655
"113","04-22",6.11010344827586,13.3456551724138
"114","04-23",5.85137931034483,13.7296896551724
"115","04-24",5.55693103448276,13.7357931034483
"116","04-25",5.25355172413793,13.0565862068966
"117","04-26",5.01306896551724,12.5665172413793
"118","04-27",4.87437931034483,12.4699655172414
"119","04-28",4.72648275862069,12.0571034482759
"120","04-29",4.40286206896552,12.6187931034483
"121","04-30",4.73310344827586,14.319275862069
"122","05-01",5.37744827586207,17.3243793103448
"123","05-02",5.26441379310345,16.7861379310345
"124","05-03",5.29610344827586,13.7795862068966
"125","05-04",4.84079310344828,11.7681034482759
"126","05-05",4.80537931034483,10.7198620689655
"127","05-06",5.11220689655172,10.47
"128","05-07",4.83362068965517,10.8307931034483
"129","05-08",4.46051724137931,10.5757586206897
"130","05-09",4.01189655172414,10.5131724137931
"131","05-10",4.26848275862069,11.4186551724138
"132","05-11",4.22196551724138,11.9209655172414
"133","05-12",3.76048275862069,11.067
"134","05-13",3.42631034482759,9.79848275862069
"135","05-14",3.47358620689655,10.3369655172414
"136","05-15",3.41437931034483,9.79006896551724
"137","05-16",3.00213793103448,8.4511724137931
"138","05-17",3.31834482758621,7.86058620689655
"139","05-18",4.17437931034483,7.59755172413793
"140","05-19",5.02796551724138,7.55058620689655
"141","05-20",5.29541379310345,7.19541379310345
"142","05-21",5.59175862068965,6.56862068965517
"143","05-22",5.64124137931034,6.44537931034483
"144","05-23",6.16544827586207,6.85575862068966
"145","05-24",5.59306896551724,7.50796551724138
"146","05-25",4.18279310344828,7.69113793103448
"147","05-26",3.30265517241379,6.92403448275862
"148","05-27",2.97203448275862,5.85862068965517
"149","05-28",3.085,5.54168965517241
"150","05-29",3.18851724137931,5.61679310344828
"151","05-30",3.15837931034483,5.10724137931035
"152","05-31",2.80631034482759,4.83955172413793
"153","06-01",2.70896551724138,4.58789655172414
"154","06-02",2.70193103448276,4.29324137931034
"155","06-03",2.8308275862069,4.13093103448276
"156","06-04",2.78189655172414,3.73851724137931
"157","06-05",2.52758620689655,3.33306896551724
"158","06-06",3.59393103448276,3.27648275862069
"159","06-07",4.39631034482759,3.23844827586207
"160","06-08",3.57493103448276,2.99589655172414
"161","06-09",2.98475862068966,3.01610344827586
"162","06-10",2.60234482758621,3.00575862068965
"163","06-11",2.33668965517241,2.74396551724138
"164","06-12",2.15772413793103,2.68224137931034
"165","06-13",2.5718275862069,2.68010344827586
"166","06-14",3.39720689655172,2.66451724137931
"167","06-15",3.04789655172414,2.5368275862069
"168","06-16",2.66093103448276,2.55141379310345
"169","06-17",2.68334482758621,2.58589655172414
"170","06-18",2.55455172413793,2.43213793103448
"171","06-19",2.38606896551724,2.33703448275862
"172","06-20",2.77424137931034,2.36434482758621
"173","06-21",3.13568965517241,2.54437931034483
"174","06-22",3.0451724137931,2.85506896551724
"175","06-23",2.89358620689655,3.25444827586207
"176","06-24",2.83606896551724,4.03875862068965
"177","06-25",2.60110344827586,4.46965517241379
"178","06-26",2.449,4.02144827586207
"179","06-27",2.53089655172414,3.49913793103448
"180","06-28",2.54786206896552,3.20465517241379
"181","06-29",2.64055172413793,2.94855172413793
"182","06-30",2.76555172413793,3.04675862068966
"183","07-01",2.55196551724138,3.36475862068966
"184","07-02",2.39837931034483,3.42955172413793
"185","07-03",2.40444827586207,3.25658620689655
"186","07-04",2.47596551724138,3.00541379310345
"187","07-05",2.75151724137931,2.73027586206897
"188","07-06",2.75413793103448,2.74910344827586
"189","07-07",2.66010344827586,3.02220689655172
"190","07-08",2.50896551724138,3.70237931034483
"191","07-09",2.35910344827586,3.98306896551724
"192","07-10",2.26389655172414,3.76724137931034
"193","07-11",2.1668275862069,4.38041379310345
"194","07-12",3.39506896551724,5.013
"195","07-13",4.09279310344828,4.68413793103448
"196","07-14",2.75034482758621,4.16058620689655
"197","07-15",2.177,3.68686206896552
"198","07-16",2.04013793103448,3.59310344827586
"199","07-17",2.0171724137931,3.67989655172414
