"","DayMonth","corre_cnrmcclm","Baseline"
"1","01-01",12.8106551724138,9.82862068965517
"2","01-02",10.7424137931034,9.54806896551724
"3","01-03",10.2733793103448,9.14162068965517
"4","01-04",11.5611724137931,9.80731034482759
"5","01-05",11.3981379310345,9.52855172413793
"6","01-06",9.64875862068966,8.57527586206897
"7","01-07",9.53858620689655,9.49551724137931
"8","01-08",11.6724137931034,11.1055517241379
"9","01-09",10.926724137931,11.434
"10","01-10",9.87803448275862,10.0679655172414
"11","01-11",10.5581724137931,8.93206896551724
"12","01-12",9.69134482758621,10.1418965517241
"13","01-13",8.57993103448276,11.4650344827586
"14","01-14",8.14962068965517,10.3934482758621
"15","01-15",9.05203448275862,9.87986206896552
"16","01-16",10.0843448275862,11.5707586206897
"17","01-17",12.107724137931,11.9358965517241
"18","01-18",14.792724137931,11.0961379310345
"19","01-19",16.3338620689655,10.1708620689655
"20","01-20",15.1688965517241,7.94051724137931
"21","01-21",13.2799310344828,7.8818275862069
"22","01-22",12.4612068965517,8.62637931034483
"23","01-23",10.478724137931,8.19413793103448
"24","01-24",9.95779310344828,6.52379310344828
"25","01-25",11.4370344827586,5.43731034482759
"26","01-26",10.9299310344828,6.05589655172414
"27","01-27",10.5020344827586,6.78086206896552
"28","01-28",9.7738275862069,6.83365517241379
"29","01-29",7.79265517241379,6.58196551724138
"30","01-30",7.46868965517241,6.97724137931034
"31","01-31",8.20744827586207,6.6791724137931
"32","02-01",9.06213793103448,5.30275862068966
"33","02-02",9.20462068965517,5.61044827586207
"34","02-03",8.73286206896552,7.46937931034483
"35","02-04",9.05775862068966,8.18103448275862
"36","02-05",9.81589655172414,7.68727586206897
"37","02-06",10.3958965517241,7.15513793103448
"38","02-07",10.0203793103448,7.53013793103448
"39","02-08",10.985724137931,8.16920689655172
"40","02-09",13.3224137931034,8.24851724137931
"41","02-10",14.4064827586207,9.35141379310345
"42","02-11",11.9383103448276,9.08179310344828
"43","02-12",9.94068965517241,8.12189655172414
"44","02-13",8.97975862068965,6.9778275862069
"45","02-14",9.20503448275862,5.98072413793103
"46","02-15",10.283275862069,5.34544827586207
"47","02-16",10.0888275862069,5.92520689655172
"48","02-17",9.418,7.04465517241379
"49","02-18",8.83696551724138,7.02337931034483
"50","02-19",7.93831034482759,6.55324137931034
"51","02-20",6.83924137931034,5.95051724137931
"52","02-21",7.41262068965517,5.90406896551724
"53","02-22",8.06558620689655,6.71110344827586
"54","02-23",9.31193103448276,7.68744827586207
"55","02-24",10.5097931034483,7.47779310344828
"56","02-25",10.6337586206897,6.86837931034483
"57","02-26",10.1388275862069,6.51889655172414
"58","02-27",10.7943448275862,6.57748275862069
"59","02-28",11.9087931034483,7.21762068965517
"61","03-01",11.1905517241379,7.28189655172414
"62","03-02",10.8077586206897,6.12562068965517
"63","03-03",9.65058620689655,5.17106896551724
"64","03-04",8.53251724137931,4.52989655172414
"65","03-05",9.069,4.16193103448276
"66","03-06",9.00065517241379,4.07586206896552
"67","03-07",8.21344827586207,5.25127586206897
"68","03-08",9.73534482758621,6.55886206896552
"69","03-09",12.436,6.94365517241379
"70","03-10",11.639275862069,7.36486206896552
"71","03-11",10.6776551724138,7.84606896551724
"72","03-12",9.45131034482759,8.76493103448276
"73","03-13",7.76841379310345,8.21562068965517
"74","03-14",6.97072413793103,6.73941379310345
"75","03-15",6.94779310344828,6.38962068965517
