"","DayMonth","delta_cnrmcclm","delta_cnrmrca","delta_ecearthcclm","delta_ecearthhirham","delta_ecearthracmo","delta_ecearthrca","delta_hadgemrca","delta_ipslrca","delta_mpicclm","delta_mpirca","Baseline"
"1","01-01",27.9843793103448,21.5851379310345,8.55444827586207,9.84503448275862,19.4026551724138,11.6378275862069,7.829,13.6333793103448,14.4321724137931,14.6588275862069,72.3126551724138
"2","01-02",28.4757931034483,21.8508965517241,9.05506896551724,10.3205172413793,20.1178620689655,12.5033448275862,8.31513793103448,13.9754137931034,15.233275862069,15.4579655172414,73.8565862068966
"3","01-03",29.0434827586207,23.1001034482759,10.3982413793103,11.208275862069,21.1821379310345,13.9705862068966,9.514,15.3285172413793,16.3806896551724,16.7404137931034,76.5205172413793
"4","01-04",29.6660689655172,23.3103103448276,10.7262413793103,11.4005517241379,21.4661379310345,14.392724137931,9.7491724137931,15.6766551724138,16.7051034482759,17.1068275862069,78.9943793103448
"5","01-05",32.1119310344828,26.4676206896552,13.8138965517241,13.6264827586207,23.9832068965517,17.6863103448276,12.4569655172414,18.9076206896552,19.3718275862069,20.0513448275862,80.3267586206897
"6","01-06",32.8128965517241,26.400724137931,13.9824137931034,13.6771724137931,24.0420689655172,17.9960344827586,12.5935517241379,18.9865862068966,19.5012413793103,20.2106206896552,84.4636206896552
"7","01-07",35.0014827586207,26.4530689655172,14.2376896551724,13.9546551724138,24.5468275862069,18.5105172413793,12.9816206896552,19.1588620689655,19.9240344827586,20.6643103448276,86.4613793103448
"8","01-08",35.4778620689655,25.5152068965517,13.5379310344828,13.254,24.4744827586207,18.3128275862069,12.1368275862069,18.2597931034483,19.6503448275862,20.2894827586207,87.9221034482759
"9","01-09",35.4396206896552,25.0073448275862,13.1845517241379,12.7046206896552,24.263724137931,18.2634137931034,11.4144482758621,17.7615172413793,19.2971379310345,20.0334137931034,88.6460344827586
"10","01-10",34.7705172413793,25.1812413793103,13.2749655172414,12.7449655172414,24.1631034482759,18.3731034482759,11.3431724137931,17.9692413793103,19.3376206896552,20.0727586206897,92.1998275862069
"11","01-11",33.6474137931034,29.3998620689655,17.0991379310345,15.608,27.9025517241379,22.7730689655172,14.7113448275862,22.0905862068965,23.1680344827586,24.1259655172414,95.919724137931
"12","01-12",33.0274137931034,28.9827586206897,16.7891724137931,15.3661379310345,27.7766551724138,22.5193103448276,14.4143448275862,21.7433793103448,23.0516896551724,23.9488965517241,98.101275862069
