"","DayMonth","delta_cnrmcclm","delta_cnrmrca","delta_ecearthcclm","delta_ecearthhirham","delta_ecearthracmo","delta_ecearthrca","delta_hadgemrca","delta_ipslrca","delta_mpicclm","delta_mpirca","Baseline"
"1","01-01",28.6935172413793,47.5246896551724,26.4984482758621,16.4294827586207,45.7335862068966,40.5024827586207,23.3304137931034,37.2518965517241,33.6989655172414,38.1054482758621,72.3126551724138
"2","01-02",30.8557586206897,49.2757931034483,29.3026206896552,17.500724137931,46.0146896551724,43.1933103448276,24.6070689655172,37.4342413793103,36.225724137931,40.3050689655172,73.8565862068966
"3","01-03",32.7431034482759,50.5728620689655,31.2457586206897,18.7138620689655,46.3363448275862,44.9764482758621,26.1172068965517,38.2249655172414,38.4078965517241,41.9104137931034,76.5205172413793
"4","01-04",33.9967931034483,51.4433793103448,33.0582413793103,19.3488620689655,46.3093103448276,46.5915172413793,26.8427586206897,38.2742068965517,40.1990344827586,43.3234482758621,78.9943793103448
"5","01-05",36.800724137931,54.0904827586207,36.0634137931035,21.6873793103448,48.3154827586207,49.5587586206897,29.9565862068965,40.6962413793103,43.1777586206897,45.9073103448276,80.3267586206897
"6","01-06",38.0895862068965,55.101724137931,37.8794482758621,22.1872068965517,48.3441724137931,51.3067586206897,30.7567586206897,40.776275862069,45.2753103448276,47.5178965517241,84.4636206896552
"7","01-07",40.9877931034483,57.686275862069,41.090724137931,24.1130689655172,49.7353793103448,54.4508620689655,33.4585172413793,42.143275862069,48.1873793103448,50.0788620689655,86.4613793103448
"8","01-08",43.8437931034483,60.2029655172414,44.0699655172414,25.9139310344828,51.4172068965517,57.3911379310345,36.1662413793103,43.6564137931034,51.0914482758621,52.7541724137931,87.9221034482759
"9","01-09",45.1509310344828,61.1916206896552,45.7251034482759,26.3911034482759,51.3705172413793,58.9738620689655,37.1969310344828,44.0728965517241,53.0169310344828,54.2263448275862,88.6460344827586
"10","01-10",46.5200689655172,62.3347931034483,48.026724137931,26.7652068965517,51.4472413793103,61.0905172413793,37.8701379310345,44.0912413793103,55.7931724137931,56.5146206896552,92.1998275862069
"11","01-11",51.6911034482759,66.9865172413793,53.1996551724138,30.1281379310345,54.8902068965517,66.193,42.525,47.8774137931035,60.2640344827586,60.7132413793103,95.919724137931
"12","01-12",54.112275862069,68.9835517241379,55.931724137931,31.661,56.3437586206897,68.7978275862069,44.4739655172414,49.6257931034483,62.4645517241379,62.8181724137931,98.101275862069
"13","01-13",55.5263793103448,70.2941724137931,59.0334482758621,31.5645517241379,56.5331034482759,71.7443448275862,44.6635172413793,49.5065517241379,66.0188965517241,65.8338275862069,97.4036206896552
"14","01-14",56.6550689655172,71.520275862069,61.1744137931034,31.3662413793103,56.9180689655172,73.8105172413793,44.9815172413793,49.4913103448276,69.0188275862069,68.160275862069,98.2807931034483
"15","01-15",55.6030344827586,70.4010344827586,59.940275862069,30.5376896551724,55.7765172413793,72.4708620689655,44.2064482758621,48.4548275862069,68.1255517241379,66.9311034482759,98.9292413793103
"16","01-16",57.0313793103448,71.7061724137931,61.0019310344828,31.8796206896552,56.8932413793103,73.5315172413793,45.8932068965517,49.7719655172414,68.8251034482759,67.6964827586207,102.002068965517
"17","01-17",58.1470344827586,72.7445862068966,62.1341034482759,32.1924827586207,57.4071034482759,74.6665517241379,46.4873103448276,50.079724137931,69.6804827586207,68.5733103448276,102.064689655172
