"","DayMonth","delta_cnrmcclm","delta_cnrmrca","delta_ecearthcclm","delta_ecearthhirham","delta_ecearthracmo","delta_ecearthrca","delta_hadgemrca","delta_ipslrca","delta_mpicclm","delta_mpirca","Baseline"
"1","01-01",12.4200689655172,13.1883793103448,10.3922413793103,10.6572413793103,11.6362413793103,10.9664137931034,12.4510344827586,13.2962068965517,9.465,11.1303448275862,9.82862068965517
"2","01-02",14.8769655172414,15.6691379310345,12.2088275862069,11.7190689655172,13.8940344827586,13.3298620689655,14.3249655172414,16.5476896551724,11.1828620689655,13.7366206896552,9.54806896551724
"3","01-03",16.3080689655172,17.1622413793103,13.6665172413793,12.8366206896552,15.3529655172414,14.901724137931,15.5813103448276,18.340275862069,12.7555862068966,15.6471724137931,9.14162068965517
"4","01-04",16.0645862068966,16.8379655172414,13.5100689655172,12.4769655172414,15.103275862069,14.721724137931,15.0693448275862,18.1615862068966,12.8647586206897,15.6372068965517,9.80731034482759
"5","01-05",14.238275862069,14.8461034482759,12.1269310344828,11.1434482758621,13.3971724137931,13.1453793103448,13.3273448275862,16.1156206896552,11.6346896551724,13.9591379310345,9.52855172413793
"6","01-06",13.4199655172414,13.9906896551724,11.5900344827586,10.7127586206897,12.6777586206897,12.5148620689655,12.516,15.2883793103448,11.187724137931,13.3528965517241,8.57527586206897
"7","01-07",14.080724137931,14.106,11.3962068965517,10.4004137931034,13.4476896551724,12.4491034482759,12.6301724137931,16.6635862068966,10.8768275862069,13.1429655172414,9.49551724137931
"8","01-08",13.6434482758621,13.4077586206897,10.4995172413793,9.40268965517241,13.2661034482759,11.5748620689655,12.0364137931034,17.2744137931034,9.88868965517241,12.1015172413793,11.1055517241379
"9","01-09",12.5843103448276,12.3785862068966,9.69551724137931,8.75627586206897,12.49,10.654724137931,11.1008965517241,16.6110344827586,9.24458620689655,11.1973793103448,11.434
"10","01-10",13.6484482758621,13.5038275862069,10.7389655172414,9.69258620689655,13.2981034482759,11.6743103448276,12.0638965517241,17.5669655172414,10.065275862069,12.3341379310345,10.0679655172414
"11","01-11",15.1748620689655,15.2528275862069,11.9582413793103,10.6508620689655,14.4378965517241,12.9362068965517,13.6127586206897,18.5188965517241,10.9193103448276,13.7035517241379,8.93206896551724
"12","01-12",14.3563793103448,14.2846896551724,11.2276896551724,10.0249655172414,13.5938275862069,12.074724137931,12.8570689655172,17.7098620689655,10.2291034482759,12.7892068965517,10.1418965517241
"13","01-13",15.8034482758621,15.3995517241379,12.243,10.9046551724138,14.6392413793103,12.9661034482759,14.2034137931034,19.2941379310345,10.7071724137931,13.7388620689655,11.4650344827586
"14","01-14",19.324,18.5195517241379,14.8903448275862,13.1191034482759,17.751275862069,15.6167931034483,17.5741379310345,23.1911724137931,12.5557586206897,16.5298275862069,10.3934482758621
"15","01-15",19.843,19.3716551724138,15.7863793103448,14.1123448275862,18.0195517241379,16.4485862068966,18.4036551724138,23.1057931034483,13.4494137931034,17.4853103448276,9.87986206896552
"16","01-16",18.1303448275862,18.2846896551724,15.4024482758621,14.1265517241379,16.3297931034483,15.9559310344828,17.337,20.3040344827586,13.5287931034483,16.9412413793103,11.5707586206897
"17","01-17",14.9134137931034,15.0818275862069,12.7549310344828,11.7939655172414,13.5157586206897,13.2348620689655,14.3394482758621,16.4879655172414,11.3457931034483,14.0009655172414,11.9358965517241
"18","01-18",13.4585172413793,13.3544137931034,11.0703448275862,10.2625862068966,12.4920689655172,11.5404137931034,12.690275862069,15.3024137931034,9.95324137931035,12.1380689655172,11.0961379310345
"19","01-19",14.6694827586207,14.6103793103448,12.1863793103448,11.1923793103448,13.5280689655172,12.7082413793103,13.8761724137931,16.5998965517241,10.7958965517241,13.3318275862069,10.1708620689655
"20","01-20",16.0165862068966,15.9746206896552,13.323,12.1445517241379,14.5219655172414,13.9253793103448,15.2046551724138,17.7699655172414,11.6301724137931,14.5432068965517,7.94051724137931
"21","01-21",18.4114482758621,17.9895862068966,14.8723448275862,13.6298965517241,16.6892413793103,15.4992413793103,17.1463793103448,20.6407931034483,12.9976551724138,16.1903793103448,7.8818275862069
"22","01-22",19.1681034482759,18.9317586206897,15.5761724137931,14.3365517241379,17.3308275862069,16.188724137931,17.9507931034483,21.8434482758621,13.6683103448276,16.9696896551724,8.62637931034483
"23","01-23",18.5967931034483,18.4008620689655,15.0690344827586,13.6271034482759,16.7804482758621,15.7052068965517,17.4749655172414,21.6295517241379,12.9465862068966,16.3122413793103,8.19413793103448
"24","01-24",18.0165862068966,17.3141379310345,14.1174137931034,12.6925862068966,16.4064137931034,14.7300344827586,16.6366206896552,21.145,12.0396551724138,15.1963103448276,6.52379310344828
"25","01-25",14.6661034482759,13.9467586206897,11.4671034482759,10.3970344827586,13.5742068965517,12.0144137931034,13.4441034482759,17.6641724137931,10.0059310344828,12.3054137931034,5.43731034482759
"26","01-26",12.6419655172414,11.622,9.35724137931035,8.50779310344828,12.0239655172414,9.98537931034483,11.3447586206897,15.5181034482759,8.23655172413793,9.96479310344828,6.05589655172414
"27","01-27",11.4792068965517,10.5563793103448,8.43241379310345,7.73210344827586,10.9943793103448,9.04362068965517,10.2464137931034,14.1478965517241,7.53803448275862,9.04962068965517,6.78086206896552
"28","01-28",10.184724137931,9.52634482758621,7.72248275862069,7.09734482758621,9.65231034482759,8.30310344827586,9.19027586206897,12.2221379310345,6.86575862068965,8.3308275862069,6.83365517241379
"29","01-29",10.8788275862069,10.2174137931034,8.20641379310345,7.29513793103448,9.99706896551724,8.84458620689655,9.87872413793103,12.425724137931,6.96410344827586,8.89551724137931,6.58196551724138
"30","01-30",12.3709310344828,11.994,9.80631034482759,8.73858620689655,11.0184827586207,10.4104482758621,11.5103793103448,14.377275862069,8.26855172413793,10.6689655172414,6.97724137931034
"31","01-31",13.01,12.8056551724138,10.7249310344828,9.76734482758621,11.6258275862069,11.2863448275862,12.3542068965517,15.2516551724138,9.25248275862069,11.5753793103448,6.6791724137931
"32","02-01",12.5568620689655,12.8116551724138,11.7121034482759,10.4481379310345,11.3012068965517,11.8097586206897,11.8324827586207,13.5653793103448,10.2445172413793,11.897275862069,5.30275862068966
"33","02-02",11.1681724137931,12.0462068965517,12.6202068965517,9.72896551724138,9.75096551724138,11.7197586206897,10.2205517241379,11.6333793103448,10.4241034482759,10.9587586206897,5.61044827586207
"34","02-03",11.7518275862069,13.0055517241379,14.0773448275862,10.082,9.7601724137931,12.933,10.1401379310345,11.6192068965517,11.5776551724138,11.4473448275862,7.46937931034483
"35","02-04",12.3878275862069,13.5583793103448,13.8184482758621,10.7043103448276,10.1408275862069,13.0913448275862,10.463,11.3001724137931,11.7486551724138,12.1698275862069,8.18103448275862
"36","02-05",14.0377586206897,15.1805172413793,14.7884482758621,12.2656551724138,11.412724137931,14.4466206896552,11.6232068965517,12.2681724137931,12.8221724137931,13.87,7.68727586206897
"37","02-06",14.4412413793103,15.5599655172414,15.0653448275862,12.5684137931034,11.7513448275862,14.8497931034483,11.7902413793103,12.7825862068966,13.1819655172414,14.1228275862069,7.15513793103448
"38","02-07",12.8896206896552,13.7976896551724,13.2131034482759,11.1716206896552,10.415724137931,13.0458620689655,10.3781724137931,11.3084482758621,11.5438275862069,12.4774827586207,7.53013793103448
"39","02-08",12.0078620689655,12.6244482758621,11.8671379310345,10.4933448275862,9.82793103448276,11.8468275862069,9.72413793103448,10.4318620689655,10.5395862068966,11.5957586206897,8.16920689655172
