"","DayMonth","delta_cnrmcclm","delta_cnrmrca","delta_ecearthcclm","delta_ecearthhirham","delta_ecearthracmo","delta_ecearthrca","delta_hadgemrca","delta_ipslrca","delta_mpicclm","delta_mpirca","Baseline"
"1","01-01",13.8332068965517,14.3194482758621,11.2870344827586,12.0587586206897,12.4466896551724,12.3724482758621,14.5527931034483,12.3514482758621,12.5819655172414,12.9913448275862,9.82862068965517
"2","01-02",11.9888620689655,16.9983103448276,14.6990689655172,13.0637931034483,13.9166551724138,15.7098620689655,15.8337931034483,15.8158620689655,14.1956896551724,15.2027931034483,9.54806896551724
"3","01-03",11.3178620689655,18.7541724137931,16.7864137931034,13.808275862069,15.0116551724138,17.598275862069,16.8500344827586,17.9162068965517,15.266275862069,16.5495172413793,9.14162068965517
"4","01-04",11.4850344827586,18.534275862069,16.6992068965517,13.3154137931034,14.5517931034483,17.4741724137931,16.2284482758621,17.7484482758621,14.791,16.1981034482759,9.80731034482759
"5","01-05",11.6161034482759,16.4618275862069,14.9548275862069,11.9102413793103,12.9315862068966,15.6068620689655,14.366275862069,15.817724137931,13.1845172413793,14.4389310344828,9.52855172413793
"6","01-06",12.2000344827586,15.7100689655172,14.2267931034483,11.2805517241379,12.3107586206897,14.8436206896552,13.5185862068966,15.103,12.4922413793103,13.6836896551724,8.57527586206897
"7","01-07",11.4068275862069,17.35,15.6197586206897,12.008,13.2402413793103,16.3750689655172,14.5279310344828,16.6531724137931,13.5386206896552,14.9599655172414,9.49551724137931
"8","01-08",10.4866551724138,18.1663448275862,16.3405172413793,12.3164482758621,13.4423448275862,16.8791724137931,15.0359310344828,17.470724137931,13.9175517241379,15.4801724137931,11.1055517241379
"9","01-09",10.6256206896552,17.8549655172414,16.1521724137931,12.1691724137931,12.9621724137931,16.3806551724138,15.0477931034483,17.3717586206897,13.5472413793103,15.0712413793103,11.434
"10","01-10",11.3794137931034,18.5652413793103,17.0412068965517,12.7616896551724,13.813,17.4225172413793,15.9797586206897,18.1256206896552,14.3645172413793,15.984275862069,10.0679655172414
"11","01-11",12.3023448275862,19.4418275862069,18.1743793103448,13.5206206896552,14.7144137931034,18.5631379310345,16.9053103448276,19.1109310344828,15.181,16.9271724137931,8.93206896551724
"12","01-12",11.6510344827586,18.7950689655172,17.5889655172414,13.0736551724138,13.9492413793103,17.99,16.2565517241379,18.4614137931034,14.4512413793103,16.2105172413793,10.1418965517241
"13","01-13",11.0456551724138,20.4680689655172,19.007,14.0113103448276,15.398275862069,19.7388620689655,17.2567931034483,19.9772068965517,15.9124827586207,17.7564827586207,11.4650344827586
"14","01-14",11.8038275862069,24.4306896551724,22.4725862068966,16.7347586206897,18.7431379310345,23.5619310344828,20.1921379310345,23.7670344827586,19.265724137931,21.3131724137931,10.3934482758621
"15","01-15",11.9188965517241,24.0974827586207,21.9842068965517,16.4157931034483,18.731724137931,23.1674482758621,19.7275172413793,23.4275517241379,19.1088965517241,21.1082413793103,9.87986206896552
"16","01-16",12.0227586206897,21.0579310344828,19.2410344827586,14.6146206896552,16.6411379310345,20.2772413793103,17.486275862069,20.5026551724138,16.8730689655172,18.572275862069,11.5707586206897
"17","01-17",12.1597586206897,17.0006896551724,15.7647931034483,12.170724137931,13.6487931034483,16.5249310344828,14.4678275862069,16.6636551724138,13.8867586206897,15.1934827586207,11.9358965517241
