date        time     1OBSRUNOF 1SIMRUNOF 
dd.mm.yyyy  hh:mm:ss        mm        mm 
01.09.1999  00:00:00     1.803     0.000 
02.09.1999  00:00:00     1.390     0.060 
03.09.1999  00:00:00     1.190     0.118 
04.09.1999  00:00:00     1.039     0.106 
05.09.1999  00:00:00     0.921     0.096 
06.09.1999  00:00:00     0.791     0.084 
07.09.1999  00:00:00     0.705     0.074 
08.09.1999  00:00:00     0.650     0.140 
09.09.1999  00:00:00     0.622     0.210 
10.09.1999  00:00:00     0.656     0.390 
11.09.1999  00:00:00     0.727     0.523 
12.09.1999  00:00:00     0.797     0.445 
13.09.1999  00:00:00     0.882     0.374 
14.09.1999  00:00:00     0.807     0.305 
15.09.1999  00:00:00     0.786     0.360 
16.09.1999  00:00:00     0.804     0.702 
17.09.1999  00:00:00     1.129     1.209 
18.09.1999  00:00:00     3.079     1.963 
19.09.1999  00:00:00     6.825     3.377 
20.09.1999  00:00:00     9.005     4.583 
21.09.1999  00:00:00     8.254     5.712 
22.09.1999  00:00:00    11.869     6.733 
23.09.1999  00:00:00    13.876     7.193 
24.09.1999  00:00:00    11.873     6.888 
25.09.1999  00:00:00    10.954     8.020 
26.09.1999  00:00:00    10.523     8.017 
27.09.1999  00:00:00    10.694     7.549 
28.09.1999  00:00:00     8.538     6.972 
29.09.1999  00:00:00     6.603     5.259 
30.09.1999  00:00:00     5.913     4.258 
01.10.1999  00:00:00     5.808     4.444 
02.10.1999  00:00:00     6.334     7.456 
03.10.1999  00:00:00     8.230    10.239 
04.10.1999  00:00:00     9.525    10.318 
05.10.1999  00:00:00     8.143     8.653 
06.10.1999  00:00:00     5.774     6.267 
07.10.1999  00:00:00     4.150     4.346 
08.10.1999  00:00:00     3.245     3.829 
09.10.1999  00:00:00     2.648     3.362 
10.10.1999  00:00:00     2.301     2.513 
11.10.1999  00:00:00     2.148     2.493 
12.10.1999  00:00:00     2.837     4.883 
13.10.1999  00:00:00     3.939     5.746 
14.10.1999  00:00:00     4.378     3.962 
15.10.1999  00:00:00     3.676     2.774 
16.10.1999  00:00:00     2.878     2.370 
17.10.1999  00:00:00     2.302     2.129 
18.10.1999  00:00:00     1.879     1.910 
19.10.1999  00:00:00     1.598     1.712 
20.10.1999  00:00:00     1.378     1.532 
21.10.1999  00:00:00     1.205     1.368 
22.10.1999  00:00:00     1.148     1.289 
23.10.1999  00:00:00     1.225     1.568 
24.10.1999  00:00:00     1.807     2.863 
25.10.1999  00:00:00     4.997     5.266 
26.10.1999  00:00:00    11.143     7.938 
27.10.1999  00:00:00    11.252     8.281 
28.10.1999  00:00:00     8.455     6.135 
29.10.1999  00:00:00     5.193     4.551 
30.10.1999  00:00:00     3.807     3.177 
31.10.1999  00:00:00     4.318     5.322 
01.11.1999  00:00:00     7.034     7.819 
02.11.1999  00:00:00    11.323     9.635 
03.11.1999  00:00:00    11.179    10.189 
04.11.1999  00:00:00     8.020     7.869 
05.11.1999  00:00:00     5.585     5.990 
06.11.1999  00:00:00     5.403     5.002 
07.11.1999  00:00:00     9.717     6.844 
08.11.1999  00:00:00    10.145     7.617 
09.11.1999  00:00:00     7.128     5.986 
10.11.1999  00:00:00     4.958     4.631 
11.11.1999  00:00:00     3.667     3.218 
12.11.1999  00:00:00     2.863     2.538 
13.11.1999  00:00:00     2.320     2.307 
14.11.1999  00:00:00     1.969     2.105 
15.11.1999  00:00:00     1.689     1.909 
16.11.1999  00:00:00     1.521     1.821 
17.11.1999  00:00:00     1.378     1.735 
18.11.1999  00:00:00     1.273     1.563 
19.11.1999  00:00:00     1.238     1.415 
20.11.1999  00:00:00     1.095     1.281 
21.11.1999  00:00:00     0.913     1.152 
22.11.1999  00:00:00     0.889     1.074 
23.11.1999  00:00:00     0.841     1.062 
24.11.1999  00:00:00     0.912     1.395 
25.11.1999  00:00:00     2.092     2.914 
26.11.1999  00:00:00     4.027     5.042 
27.11.1999  00:00:00     7.093     7.736 
28.11.1999  00:00:00    10.036     9.619 
29.11.1999  00:00:00    18.670    15.232 
30.11.1999  00:00:00    18.408    14.922 
01.12.1999  00:00:00    16.047    16.601 
02.12.1999  00:00:00    11.799    15.179 
03.12.1999  00:00:00     7.586     8.973 
04.12.1999  00:00:00     5.033     6.246 
05.12.1999  00:00:00     3.509     4.344 
06.12.1999  00:00:00     2.900     3.037 
07.12.1999  00:00:00     4.700     3.834 
08.12.1999  00:00:00     6.463     6.231 
09.12.1999  00:00:00    10.681     8.727 
10.12.1999  00:00:00    18.884    15.793 
11.12.1999  00:00:00    14.091    14.899 
12.12.1999  00:00:00     8.040     8.920 
13.12.1999  00:00:00     4.961     6.214 
14.12.1999  00:00:00     3.826     4.327 
15.12.1999  00:00:00     2.973     3.034 
16.12.1999  00:00:00     2.130     2.539 
17.12.1999  00:00:00     2.136     2.296 
18.12.1999  00:00:00     2.567     2.082 
19.12.1999  00:00:00     2.567     1.887 
20.12.1999  00:00:00     2.567     1.706 
21.12.1999  00:00:00     2.567     1.543 
22.12.1999  00:00:00     2.102     1.395 
23.12.1999  00:00:00     1.631     1.292 
24.12.1999  00:00:00     4.849     2.429 
25.12.1999  00:00:00    20.935    18.132 
26.12.1999  00:00:00    23.239    36.303 
27.12.1999  00:00:00    13.891    27.126 
28.12.1999  00:00:00     7.910    13.000 
29.12.1999  00:00:00     4.993     8.302 
30.12.1999  00:00:00     3.613     5.787 
31.12.1999  00:00:00     2.914     4.034 
01.01.2000  00:00:00     2.342     2.976 
02.01.2000  00:00:00     2.338     3.202 
03.01.2000  00:00:00     3.178     5.692 
04.01.2000  00:00:00     4.949     8.794 
05.01.2000  00:00:00     5.143     8.600 
06.01.2000  00:00:00     8.008     9.501 
07.01.2000  00:00:00    14.712    13.769 
08.01.2000  00:00:00    15.897    17.561 
09.01.2000  00:00:00    15.616    18.297 
10.01.2000  00:00:00    11.103    12.818 
11.01.2000  00:00:00     7.674     9.467 
12.01.2000  00:00:00     7.036    10.025 
13.01.2000  00:00:00     7.216    10.145 
14.01.2000  00:00:00     6.140     8.407 
15.01.2000  00:00:00     4.631     6.264 
16.01.2000  00:00:00     3.422     4.367 
17.01.2000  00:00:00     3.029     3.736 
18.01.2000  00:00:00     3.375     3.999 
19.01.2000  00:00:00     3.710     3.481 
20.01.2000  00:00:00     3.822     2.672 
21.01.2000  00:00:00     3.225     2.433 
22.01.2000  00:00:00     2.796     2.214 
23.01.2000  00:00:00     2.402     2.001 
24.01.2000  00:00:00     2.009     1.809 
25.01.2000  00:00:00     1.616     1.635 
26.01.2000  00:00:00     1.241     1.478 
27.01.2000  00:00:00     1.093     1.377 
28.01.2000  00:00:00     1.013     1.465 
29.01.2000  00:00:00     1.307     1.659 
30.01.2000  00:00:00     2.501     4.406 
31.01.2000  00:00:00     3.304     6.982 
01.02.2000  00:00:00     3.381     4.866 
02.02.2000  00:00:00     2.723     3.392 
03.02.2000  00:00:00     2.352     2.643 
04.02.2000  00:00:00     2.101     2.420 
05.02.2000  00:00:00     3.547     2.741 
06.02.2000  00:00:00     6.968     5.183 
07.02.2000  00:00:00    11.288     9.354 
08.02.2000  00:00:00    12.203    12.343 
09.02.2000  00:00:00     9.036    10.716 
10.02.2000  00:00:00     6.738     8.408 
11.02.2000  00:00:00     8.726    11.237 
12.02.2000  00:00:00     9.785    16.232 
13.02.2000  00:00:00    10.139    12.832 
14.02.2000  00:00:00     7.458     8.954 
15.02.2000  00:00:00     5.082     6.251 
16.02.2000  00:00:00     3.745     4.358 
17.02.2000  00:00:00     2.835     3.059 
18.02.2000  00:00:00     2.298     2.558 
19.02.2000  00:00:00     1.941     2.313 
20.02.2000  00:00:00     1.727     2.092 
21.02.2000  00:00:00     1.618     1.892 
22.02.2000  00:00:00     1.440     1.711 
23.02.2000  00:00:00     1.194     1.547 
24.02.2000  00:00:00     1.152     1.401 
25.02.2000  00:00:00     1.137     1.339 
26.02.2000  00:00:00     1.049     1.355 
27.02.2000  00:00:00     1.208     1.449 
28.02.2000  00:00:00     6.357     7.017 
29.02.2000  00:00:00    11.828    16.478 
01.03.2000  00:00:00     9.539    12.278 
02.03.2000  00:00:00     6.290     8.260 
03.03.2000  00:00:00     4.766     5.887 
04.03.2000  00:00:00     3.569     4.160 
05.03.2000  00:00:00     2.621     2.957 
06.03.2000  00:00:00     2.778     2.556 
07.03.2000  00:00:00     5.507     4.251 
08.03.2000  00:00:00     6.900     6.454 
09.03.2000  00:00:00     6.176     6.741 
10.03.2000  00:00:00     4.869     5.842 
11.03.2000  00:00:00     3.822     4.073 
12.03.2000  00:00:00     3.032     2.902 
13.03.2000  00:00:00     2.531     2.647 
14.03.2000  00:00:00     2.502     2.810 
15.03.2000  00:00:00     2.144     2.773 
16.03.2000  00:00:00     2.540     2.497 
17.03.2000  00:00:00     2.131     2.305 
18.03.2000  00:00:00     1.956     2.483 
19.03.2000  00:00:00     2.096     2.916 
20.03.2000  00:00:00     2.713     3.631 
21.03.2000  00:00:00     5.056     4.700 
22.03.2000  00:00:00     7.387     5.027 
23.03.2000  00:00:00     6.960     4.045 
24.03.2000  00:00:00     5.132     2.893 
25.03.2000  00:00:00     3.796     2.504 
26.03.2000  00:00:00     3.011     2.304 
27.03.2000  00:00:00     2.430     2.138 
28.03.2000  00:00:00     1.982     1.948 
29.03.2000  00:00:00     1.710     1.757 
30.03.2000  00:00:00     1.485     1.610 
31.03.2000  00:00:00     1.425     1.696 
01.04.2000  00:00:00     1.502     2.057 
02.04.2000  00:00:00     1.871     2.423 
03.04.2000  00:00:00     2.393     2.501 
04.04.2000  00:00:00     2.837     2.325 
05.04.2000  00:00:00     2.582     2.106 
06.04.2000  00:00:00     2.333     1.900 
07.04.2000  00:00:00     2.420     1.901 
08.04.2000  00:00:00     3.479     2.354 
09.04.2000  00:00:00     4.383     2.955 
10.04.2000  00:00:00     4.437     3.308 
11.04.2000  00:00:00     4.195     3.563 
12.04.2000  00:00:00     4.019     4.050 
13.04.2000  00:00:00     3.877     4.617 
14.04.2000  00:00:00     4.088     5.689 
15.04.2000  00:00:00     4.378     5.863 
16.04.2000  00:00:00     4.386     4.690 
17.04.2000  00:00:00     4.134     3.868 
18.04.2000  00:00:00     5.231     5.740 
19.04.2000  00:00:00     6.409     7.679 
20.04.2000  00:00:00     7.588     7.941 
21.04.2000  00:00:00     8.766     9.420 
22.04.2000  00:00:00     9.945    13.034 
23.04.2000  00:00:00    11.124    13.139 
24.04.2000  00:00:00    10.942     9.898 
25.04.2000  00:00:00     8.332     7.385 
26.04.2000  00:00:00     6.195     5.869 
27.04.2000  00:00:00     5.048     5.354 
28.04.2000  00:00:00     4.789     5.240 
29.04.2000  00:00:00     4.839     4.789 
30.04.2000  00:00:00     5.030     4.115 
01.05.2000  00:00:00     4.818     3.578 
02.05.2000  00:00:00     4.287     4.337 
03.05.2000  00:00:00     3.727     4.469 
04.05.2000  00:00:00     3.289     3.282 
05.05.2000  00:00:00     2.795     2.615 
06.05.2000  00:00:00     2.307     2.426 
07.05.2000  00:00:00     1.896     2.274 
08.05.2000  00:00:00     1.603     2.124 
09.05.2000  00:00:00     1.343     1.991 
10.05.2000  00:00:00     1.160     1.865 
11.05.2000  00:00:00     0.981     1.737 
12.05.2000  00:00:00     0.828     1.604 
13.05.2000  00:00:00     0.698     1.467 
14.05.2000  00:00:00     0.619     1.345 
15.05.2000  00:00:00     0.533     1.233 
16.05.2000  00:00:00     0.445     1.120 
17.05.2000  00:00:00     0.449     1.022 
18.05.2000  00:00:00     0.572     1.489 
19.05.2000  00:00:00     0.698     2.041 
20.05.2000  00:00:00     0.983     2.028 
21.05.2000  00:00:00     1.382     1.848 
22.05.2000  00:00:00     1.461     1.640 
23.05.2000  00:00:00     1.405     1.453 
24.05.2000  00:00:00     1.293     1.517 
25.05.2000  00:00:00     1.190     1.571 
26.05.2000  00:00:00     1.156     1.397 
27.05.2000  00:00:00     1.359     1.365 
28.05.2000  00:00:00     4.562     3.635 
29.05.2000  00:00:00     9.995     7.599 
30.05.2000  00:00:00     9.877     7.091 
31.05.2000  00:00:00     6.560     5.189 
01.06.2000  00:00:00     4.335     3.579 
02.06.2000  00:00:00     3.470     3.962 
03.06.2000  00:00:00     3.085     4.107 
04.06.2000  00:00:00     2.823     2.866 
05.06.2000  00:00:00     2.393     2.306 
06.06.2000  00:00:00     1.991     2.053 
07.06.2000  00:00:00     1.681     1.841 
08.06.2000  00:00:00     1.390     1.648 
09.06.2000  00:00:00     1.153     1.451 
10.06.2000  00:00:00     0.977     1.271 
11.06.2000  00:00:00     0.828     1.117 
12.06.2000  00:00:00     0.767     1.088 
13.06.2000  00:00:00     0.777     1.286 
14.06.2000  00:00:00     0.911     1.578 
15.06.2000  00:00:00     0.981     1.611 
16.06.2000  00:00:00     1.112     1.438 
17.06.2000  00:00:00     0.977     1.276 
18.06.2000  00:00:00     0.960     1.113 
19.06.2000  00:00:00     0.784     0.965 
20.06.2000  00:00:00     0.692     0.833 
21.06.2000  00:00:00     0.650     0.712 
22.06.2000  00:00:00     0.650     0.911 
23.06.2000  00:00:00     1.510     1.808 
24.06.2000  00:00:00     4.230     3.918 
25.06.2000  00:00:00     5.435     4.405 
26.06.2000  00:00:00     4.506     3.441 
27.06.2000  00:00:00     3.538     2.635 
28.06.2000  00:00:00     2.729     2.194 
29.06.2000  00:00:00     2.167     1.973 
30.06.2000  00:00:00     1.781     1.801 
01.07.2000  00:00:00     1.623     1.885 
02.07.2000  00:00:00     1.588     1.929 
03.07.2000  00:00:00     1.449     1.713 
04.07.2000  00:00:00     1.331     1.511 
05.07.2000  00:00:00     1.149     1.326 
06.07.2000  00:00:00     0.974     1.157 
07.07.2000  00:00:00     0.832     1.003 
08.07.2000  00:00:00     0.676     0.862 
09.07.2000  00:00:00     0.554     0.734 
10.07.2000  00:00:00     0.623     0.827 
11.07.2000  00:00:00     2.411     1.622 
12.07.2000  00:00:00     7.141     2.782 
13.07.2000  00:00:00     6.805     2.860 
14.07.2000  00:00:00     4.544     2.238 
15.07.2000  00:00:00     3.094     1.992 
16.07.2000  00:00:00     2.271     1.774 
17.07.2000  00:00:00     1.740     1.574 
18.07.2000  00:00:00     1.459     1.391 
19.07.2000  00:00:00     1.382     1.237 
20.07.2000  00:00:00     1.145     1.091 
21.07.2000  00:00:00     0.939     0.943 
22.07.2000  00:00:00     0.781     0.809 
23.07.2000  00:00:00     0.666     0.686 
24.07.2000  00:00:00     0.575     0.579 
25.07.2000  00:00:00     0.509     0.582 
26.07.2000  00:00:00     0.585     0.711 
27.07.2000  00:00:00     0.928     1.195 
28.07.2000  00:00:00     1.411     1.654 
29.07.2000  00:00:00     1.726     1.658 
30.07.2000  00:00:00     1.797     1.503 
31.07.2000  00:00:00     1.624     1.333 
01.08.2000  00:00:00     1.402     1.176 
02.08.2000  00:00:00     1.178     1.028 
03.08.2000  00:00:00     0.999     0.909 
04.08.2000  00:00:00     0.821     0.798 
05.08.2000  00:00:00     0.682     0.680 
06.08.2000  00:00:00     0.569     0.573 
07.08.2000  00:00:00     0.453     0.472 
08.08.2000  00:00:00     0.392     0.402 
09.08.2000  00:00:00     0.351     0.344 
10.08.2000  00:00:00     0.352     0.303 
11.08.2000  00:00:00     0.407     0.761 
12.08.2000  00:00:00     0.433     1.143 
13.08.2000  00:00:00     0.414     1.002 
14.08.2000  00:00:00     0.425     1.028 
15.08.2000  00:00:00     1.721     2.367 
16.08.2000  00:00:00     3.014     3.776 
17.08.2000  00:00:00     3.374     2.605 
18.08.2000  00:00:00     2.815     2.197 
19.08.2000  00:00:00     2.397     2.023 
20.08.2000  00:00:00     4.220     4.813 
21.08.2000  00:00:00     6.747     6.908 
22.08.2000  00:00:00     6.875     4.807 
23.08.2000  00:00:00     4.688     3.256 
24.08.2000  00:00:00     3.296     2.375 
25.08.2000  00:00:00     2.354     2.156 
26.08.2000  00:00:00     1.863     1.965 
27.08.2000  00:00:00     1.481     1.749 
28.08.2000  00:00:00     1.334     1.639 
29.08.2000  00:00:00     1.343     1.644 
30.08.2000  00:00:00     1.353     1.562 
31.08.2000  00:00:00     1.362     1.454 
01.09.2000  00:00:00     1.372     1.354 
02.09.2000  00:00:00     1.381     1.196 
03.09.2000  00:00:00     1.391     1.049 
04.09.2000  00:00:00     1.400     0.915 
05.09.2000  00:00:00     1.410     0.793 
06.09.2000  00:00:00     1.419     0.964 
07.09.2000  00:00:00     2.319     2.605 
08.09.2000  00:00:00     4.009     4.691 
09.09.2000  00:00:00     4.329     3.820 
10.09.2000  00:00:00     3.990     2.804 
11.09.2000  00:00:00     3.069     2.286 
12.09.2000  00:00:00     2.340     2.045 
13.09.2000  00:00:00     1.897     1.871 
14.09.2000  00:00:00     1.530     1.712 
15.09.2000  00:00:00     1.486     1.712 
16.09.2000  00:00:00     2.854     2.815 
17.09.2000  00:00:00     4.696     3.755 
18.09.2000  00:00:00     5.689     3.372 
19.09.2000  00:00:00     6.695     4.741 
20.09.2000  00:00:00     6.446     4.772 
21.09.2000  00:00:00     5.021     3.262 
22.09.2000  00:00:00     3.707     2.444 
23.09.2000  00:00:00     2.933     2.220 
24.09.2000  00:00:00     2.197     2.021 
25.09.2000  00:00:00     1.789     1.808 
26.09.2000  00:00:00     1.529     1.614 
27.09.2000  00:00:00     1.450     1.445 
28.09.2000  00:00:00     3.299     3.236 
29.09.2000  00:00:00    15.359    12.230 
30.09.2000  00:00:00    17.992    13.865 
01.10.2000  00:00:00    10.848     8.676 
02.10.2000  00:00:00     6.549     6.000 
03.10.2000  00:00:00     4.175     4.636 
04.10.2000  00:00:00     3.485     3.712 
05.10.2000  00:00:00     3.369     3.756 
06.10.2000  00:00:00     3.527     4.361 
07.10.2000  00:00:00     3.940     3.765 
08.10.2000  00:00:00     3.987     3.019 
09.10.2000  00:00:00     3.809     3.024 
10.10.2000  00:00:00     4.352     3.366 
11.10.2000  00:00:00     9.481     6.857 
12.10.2000  00:00:00    20.089    14.667 
13.10.2000  00:00:00    20.097    15.202 
14.10.2000  00:00:00    15.746    13.357 
15.10.2000  00:00:00    11.850    11.185 
16.10.2000  00:00:00     8.013     8.148 
17.10.2000  00:00:00     6.612     7.070 
18.10.2000  00:00:00     6.704     6.262 
19.10.2000  00:00:00     9.693     9.453 
20.10.2000  00:00:00    13.585    13.294 
21.10.2000  00:00:00    11.645    10.383 
22.10.2000  00:00:00    10.628    10.021 
23.10.2000  00:00:00     9.081     9.668 
24.10.2000  00:00:00     9.423     9.646 
25.10.2000  00:00:00     9.065     9.714 
26.10.2000  00:00:00     9.835    11.258 
27.10.2000  00:00:00     9.982    11.031 
28.10.2000  00:00:00     8.157     9.188 
29.10.2000  00:00:00    11.345    14.118 
30.10.2000  00:00:00    17.502    18.797 
31.10.2000  00:00:00    33.723    30.137 
01.11.2000  00:00:00    28.160    29.457 
02.11.2000  00:00:00    20.824    22.439 
03.11.2000  00:00:00    21.060    23.483 
04.11.2000  00:00:00    24.949    25.228 
05.11.2000  00:00:00    19.673    20.732 
06.11.2000  00:00:00    14.940    16.222 
07.11.2000  00:00:00    10.815    12.412 
08.11.2000  00:00:00    10.802    11.962 
09.11.2000  00:00:00    14.012    14.541 
10.11.2000  00:00:00    17.636    16.039 
11.11.2000  00:00:00    13.723    12.175 
12.11.2000  00:00:00    17.432    15.998 
13.11.2000  00:00:00    29.344    28.611 
14.11.2000  00:00:00    23.616    27.224 
15.11.2000  00:00:00    14.578    17.520 
16.11.2000  00:00:00    10.028    11.652 
17.11.2000  00:00:00    13.404    14.804 
18.11.2000  00:00:00    15.954    16.453 
19.11.2000  00:00:00    14.502    15.380 
20.11.2000  00:00:00    16.723    14.202 
21.11.2000  00:00:00    28.165    22.922 
22.11.2000  00:00:00    24.519    24.420 
23.11.2000  00:00:00    27.521    30.672 
24.11.2000  00:00:00    26.980    29.493 
25.11.2000  00:00:00    23.514    22.544 
26.11.2000  00:00:00    15.890    17.462 
27.11.2000  00:00:00    12.875    12.653 
28.11.2000  00:00:00    12.057    10.881 
29.11.2000  00:00:00    12.012    10.805 
30.11.2000  00:00:00    12.133    11.743 
01.12.2000  00:00:00    10.810     9.862 
02.12.2000  00:00:00    10.668    10.316 
03.12.2000  00:00:00    10.269    10.260 
04.12.2000  00:00:00     7.906     7.320 
05.12.2000  00:00:00     7.387     8.154 
06.12.2000  00:00:00     9.884    11.523 
07.12.2000  00:00:00    11.384    11.311 
08.12.2000  00:00:00     9.738     8.678 
09.12.2000  00:00:00    10.635     9.106 
10.12.2000  00:00:00    14.482    14.451 
11.12.2000  00:00:00    15.386    15.146 
12.12.2000  00:00:00    12.929    10.925 
13.12.2000  00:00:00    14.858    15.829 
14.12.2000  00:00:00    21.744    22.543 
15.12.2000  00:00:00    21.616    19.480 
16.12.2000  00:00:00    14.717    12.120 
17.12.2000  00:00:00     8.701     8.004 
18.12.2000  00:00:00     5.593     5.578 
19.12.2000  00:00:00     4.416     3.886 
20.12.2000  00:00:00     4.142     2.808 
21.12.2000  00:00:00     3.872     2.471 
22.12.2000  00:00:00     3.602     2.233 
23.12.2000  00:00:00     3.332     2.017 
24.12.2000  00:00:00     3.062     1.822 
25.12.2000  00:00:00     2.792     1.646 
26.12.2000  00:00:00     2.523     1.486 
27.12.2000  00:00:00     2.253     1.342 
28.12.2000  00:00:00     1.983     1.211 
29.12.2000  00:00:00     1.713     1.093 
30.12.2000  00:00:00     1.443     0.986 
31.12.2000  00:00:00     1.173     0.889 
01.01.2001  00:00:00     0.903     0.806 
02.01.2001  00:00:00     0.678     0.753 
03.01.2001  00:00:00     0.741     0.705 
04.01.2001  00:00:00     0.873     0.828 
05.01.2001  00:00:00     1.005     1.066 
06.01.2001  00:00:00     1.137     2.170 
07.01.2001  00:00:00     1.269     3.825 
08.01.2001  00:00:00     1.401     3.947 
09.01.2001  00:00:00     1.533     3.405 
10.01.2001  00:00:00     1.665     2.574 
11.01.2001  00:00:00     1.797     2.315 
12.01.2001  00:00:00     1.891     2.091 
13.01.2001  00:00:00     1.697     1.888 
14.01.2001  00:00:00     1.477     1.705 
15.01.2001  00:00:00     1.281     1.539 
16.01.2001  00:00:00     1.119     1.389 
17.01.2001  00:00:00     0.963     1.254 
18.01.2001  00:00:00     0.882     1.132 
19.01.2001  00:00:00     0.807     1.021 
20.01.2001  00:00:00     0.761     0.922 
21.01.2001  00:00:00     0.711     0.829 
22.01.2001  00:00:00     0.701     0.765 
23.01.2001  00:00:00     0.727     0.712 
24.01.2001  00:00:00     1.048     0.665 
25.01.2001  00:00:00     2.039     2.022 
26.01.2001  00:00:00     5.021     8.146 
27.01.2001  00:00:00     7.625    11.431 
28.01.2001  00:00:00     7.318     9.716 
29.01.2001  00:00:00     5.608     7.038 
30.01.2001  00:00:00     4.172     4.910 
31.01.2001  00:00:00     3.205     3.391 
01.02.2001  00:00:00     2.531     2.557 
02.02.2001  00:00:00     2.079     2.301 
03.02.2001  00:00:00     1.744     2.078 
04.02.2001  00:00:00     1.473     1.876 
05.02.2001  00:00:00     1.266     1.694 
06.02.2001  00:00:00     1.148     1.530 
07.02.2001  00:00:00     1.148     1.381 
08.02.2001  00:00:00     1.148     1.247 
09.02.2001  00:00:00     1.148     1.126 
10.02.2001  00:00:00     1.143     1.016 
11.02.2001  00:00:00     1.145     0.917 
12.02.2001  00:00:00     1.240     0.963 
13.02.2001  00:00:00     1.778     1.431 
14.02.2001  00:00:00     2.212     1.985 
15.02.2001  00:00:00     2.451     2.075 
16.02.2001  00:00:00     2.328     1.932 
17.02.2001  00:00:00     2.050     1.788 
18.02.2001  00:00:00     1.810     1.730 
19.02.2001  00:00:00     1.631     1.891 
20.02.2001  00:00:00     1.481     2.079 
21.02.2001  00:00:00     1.425     2.690 
22.02.2001  00:00:00     1.425     3.183 
23.02.2001  00:00:00     1.425     2.604 
24.02.2001  00:00:00     1.366     2.354 
25.02.2001  00:00:00     1.285     2.128 
26.02.2001  00:00:00     1.239     1.923 
27.02.2001  00:00:00     1.194     1.738 
28.02.2001  00:00:00     1.067     1.571 
01.03.2001  00:00:00     1.002     1.420 
02.03.2001  00:00:00     0.893     1.283 
03.03.2001  00:00:00     0.838     1.160 
04.03.2001  00:00:00     0.744     1.048 
05.03.2001  00:00:00     0.721     0.947 
06.03.2001  00:00:00     0.650     0.851 
07.03.2001  00:00:00     0.650     0.791 
08.03.2001  00:00:00     0.646     0.737 
09.03.2001  00:00:00     0.650     0.698 
10.03.2001  00:00:00     0.650     0.683 
11.03.2001  00:00:00     0.758     0.843 
12.03.2001  00:00:00     1.196     1.229 
13.03.2001  00:00:00     2.078     1.537 
14.03.2001  00:00:00     2.695     1.623 
15.03.2001  00:00:00     2.737     1.547 
16.03.2001  00:00:00     2.503     1.399 
17.03.2001  00:00:00     2.167     1.262 
18.03.2001  00:00:00     1.879     1.138 
19.03.2001  00:00:00     1.643     1.026 
20.03.2001  00:00:00     1.457     0.925 
21.03.2001  00:00:00     1.358     0.834 
22.03.2001  00:00:00     1.254     0.752 
23.03.2001  00:00:00     1.167     0.705 
24.03.2001  00:00:00     1.035     0.657 
25.03.2001  00:00:00     0.974     0.612 
26.03.2001  00:00:00     0.914     0.570 
27.03.2001  00:00:00     0.865     0.531 
28.03.2001  00:00:00     0.787     0.494 
29.03.2001  00:00:00     0.770     0.460 
30.03.2001  00:00:00     0.807     0.429 
31.03.2001  00:00:00     0.777     0.418 
01.04.2001  00:00:00     0.900     0.524 
02.04.2001  00:00:00     1.053     0.906 
03.04.2001  00:00:00     1.645     1.441 
04.04.2001  00:00:00     3.794     2.895 
05.04.2001  00:00:00    11.841    17.028 
06.04.2001  00:00:00    17.353    23.654 
07.04.2001  00:00:00    13.765    13.997 
08.04.2001  00:00:00     9.811    10.044 
09.04.2001  00:00:00     8.194     9.335 
10.04.2001  00:00:00     7.536     9.162 
11.04.2001  00:00:00     6.481     8.854 
12.04.2001  00:00:00     5.790     8.245 
13.04.2001  00:00:00     4.958     6.499 
14.04.2001  00:00:00     4.244     4.489 
15.04.2001  00:00:00     3.655     3.089 
16.04.2001  00:00:00     3.081     2.457 
17.04.2001  00:00:00     2.924     2.378 
18.04.2001  00:00:00     3.026     2.368 
19.04.2001  00:00:00     3.298     2.397 
20.04.2001  00:00:00     3.249     2.564 
21.04.2001  00:00:00     3.283     2.631 
22.04.2001  00:00:00     3.546     2.682 
23.04.2001  00:00:00     4.601     3.254 
24.04.2001  00:00:00     7.524     6.791 
25.04.2001  00:00:00    11.685     9.683 
26.04.2001  00:00:00    14.149    11.622 
27.04.2001  00:00:00    14.505    12.592 
28.04.2001  00:00:00    11.384    11.052 
29.04.2001  00:00:00    11.802    11.205 
30.04.2001  00:00:00    13.015    10.826 
01.05.2001  00:00:00    11.569     9.542 
02.05.2001  00:00:00    11.904     8.487 
03.05.2001  00:00:00    13.413     8.208 
04.05.2001  00:00:00    12.239     7.888 
05.05.2001  00:00:00     9.917     6.908 
06.05.2001  00:00:00     8.168     6.163 
07.05.2001  00:00:00     7.554     5.826 
08.05.2001  00:00:00     7.347     5.852 
09.05.2001  00:00:00     7.904     6.138 
10.05.2001  00:00:00     8.089     6.464 
11.05.2001  00:00:00     7.586     6.527 
12.05.2001  00:00:00     6.553     6.297 
13.05.2001  00:00:00     5.739     5.908 
14.05.2001  00:00:00     4.461     5.369 
15.05.2001  00:00:00     3.614     4.642 
16.05.2001  00:00:00     3.036     4.500 
17.05.2001  00:00:00     2.799     5.725 
18.05.2001  00:00:00     3.599     7.192 
19.05.2001  00:00:00     5.025     7.087 
20.05.2001  00:00:00     4.692     5.557 
21.05.2001  00:00:00     3.749     3.992 
22.05.2001  00:00:00     2.888     2.895 
23.05.2001  00:00:00     2.244     2.444 
24.05.2001  00:00:00     1.828     2.234 
25.05.2001  00:00:00     1.442     2.034 
26.05.2001  00:00:00     1.209     1.837 
