date        time     1OBSRUNOF 1SIMRUNOF 
dd.mm.yyyy  hh:mm:ss        mm        mm 
22.06.2004  00:00:00     0.400     1.660 
23.06.2004  00:00:00     0.996     1.576 
24.06.2004  00:00:00     3.165     1.683 
25.06.2004  00:00:00     5.957     2.273 
26.06.2004  00:00:00     6.779     2.535 
27.06.2004  00:00:00     5.504     2.183 
28.06.2004  00:00:00     4.094     2.177 
29.06.2004  00:00:00     3.160     2.162 
30.06.2004  00:00:00     2.584     1.980 
01.07.2004  00:00:00     2.216     1.957 
02.07.2004  00:00:00     1.841     1.928 
03.07.2004  00:00:00     1.566     1.770 
04.07.2004  00:00:00     1.378     1.630 
05.07.2004  00:00:00     1.224     1.546 
06.07.2004  00:00:00     1.126     1.460 
07.07.2004  00:00:00     0.974     1.281 
08.07.2004  00:00:00     0.848     1.118 
09.07.2004  00:00:00     0.927     1.246 
10.07.2004  00:00:00     1.469     1.443 
11.07.2004  00:00:00     2.182     1.402 
12.07.2004  00:00:00     2.322     1.279 
13.07.2004  00:00:00     2.019     1.117 
14.07.2004  00:00:00     1.566     0.970 
15.07.2004  00:00:00     1.219     0.834 
16.07.2004  00:00:00     0.960     0.711 
17.07.2004  00:00:00     0.790     0.598 
18.07.2004  00:00:00     0.836     1.078 
19.07.2004  00:00:00     0.974     1.514 
20.07.2004  00:00:00     0.984     1.347 
21.07.2004  00:00:00     1.060     1.194 
22.07.2004  00:00:00     1.049     1.053 
23.07.2004  00:00:00     0.958     0.916 
24.07.2004  00:00:00     0.889     0.936 
25.07.2004  00:00:00     0.807     0.991 
26.07.2004  00:00:00     0.735     1.110 
27.07.2004  00:00:00     0.689     1.169 
28.07.2004  00:00:00     0.631     1.020 
29.07.2004  00:00:00     0.539     0.884 
30.07.2004  00:00:00     0.479     0.759 
31.07.2004  00:00:00     0.428     0.645 
01.08.2004  00:00:00     0.389     0.541 
02.08.2004  00:00:00     0.364     0.523 
03.08.2004  00:00:00     0.349     0.538 
04.08.2004  00:00:00     0.341     0.565 
05.08.2004  00:00:00     0.368     0.656 
06.08.2004  00:00:00     0.416     0.670 
07.08.2004  00:00:00     0.463     0.587 
08.08.2004  00:00:00     0.575     0.490 
09.08.2004  00:00:00     0.650     0.410 
10.08.2004  00:00:00     0.650     0.355 
11.08.2004  00:00:00     0.559     0.305 
12.08.2004  00:00:00     0.468     0.261 
13.08.2004  00:00:00     0.407     0.223 
14.08.2004  00:00:00     0.361     0.190 
15.08.2004  00:00:00     0.331     0.161 
16.08.2004  00:00:00     0.292     0.137 
17.08.2004  00:00:00     0.301     0.126 
18.08.2004  00:00:00     0.295     0.237 
19.08.2004  00:00:00     0.425     0.544 
20.08.2004  00:00:00     1.217     1.140 
21.08.2004  00:00:00     2.480     1.532 
22.08.2004  00:00:00     2.993     1.446 
23.08.2004  00:00:00     2.477     1.279 
24.08.2004  00:00:00     1.988     1.127 
25.08.2004  00:00:00     2.932     1.477 
26.08.2004  00:00:00     9.778     4.772 
27.08.2004  00:00:00    12.837     7.189 
28.08.2004  00:00:00    10.874     6.567 
29.08.2004  00:00:00     8.937     5.691 
30.08.2004  00:00:00    10.001     8.945 
31.08.2004  00:00:00    14.481    10.976 
01.09.2004  00:00:00    12.146     8.346 
02.09.2004  00:00:00     7.501     6.209 
03.09.2004  00:00:00     4.899     4.267 
04.09.2004  00:00:00     3.537     2.916 
05.09.2004  00:00:00     2.675     2.310 
06.09.2004  00:00:00     2.086     2.067 
07.09.2004  00:00:00     1.654     1.846 
08.09.2004  00:00:00     1.383     1.644 
09.09.2004  00:00:00     1.169     1.461 
10.09.2004  00:00:00     0.961     1.294 
11.09.2004  00:00:00     0.836     1.143 
12.09.2004  00:00:00     0.825     1.336 
13.09.2004  00:00:00     1.541     1.840 
14.09.2004  00:00:00     5.484     5.409 
15.09.2004  00:00:00    11.164    10.375 
16.09.2004  00:00:00     9.881     9.579 
17.09.2004  00:00:00     6.934     7.081 
18.09.2004  00:00:00     7.789     8.281 
19.09.2004  00:00:00     9.170    12.017 
20.09.2004  00:00:00    13.553    15.712 
21.09.2004  00:00:00    20.541    16.048 
22.09.2004  00:00:00    14.634    11.367 
23.09.2004  00:00:00     8.221     7.582 
24.09.2004  00:00:00     4.976     5.252 
25.09.2004  00:00:00     3.439     3.615 
26.09.2004  00:00:00     2.562     2.666 
27.09.2004  00:00:00     2.023     2.453 
28.09.2004  00:00:00     1.668     2.278 
29.09.2004  00:00:00     1.383     2.044 
30.09.2004  00:00:00     1.176     1.832 
01.10.2004  00:00:00     1.008     1.639 
02.10.2004  00:00:00     1.260     1.464 
03.10.2004  00:00:00     4.359     5.892 
04.10.2004  00:00:00    11.455    12.189 
05.10.2004  00:00:00    24.623    24.582 
06.10.2004  00:00:00    20.486    24.413 
07.10.2004  00:00:00    16.974    17.404 
08.10.2004  00:00:00    16.511    15.563 
09.10.2004  00:00:00    11.698    10.629 
10.10.2004  00:00:00     7.177     7.330 
11.10.2004  00:00:00     4.748     5.078 
12.10.2004  00:00:00     3.399     3.507 
13.10.2004  00:00:00     2.625     2.601 
14.10.2004  00:00:00     2.131     2.367 
15.10.2004  00:00:00     1.864     2.314 
16.10.2004  00:00:00     2.275     2.394 
17.10.2004  00:00:00     7.559     6.368 
18.10.2004  00:00:00     8.300     8.735 
19.10.2004  00:00:00     5.963     6.262 
20.10.2004  00:00:00     4.215     4.411 
21.10.2004  00:00:00     5.178     5.803 
22.10.2004  00:00:00    14.454    14.718 
23.10.2004  00:00:00    20.911    24.547 
24.10.2004  00:00:00    14.933    17.966 
25.10.2004  00:00:00     9.635    10.314 
26.10.2004  00:00:00     9.988     9.654 
27.10.2004  00:00:00     9.294     8.418 
28.10.2004  00:00:00     6.639     5.846 
29.10.2004  00:00:00     4.808     4.612 
30.10.2004  00:00:00     3.601     3.717 
31.10.2004  00:00:00     2.853     2.712 
01.11.2004  00:00:00     2.323     2.390 
02.11.2004  00:00:00     1.974     2.152 
03.11.2004  00:00:00     1.768     1.937 
04.11.2004  00:00:00     2.280     2.403 
05.11.2004  00:00:00     3.851     4.509 
06.11.2004  00:00:00     4.673     4.649 
07.11.2004  00:00:00     4.039     3.217 
08.11.2004  00:00:00     3.214     2.643 
09.11.2004  00:00:00     2.703     2.909 
10.11.2004  00:00:00     2.438     3.167 
11.11.2004  00:00:00     2.512     3.270 
12.11.2004  00:00:00     3.198     5.349 
13.11.2004  00:00:00     4.131     6.026 
14.11.2004  00:00:00     4.131     4.299 
15.11.2004  00:00:00     3.517     3.054 
16.11.2004  00:00:00     2.911     2.529 
17.11.2004  00:00:00     2.479     2.280 
18.11.2004  00:00:00     2.164     2.056 
19.11.2004  00:00:00     1.731     1.853 
20.11.2004  00:00:00     1.521     1.670 
21.11.2004  00:00:00     1.331     1.504 
22.11.2004  00:00:00     1.269     1.354 
23.11.2004  00:00:00     1.178     1.219 
24.11.2004  00:00:00     1.031     1.096 
25.11.2004  00:00:00     1.031     0.987 
26.11.2004  00:00:00     1.758     1.381 
27.11.2004  00:00:00     3.459     2.262 
28.11.2004  00:00:00     4.195     2.598 
29.11.2004  00:00:00     3.725     2.378 
30.11.2004  00:00:00     3.028     2.147 
01.12.2004  00:00:00     2.512     2.226 
02.12.2004  00:00:00     2.238     2.309 
03.12.2004  00:00:00     1.991     2.105 
04.12.2004  00:00:00     1.819     1.905 
05.12.2004  00:00:00     2.028     2.255 
06.12.2004  00:00:00     2.950     3.721 
07.12.2004  00:00:00     3.976     5.108 
08.12.2004  00:00:00     4.264     5.747 
09.12.2004  00:00:00     4.020     5.068 
10.12.2004  00:00:00     3.385     3.587 
11.12.2004  00:00:00     2.795     2.689 
12.12.2004  00:00:00     2.347     2.405 
13.12.2004  00:00:00     1.935     2.172 
14.12.2004  00:00:00     1.819     2.173 
15.12.2004  00:00:00     3.317     4.227 
16.12.2004  00:00:00     5.717     6.246 
17.12.2004  00:00:00     8.739     9.260 
18.12.2004  00:00:00     9.317    10.615 
19.12.2004  00:00:00     6.803     7.625 
20.12.2004  00:00:00     4.576     5.309 
21.12.2004  00:00:00     3.354     3.695 
22.12.2004  00:00:00     3.248     2.724 
23.12.2004  00:00:00     4.933     3.711 
24.12.2004  00:00:00     6.271     4.651 
25.12.2004  00:00:00     5.574     3.583 
26.12.2004  00:00:00     4.200     2.684 
27.12.2004  00:00:00     3.060     2.409 
28.12.2004  00:00:00     3.334     2.178 
29.12.2004  00:00:00     3.814     1.970 
30.12.2004  00:00:00     5.351     1.801 
31.12.2004  00:00:00     8.070     2.014 
01.01.2005  00:00:00     7.852     2.176 
02.01.2005  00:00:00    10.186     3.707 
03.01.2005  00:00:00    10.821     5.437 
04.01.2005  00:00:00     8.730     5.454 
05.01.2005  00:00:00     8.570     7.575 
06.01.2005  00:00:00     9.452    11.720 
07.01.2005  00:00:00    16.905    20.237 
08.01.2005  00:00:00    27.505    29.502 
09.01.2005  00:00:00    27.847    32.598 
10.01.2005  00:00:00    23.006    31.808 
11.01.2005  00:00:00    24.087    26.882 
12.01.2005  00:00:00    18.391    21.466 
13.01.2005  00:00:00    17.340    20.713 
14.01.2005  00:00:00    13.409    14.753 
15.01.2005  00:00:00     8.088     8.924 
16.01.2005  00:00:00     5.794     6.477 
17.01.2005  00:00:00     5.754     6.024 
18.01.2005  00:00:00     7.212     8.203 
19.01.2005  00:00:00     7.933     8.331 
20.01.2005  00:00:00     6.588     5.871 
21.01.2005  00:00:00     4.866     4.106 
22.01.2005  00:00:00     3.537     2.927 
23.01.2005  00:00:00     2.682     2.518 
24.01.2005  00:00:00     2.132     2.276 
25.01.2005  00:00:00     1.819     2.059 
26.01.2005  00:00:00     1.570     1.861 
27.01.2005  00:00:00     1.362     1.683 
28.01.2005  00:00:00     1.184     1.522 
29.01.2005  00:00:00     1.060     1.376 
30.01.2005  00:00:00     0.931     1.244 
31.01.2005  00:00:00     0.952     1.310 
01.02.2005  00:00:00     1.035     1.427 
02.02.2005  00:00:00     1.078     1.404 
03.02.2005  00:00:00     1.060     1.366 
04.02.2005  00:00:00     1.060     1.297 
05.02.2005  00:00:00     1.335     1.800 
06.02.2005  00:00:00     2.004     2.486 
07.02.2005  00:00:00     2.429     2.508 
08.02.2005  00:00:00     2.292     2.268 
09.02.2005  00:00:00     2.113     2.051 
10.02.2005  00:00:00     4.569     2.590 
11.02.2005  00:00:00     7.293     3.403 
12.02.2005  00:00:00     6.438     2.765 
13.02.2005  00:00:00     4.526     2.457 
14.02.2005  00:00:00     3.259     2.222 
15.02.2005  00:00:00     2.428     2.009 
16.02.2005  00:00:00     1.922     1.817 
17.02.2005  00:00:00     1.619     1.643 
18.02.2005  00:00:00     1.394     1.486 
19.02.2005  00:00:00     1.285     1.361 
20.02.2005  00:00:00     1.149     1.248 
21.02.2005  00:00:00     0.995     1.128 
22.02.2005  00:00:00     0.931     1.020 
23.02.2005  00:00:00     0.808     0.922 
24.02.2005  00:00:00     0.727     0.832 
25.02.2005  00:00:00     0.612     0.781 
26.02.2005  00:00:00     0.539     0.727 
27.02.2005  00:00:00     0.441     0.677 
28.02.2005  00:00:00     0.420     0.631 
01.03.2005  00:00:00     0.420     0.588 
02.03.2005  00:00:00     0.379     0.548 
03.03.2005  00:00:00     0.364     0.510 
04.03.2005  00:00:00     0.364     0.475 
05.03.2005  00:00:00     0.354     0.443 
06.03.2005  00:00:00     0.331     0.412 
07.03.2005  00:00:00     0.335     0.384 
08.03.2005  00:00:00     0.326     0.358 
09.03.2005  00:00:00     0.287     0.334 
10.03.2005  00:00:00     0.280     0.312 
11.03.2005  00:00:00     0.289     0.308 
12.03.2005  00:00:00     0.295     0.345 
13.03.2005  00:00:00     0.301     0.350 
14.03.2005  00:00:00     0.316     0.332 
15.03.2005  00:00:00     0.321     0.309 
16.03.2005  00:00:00     0.351     0.288 
17.03.2005  00:00:00     0.372     0.269 
18.03.2005  00:00:00     0.499     0.761 
19.03.2005  00:00:00     0.676     1.243 
20.03.2005  00:00:00     0.808     1.173 
21.03.2005  00:00:00     0.945     1.047 
22.03.2005  00:00:00     1.017     0.934 
23.03.2005  00:00:00     1.097     0.953 
24.03.2005  00:00:00     1.133     1.286 
25.03.2005  00:00:00     1.298     1.838 
26.03.2005  00:00:00     2.442     2.831 
27.03.2005  00:00:00     5.095     5.122 
28.03.2005  00:00:00     6.956     6.055 
29.03.2005  00:00:00     6.423     5.632 
30.03.2005  00:00:00     5.223     5.150 
31.03.2005  00:00:00     4.231     4.246 
01.04.2005  00:00:00     3.484     3.340 
02.04.2005  00:00:00     3.085     2.847 
03.04.2005  00:00:00     2.852     2.698 
04.04.2005  00:00:00     2.780     3.259 
05.04.2005  00:00:00     3.456     4.507 
06.04.2005  00:00:00     5.198     5.425 
07.04.2005  00:00:00    10.533     9.259 
08.04.2005  00:00:00    12.842    12.977 
09.04.2005  00:00:00     9.611    10.512 
10.04.2005  00:00:00     6.661     8.288 
11.04.2005  00:00:00     5.095     7.224 
12.04.2005  00:00:00     4.717     7.068 
13.04.2005  00:00:00     5.019     6.635 
14.04.2005  00:00:00     4.918     5.818 
15.04.2005  00:00:00     4.167     4.808 
16.04.2005  00:00:00     3.385     3.923 
17.04.2005  00:00:00     2.795     3.616 
18.04.2005  00:00:00     2.441     3.351 
19.04.2005  00:00:00     2.238     2.853 
20.04.2005  00:00:00     2.060     2.519 
21.04.2005  00:00:00     1.839     2.314 
22.04.2005  00:00:00     1.586     2.133 
23.04.2005  00:00:00     1.425     1.976 
24.04.2005  00:00:00     1.239     1.809 
25.04.2005  00:00:00     1.082     1.642 
26.04.2005  00:00:00     0.974     1.505 
27.04.2005  00:00:00     0.848     1.392 
28.04.2005  00:00:00     0.767     1.288 
29.04.2005  00:00:00     0.727     1.272 
30.04.2005  00:00:00     0.727     1.677 
01.05.2005  00:00:00     0.727     1.971 
02.05.2005  00:00:00     0.727     1.943 
03.05.2005  00:00:00     0.767     1.905 
04.05.2005  00:00:00     0.865     1.758 
05.05.2005  00:00:00     0.896     1.607 
06.05.2005  00:00:00     0.850     1.449 
07.05.2005  00:00:00     0.739     1.308 
08.05.2005  00:00:00     0.699     1.187 
09.05.2005  00:00:00     0.727     1.271 
10.05.2005  00:00:00     0.759     1.378 
11.05.2005  00:00:00     0.680     1.316 
12.05.2005  00:00:00     0.641     1.214 
13.05.2005  00:00:00     0.594     1.082 
14.05.2005  00:00:00     0.539     0.960 
15.05.2005  00:00:00     0.442     0.844 
16.05.2005  00:00:00     0.397     0.742 
17.05.2005  00:00:00     0.376     0.644 
18.05.2005  00:00:00     0.345     0.588 
19.05.2005  00:00:00     0.330     0.533 
20.05.2005  00:00:00     0.397     0.863 
21.05.2005  00:00:00     1.066     2.176 
22.05.2005  00:00:00     2.827     4.392 
23.05.2005  00:00:00     4.446     4.342 
24.05.2005  00:00:00     4.455     3.970 
25.05.2005  00:00:00     3.878     4.068 
26.05.2005  00:00:00     4.288     4.100 
27.05.2005  00:00:00     5.663     3.862 
28.05.2005  00:00:00     5.973     4.056 
29.05.2005  00:00:00     5.428     4.035 
30.05.2005  00:00:00     4.426     3.081 
31.05.2005  00:00:00     3.596     2.371 
01.06.2005  00:00:00     3.027     2.573 
02.06.2005  00:00:00     2.680     2.666 
03.06.2005  00:00:00     2.718     2.423 
04.06.2005  00:00:00     2.910     2.454 
05.06.2005  00:00:00     2.921     2.429 
06.06.2005  00:00:00     2.713     2.271 
07.06.2005  00:00:00     2.316     2.020 
08.06.2005  00:00:00     1.951     1.791 
09.06.2005  00:00:00     1.591     1.581 
10.06.2005  00:00:00     1.285     1.392 
11.06.2005  00:00:00     1.104     1.219 
12.06.2005  00:00:00     0.974     1.076 
13.06.2005  00:00:00     0.862     0.984 
14.06.2005  00:00:00     1.232     0.979 
15.06.2005  00:00:00     2.959     1.375 
16.06.2005  00:00:00     4.401     1.645 
17.06.2005  00:00:00     4.069     1.592 
18.06.2005  00:00:00     3.265     1.530 
19.06.2005  00:00:00     2.570     1.351 
20.06.2005  00:00:00     2.026     1.183 
21.06.2005  00:00:00     1.669     1.029 
22.06.2005  00:00:00     1.379     0.890 
23.06.2005  00:00:00     1.123     0.763 
24.06.2005  00:00:00     0.907     0.645 
25.06.2005  00:00:00     0.767     0.537 
26.06.2005  00:00:00     0.650     0.434 
27.06.2005  00:00:00     0.503     0.373 
28.06.2005  00:00:00     0.433     0.315 
29.06.2005  00:00:00     0.374     0.266 
30.06.2005  00:00:00     0.335     0.223 
01.07.2005  00:00:00     0.299     0.187 
02.07.2005  00:00:00     0.270     0.156 
03.07.2005  00:00:00     0.258     0.131 
04.07.2005  00:00:00     0.258     0.132 
05.07.2005  00:00:00     0.249     0.131 
06.07.2005  00:00:00     0.270     0.137 
07.07.2005  00:00:00     0.282     0.228 
08.07.2005  00:00:00     0.282     0.267 
09.07.2005  00:00:00     0.274     0.209 
10.07.2005  00:00:00     0.240     0.180 
11.07.2005  00:00:00     0.234     0.153 
12.07.2005  00:00:00     0.224     0.131 
13.07.2005  00:00:00     0.213     0.109 
14.07.2005  00:00:00     0.231     0.091 
15.07.2005  00:00:00     0.249     0.151 
16.07.2005  00:00:00     0.246     0.218 
17.07.2005  00:00:00     0.218     0.185 
18.07.2005  00:00:00     0.211     0.160 
19.07.2005  00:00:00     0.224     0.137 
20.07.2005  00:00:00     0.222     0.148 
21.07.2005  00:00:00     0.203     0.153 
22.07.2005  00:00:00     0.193     0.164 
23.07.2005  00:00:00     0.187     0.169 
24.07.2005  00:00:00     0.166     0.147 
25.07.2005  00:00:00     0.144     0.124 
26.07.2005  00:00:00     0.133     0.103 
27.07.2005  00:00:00     0.113     0.086 
28.07.2005  00:00:00     0.104     0.071 
29.07.2005  00:00:00     0.098     0.059 
30.07.2005  00:00:00     0.094     0.049 
31.07.2005  00:00:00     0.129     0.183 
01.08.2005  00:00:00     0.189     0.437 
02.08.2005  00:00:00     0.209     0.511 
03.08.2005  00:00:00     0.213     0.431 
04.08.2005  00:00:00     0.217     0.387 
05.08.2005  00:00:00     0.267     0.519 
06.08.2005  00:00:00     0.305     0.651 
07.08.2005  00:00:00     0.323     0.600 
08.08.2005  00:00:00     0.404     0.533 
09.08.2005  00:00:00     0.540     0.971 
10.08.2005  00:00:00     0.768     1.329 
11.08.2005  00:00:00     1.017     1.174 
12.08.2005  00:00:00     1.178     1.032 
13.08.2005  00:00:00     1.104     0.901 
14.08.2005  00:00:00     0.974     0.795 
15.08.2005  00:00:00     0.781     0.695 
16.08.2005  00:00:00     0.696     0.590 
17.08.2005  00:00:00     0.575     0.495 
18.08.2005  00:00:00     0.468     0.406 
19.08.2005  00:00:00     0.388     0.355 
20.08.2005  00:00:00     0.347     0.306 
21.08.2005  00:00:00     0.333     0.262 
22.08.2005  00:00:00     0.315     0.226 
23.08.2005  00:00:00     0.295     0.196 
24.08.2005  00:00:00     0.287     0.226 
25.08.2005  00:00:00     0.692     0.944 
26.08.2005  00:00:00     1.619     1.509 
27.08.2005  00:00:00     2.537     1.490 
28.08.2005  00:00:00     2.887     1.467 
29.08.2005  00:00:00     2.748     1.676 
30.08.2005  00:00:00     2.680     1.875 
31.08.2005  00:00:00     2.402     1.696 
