Date	Baseline	corre_cnrmcclm
2071-09-02	0.095	0.589
2071-09-03	0.159	0.486
2071-09-04	0.149	0.614
2071-09-05	0.138	20.543
2071-09-06	0.127	38.493
2071-09-07	0.117	19.849
2071-09-08	0.207	13.687
2071-09-09	0.281	9.386
2071-09-10	0.617	6.327
2071-09-11	0.868	4.77
2071-09-12	0.698	4.241
2071-09-13	0.538	3.76
2071-09-14	0.474	3.322
2071-09-15	0.589	2.921
2071-09-16	1.352	2.556
2071-09-17	2.577	2.222
2071-09-18	4.641	2.242
2071-09-19	8.638	2.257
2071-09-20	11.389	1.961
2071-09-21	13.885	1.69
2071-09-22	16.075	1.442
2071-09-23	16.974	1.215
2071-09-24	16.144	1.005
2071-09-25	18.963	0.872
2071-09-26	18.502	0.792
2071-09-27	17.006	0.718
2071-09-28	15.705	0.665
2071-09-29	11.947	0.745
2071-09-30	9.654	0.765
2071-10-01	9.852	0.763
2071-10-02	16.493	0.872
2071-10-03	25.04	1.664
2071-10-04	24.089	2.258
2071-10-05	18.175	2.04
2071-10-06	13.231	1.911
2071-10-07	9.314	1.752
2071-10-08	8.173	3.697
2071-10-09	7.16	7.677
2071-10-10	5.523	7.353
2071-10-11	5.458	5.353
2071-10-12	10.149	4.744
2071-10-13	12.15	4.405
2071-10-14	8.517	4.09
2071-10-15	6.092	3.649
2071-10-16	5.288	3.246
2071-10-17	4.761	2.908
2071-10-18	4.28	2.599
2071-10-19	3.842	2.287
2071-10-20	3.443	2.003
2071-10-21	3.078	1.743
2071-10-22	2.88	1.506
2071-10-23	3.417	1.29
2071-10-24	5.964	1.14
2071-10-25	11.077	1.054
2071-10-26	17.523	0.973
2071-10-27	18.438	0.898
2071-10-28	13.663	0.828
2071-10-29	10.295	0.776
2071-10-30	7.315	0.727
2071-10-31	11.778	0.671
2071-11-01	17.157	0.688
2071-11-02	23.06	2.983
2071-11-03	23.873	5.154
2071-11-04	16.761	7.319
2071-11-05	12.977	10.02
2071-11-06	10.954	19.003
2071-11-07	14.87	25.158
2071-11-08	16.629	17.171
2071-11-09	13.257	11.966
2071-11-10	10.397	13.375
2071-11-11	7.366	14.402
2071-11-12	5.826	10.536
2071-11-13	5.308	9.137
2071-11-14	4.855	9.818
2071-11-15	4.413	10.097
2071-11-16	4.192	8.461
2071-11-17	3.98	5.975
2071-11-18	3.596	5.146
2071-11-19	3.264	9.616
2071-11-20	2.962	12.902
2071-11-21	2.673	9.649
2071-11-22	2.491	7.268
2071-11-23	2.449	5.568
2071-11-24	3.089	5.012
2071-11-25	5.956	4.515
2071-11-26	10.213	4.062
2071-11-27	16.433	3.651
2071-11-28	21.15	3.277
2071-11-29	35.832	2.937
2071-11-30	34.607	2.627
2071-12-01	35.419	2.347
2071-12-02	31.811	2.093
2071-12-03	17.493	2.071
2071-12-04	12.389	2.513
2071-12-05	8.796	5.3
2071-12-06	6.429	12.534
2071-12-07	7.7	12.85
2071-12-08	10.854	9.061
2071-12-09	13.402	6.447
2071-12-10	26.285	5.507
2071-12-11	27.494	5.094
2071-12-12	16.331	4.719
2071-12-13	11.62	4.269
2071-12-14	8.261	3.974
2071-12-15	6.227	4.547
2071-12-16	5.594	5.237
2071-12-17	5.077	5.046
2071-12-18	4.622	4.7
2071-12-19	4.208	5.158
2071-12-20	3.819	5.726
2071-12-21	3.465	5.476
2071-12-22	3.144	5.829
2071-12-23	2.914	6.163
2071-12-24	4.576	5.723
2071-12-25	36.056	5.904
2071-12-26	73.963	10.57
2071-12-27	56.368	20.568
2071-12-28	27.989	22.197
2071-12-29	16.489	33.895
2071-12-30	11.747	38.613
2071-12-31	8.365	25.313
2072-01-01	6.389	17.198
2072-01-02	6.413	12.556
2072-01-03	10.254	8.935
2072-01-04	16.517	8.845
2072-01-05	16.893	8.662
2072-01-06	19.402	6.463
2072-01-07	29.478	5.791
2072-01-08	37.56	5.808
2072-01-09	40.839	6.023
2072-01-10	29.054	6.491
2072-01-11	18.654	6.314
2072-01-12	20.425	5.622
2072-01-13	20.979	5.11
2072-01-14	17.112	4.874
2072-01-15	13.007	4.655
2072-01-16	9.269	4.783
2072-01-17	8.528	4.872
2072-01-18	10.096	5.315
2072-01-19	9.257	9.077
2072-01-20	6.817	17.251
2072-01-21	5.995	21.569
2072-01-22	5.513	17.44
2072-01-23	5.006	12.735
2072-01-24	4.545	9.111
2072-01-25	4.126	6.63
2072-01-26	3.746	5.773
2072-01-27	3.487	5.24
2072-01-28	3.607	4.787
2072-01-29	3.844	4.435
2072-01-30	6.672	4.294
2072-01-31	9.802	4.394
2072-02-01	7.028	6.834
2072-02-02	5.932	10.022
2072-02-03	5.402	19.991
2072-02-04	4.961	27.556
2072-02-05	5.536	36.574
2072-02-06	9.307	47.114
2072-02-07	18.322	33.831
2072-02-08	26.035	18.407
2072-02-09	21.074	20.573
2072-02-10	16.194	21.506
2072-02-11	22.55	17.292
2072-02-12	33.91	14.008
2072-02-13	27.603	9.98
2072-02-14	17.518	10.667
2072-02-15	12.474	10.91
2072-02-16	8.892	9.443
2072-02-17	6.541	11.166
2072-02-18	5.778	10.683
2072-02-19	5.248	7.611
2072-02-20	4.767	6.099
2072-02-21	4.33	5.618
2072-02-22	3.933	5.204
2072-02-23	3.572	4.863
2072-02-24	3.248	5.001
2072-02-25	3.086	5.026
2072-02-26	3.055	4.566
2072-02-27	3.239	4.146
2072-02-28	12.986	3.764
2072-02-29	30.454	3.418
2072-03-01	22.557	3.105
2072-03-02	15.275	2.818
2072-03-03	11.152	2.557
2072-03-04	8.063	2.334
2072-03-05	6.226	2.138
2072-03-06	5.685	2.001
2072-03-07	8.616	2.696
2072-03-08	12.65	9.544
2072-03-09	12.578	21.988
2072-03-10	10.796	22.057
2072-03-11	7.697	18.94
2072-03-12	6.11	16.502
2072-03-13	5.782	25.412
2072-03-14	6.013	29.627
2072-03-15	6.037	18.677
2072-03-16	5.539	13.796
2072-03-17	5.127	10.744
2072-03-18	5.44	7.946
2072-03-19	6.033	6.164
2072-03-20	6.971	7.431
2072-03-21	9.406	9.847
2072-03-22	10.207	13.252
2072-03-23	8.346	14.711
2072-03-24	6.311	11.436
2072-03-25	5.666	8.144
2072-03-26	5.254	6.18
2072-03-27	4.912	5.554
2072-03-28	4.49	5.986
2072-03-29	4.066	8.799
2072-03-30	3.725	9.9
2072-03-31	3.841	12.635
2072-04-01	4.506	13.012
2072-04-02	5.111	9.728
2072-04-03	5.189	7.892
2072-04-04	4.849	6.324
2072-04-05	4.41	6.039
2072-04-06	3.996	5.991
2072-04-07	4.085	5.517
2072-04-08	5.173	4.987
2072-04-09	6.123	5.04
2072-04-10	6.376	8.421
2072-04-11	6.862	10.934
2072-04-12	7.866	8.011
2072-04-13	9.11	6.038
2072-04-14	11.065	5.507
2072-04-15	11.39	5.762
2072-04-16	9.384	5.873
2072-04-17	7.902	5.298
2072-04-18	12.173	7.072
2072-04-19	17.1	8.693
2072-04-20	18.605	6.595
2072-04-21	25.456	5.755
2072-04-22	36.639	9.355
2072-04-23	36.113	22.412
2072-04-24	25.311	30.369
2072-04-25	17.573	32.247
2072-04-26	14.858	26.372
2072-04-27	14.279	16.584
2072-04-28	14.512	11.732
2072-04-29	14.174	8.263
2072-04-30	13.427	6.068
2072-05-01	12.683	5.652
2072-05-02	14.312	5.358
2072-05-03	14.079	4.807
2072-05-04	10.794	4.417
