Date	Baseline	corre_cnrmcclm
2041-09-02	0	0
2041-09-03	0	0
2041-09-04	0	0
2041-09-05	0	0
2041-09-06	0	0
2041-09-07	0	0
2041-09-08	0	0
2041-09-09	0	0
2041-09-10	0	0
2041-09-11	0	0
2041-09-12	0	0
2041-09-13	0	0
2041-09-14	0	0
2041-09-15	0	0
2041-09-16	0	0
2041-09-17	0	0
2041-09-18	0	0
2041-09-19	0	0
2041-09-20	0	0
2041-09-21	0	0
2041-09-22	0	0
2041-09-23	0	0
2041-09-24	0	0
2041-09-25	0	0
2041-09-26	0	0
2041-09-27	0	0
2041-09-28	0	0
2041-09-29	0	0
2041-09-30	0	0
2041-10-01	0	0
2041-10-02	0	0
2041-10-03	0	0
2041-10-04	0	0
2041-10-05	0	0
2041-10-06	0	0
2041-10-07	0	0
2041-10-08	0	0
2041-10-09	0	0
2041-10-10	0	0
2041-10-11	0	0
2041-10-12	0	0
2041-10-13	0	0
2041-10-14	0	0
2041-10-15	0	0
2041-10-16	0	0
2041-10-17	0	0
2041-10-18	0	0
2041-10-19	0	0
2041-10-20	0	0
2041-10-21	0	0
2041-10-22	0	0
2041-10-23	0	0
2041-10-24	0	0
2041-10-25	0	0
2041-10-26	0	0
2041-10-27	0	0
2041-10-28	0	0
2041-10-29	0	0
2041-10-30	0	0.175
2041-10-31	0	7.641
2041-11-01	0	7.601
2041-11-02	0	7.601
2041-11-03	0	7.601
2041-11-04	0	7.601
2041-11-05	0	7.601
2041-11-06	0	15.713
2041-11-07	0	11.202
2041-11-08	0	4.776
2041-11-09	0	3.105
2041-11-10	0	1.702
2041-11-11	0	1.702
2041-11-12	0	1.702
2041-11-13	0	1.702
2041-11-14	0	1.702
2041-11-15	0.11	1.702
2041-11-16	1.745	1.702
2041-11-17	1.745	37.438
2041-11-18	5.652	25.212
2041-11-19	5.477	14.24
2041-11-20	5.477	7.855
2041-11-21	5.566	7.56
2041-11-22	7.464	5.856
2041-11-23	12.256	3.663
2041-11-24	6.548	2.11
2041-11-25	0.613	1.96
2041-11-26	0.013	1.105
2041-11-27	0	0.947
2041-11-28	0	0.473
2041-11-29	0	0.216
2041-11-30	0	0.216
2041-12-01	3.154	0.216
2041-12-02	3.154	0.216
2041-12-03	3.154	12.411
2041-12-04	16.47	8.304
2041-12-05	16.47	4.152
2041-12-06	34.934	3.188
2041-12-07	31.097	3.188
2041-12-08	36.823	3.188
2041-12-09	41.238	2.824
2041-12-10	39.587	2.824
2041-12-11	40.274	2.643
2041-12-12	40.475	2.33
2041-12-13	40.475	2.452
2041-12-14	40.475	1.203
2041-12-15	40.475	0.644
2041-12-16	40.563	0.554
2041-12-17	68.26	2.796
2041-12-18	76.465	1.854
2041-12-19	76.465	1.885
2041-12-20	76.465	1.885
2041-12-21	76.465	1.885
2041-12-22	80.815	1.885
2041-12-23	104.255	1.988
2041-12-24	103.289	1.988
2041-12-25	89.86	1.988
2041-12-26	84.537	1.988
2041-12-27	90.811	1.988
2041-12-28	90.9	1.988
2041-12-29	90.9	7.581
2041-12-30	90.989	7.581
2041-12-31	91.166	9.563
2042-01-01	95.232	9.919
2042-01-02	92.376	9.919
2042-01-03	91.092	18.965
2042-01-04	83.344	10.934
2042-01-05	86.841	7.059
2042-01-06	84.775	42.757
2042-01-07	81.606	39.505
2042-01-08	73.586	39.505
2042-01-09	65.974	52.409
2042-01-10	68.334	45.116
2042-01-11	69.707	32.254
2042-01-12	65.226	24.785
2042-01-13	63.663	22.597
2042-01-14	67.308	22.597
2042-01-15	67.308	24.161
2042-01-16	67.308	23.649
2042-01-17	61.272	18.018
2042-01-18	54.05	14.75
2042-01-19	54.026	12.333
2042-01-20	53.527	12.331
2042-01-21	52.78	12.525
2042-01-22	60.761	12.355
2042-01-23	61.738	12.475
2042-01-24	61.738	41.143
2042-01-25	61.738	44.739
2042-01-26	61.738	44.739
2042-01-27	60.849	44.856
2042-01-28	58.119	47.608
2042-01-29	72.519	47.874
2042-01-30	78.328	47.874
2042-01-31	96.59	47.874
2042-02-01	97.034	47.874
2042-02-02	112.658	48.052
2042-02-03	116.778	48.939
2042-02-04	119.281	48.837
2042-02-05	109.328	41.842
2042-02-06	96.477	35.986
2042-02-07	86.194	47.754
2042-02-08	83.459	50.17
2042-02-09	88.179	50.98
2042-02-10	87.096	44.169
2042-02-11	88.051	52.519
2042-02-12	80.943	63.578
2042-02-13	91.041	112.522
2042-02-14	93.559	192.461
2042-02-15	96.666	187.049
2042-02-16	96.666	181.566
2042-02-17	97.198	180.886
2042-02-18	97.198	175.73
2042-02-19	103.235	175.73
2042-02-20	103.235	174.542
2042-02-21	103.235	171.354
2042-02-22	107.94	164.091
2042-02-23	107.94	161.464
2042-02-24	123.707	161.464
2042-02-25	123.949	161.464
2042-02-26	131.311	161.464
2042-02-27	127.801	161.464
2042-02-28	124.039	161.464
2042-03-01	122.046	163.961
2042-03-02	138.635	163.961
2042-03-03	138.06	163.961
2042-03-04	165.192	164.299
2042-03-05	165.109	163.238
2042-03-06	165.109	154.105
2042-03-07	169.345	150.456
2042-03-08	160.406	145.27
2042-03-09	158.414	143.451
2042-03-10	156.753	140.882
2042-03-11	156.753	139.593
2042-03-12	165.62	139.175
2042-03-13	165.62	136.529
2042-03-14	164.652	131.871
2042-03-15	159.183	128.292
2042-03-16	163.863	125.034
2042-03-17	164.928	124.64
2042-03-18	163.943	121.586
2042-03-19	159.435	112.866
2042-03-20	155.072	106.227
2042-03-21	148.334	97.436
2042-03-22	140.018	86.731
2042-03-23	136.214	89.954
2042-03-24	136.152	89.039
2042-03-25	136.152	85.992
2042-03-26	136.117	80.552
2042-03-27	137.629	67.463
2042-03-28	137.187	60.368
2042-03-29	137.187	56.4
2042-03-30	137.187	54.5
2042-03-31	136.677	54.727
2042-04-01	131.846	54.366
2042-04-02	125.016	54.286
2042-04-03	122.69	55.487
2042-04-04	131.06	54.196
2042-04-05	153.445	56.88
2042-04-06	157.44	50.957
2042-04-07	157.44	49.168
2042-04-08	152.536	46.45
2042-04-09	141.838	44.709
2042-04-10	137.166	43.498
2042-04-11	133.563	39.228
2042-04-12	129.022	35.175
2042-04-13	124.294	30.818
2042-04-14	119.116	28.069
2042-04-15	116.866	25.175
2042-04-16	114.214	21.838
2042-04-17	112.735	19.355
2042-04-18	110.827	17.28
2042-04-19	106.362	15.494
2042-04-20	100.846	14.441
2042-04-21	94.969	13.51
2042-04-22	88.33	13.004
2042-04-23	82.111	12.11
2042-04-24	75.222	11.154
2042-04-25	70.585	10.124
2042-04-26	68.051	9.026
2042-04-27	63.634	8.062
2042-04-28	58.916	7.228
2042-04-29	53.882	6.258
2042-04-30	47.675	5.167
2042-05-01	40.874	4.178
2042-05-02	35.21	3.368
2042-05-03	31.144	2.923
2042-05-04	29.726	2.593
2042-05-05	27.833	2.232
2042-05-06	25.661	1.889
2042-05-07	22.805	1.41
2042-05-08	20.397	1.019
2042-05-09	18.069	0.707
2042-05-10	15.515	0.463
2042-05-11	13.402	0.226
2042-05-12	11.569	0.135
2042-05-13	10.308	0.067
2042-05-14	9.106	0.017
2042-05-15	7.464	0
2042-05-16	5.963	0
2042-05-17	4.681	0
2042-05-18	3.313	0
2042-05-19	2.55	0
2042-05-20	1.997	0
2042-05-21	1.621	0
2042-05-22	1.305	0
2042-05-23	0.991	0
2042-05-24	0.626	0
2042-05-25	0.333	0
2042-05-26	0.171	0
2042-05-27	0.064	0
2042-05-28	0.007	0
2042-05-29	0	0
2042-05-30	0	0
2042-05-31	0	0
2042-06-01	0	0
2042-06-02	0	0
2042-06-03	0	0
2042-06-04	0	0
2042-06-05	0	0
2042-06-06	0	0
2042-06-07	0	0
2042-06-08	0	0
2042-06-09	0	0
2042-06-10	0	0
2042-06-11	0	0
2042-06-12	0	0
2042-06-13	0	0
2042-06-14	0	0
2042-06-15	0	0
2042-06-16	0	0
2042-06-17	0	0
2042-06-18	0	0
2042-06-19	0	0
2042-06-20	0	0
2042-06-21	0	0
2042-06-22	0	0
2042-06-23	0	0
2042-06-24	0	0
2042-06-25	0	0
2042-06-26	0	0
2042-06-27	0	0
2042-06-28	0	0
2042-06-29	0	0
2042-06-30	0	0
2042-07-01	0	0
2042-07-02	0	0
2042-07-03	0	0
2042-07-04	0	0
2042-07-05	0	0
2042-07-06	0	0
2042-07-07	0	0
2042-07-08	0	0
2042-07-09	0	0
2042-07-10	0	0
2042-07-11	0	0
2042-07-12	0	0
2042-07-13	0	0
2042-07-14	0	0
2042-07-15	0	0
2042-07-16	0	0
2042-07-17	0	0
2042-07-18	0	0
2042-07-19	0	0
2042-07-20	0	0
2042-07-21	0	0
2042-07-22	0	0
2042-07-23	0	0
2042-07-24	0	0
2042-07-25	0	0
2042-07-26	0	0
2042-07-27	0	0
2042-07-28	0	0
2042-07-29	0	0
2042-07-30	0	0
2042-07-31	0	0
2042-08-01	0	0
2042-08-02	0	0
2042-08-03	0	0
2042-08-04	0	0
2042-08-05	0	0
2042-08-06	0	0
2042-08-07	0	0
2042-08-08	0	0
2042-08-09	0	0
2042-08-10	0	0
2042-08-11	0	0
2042-08-12	0	0
2042-08-13	0	0
2042-08-14	0	0
2042-08-15	0	0
2042-08-16	0	0
2042-08-17	0	0
2042-08-18	0	0
2042-08-19	0	0
2042-08-20	0	0
2042-08-21	0	0
2042-08-22	0	0
2042-08-23	0	0
2042-08-24	0	0
2042-08-25	0	0
2042-08-26	0	0
2042-08-27	0	0
2042-08-28	0	0
2042-08-29	0	0
2042-08-30	0	0
2042-08-31	0	0
2042-09-01	0	0
2042-09-02	0	0
2042-09-03	0	0
2042-09-04	0	0
2042-09-05	0	0
2042-09-06	0	0
2042-09-07	0	0
2042-09-08	0	0
2042-09-09	0	0
2042-09-10	0	0
2042-09-11	0	0
2042-09-12	0	0
2042-09-13	0	0
2042-09-14	0	0
2042-09-15	0	0
2042-09-16	0	0
2042-09-17	0	0
2042-09-18	0	0
2042-09-19	0	0
2042-09-20	0	0
2042-09-21	0	0
2042-09-22	0	0
2042-09-23	0	0
2042-09-24	0	0
2042-09-25	0	0
2042-09-26	0	0
2042-09-27	0	0
2042-09-28	0	0
2042-09-29	0	0
2042-09-30	0	0
2042-10-01	0	0
2042-10-02	0	0
2042-10-03	0	0
2042-10-04	0	0
2042-10-05	0	0
2042-10-06	0	0
2042-10-07	0	0
2042-10-08	0	0
2042-10-09	0	0
2042-10-10	0	0
