Date	Baseline	corre_cnrmcclm	corre_cnrmrca	corre_ecearthcclm	corre_ecearthhirham	corre_ecearthracmo	corre_ecearthrca	corre_hadgemrca	corre_ipslrca	corre_mpicclm	corre_mpirca
2041-09-02	0.095	0.286	0	0	0	0	1.705	0	0.034	0	0.013
2041-09-03	0.159	0.479	0	1.37	0.107	0	2.208	0	0.049	0	0.171
2041-09-04	0.149	0.395	0	3.36	0.408	0	3.222	0	0.058	1.726	2.683
2041-09-05	0.138	0.308	0	4.106	0.522	0	3.773	0	0.065	3.214	4.84
2041-09-06	0.127	0.275	0.001	7.947	0.424	0	5.865	0	0.412	2.847	4.096
2041-09-07	0.117	0.251	0.032	10.18	1.212	0	7.845	0	1.264	2.492	3.63
2041-09-08	0.207	0.46	0.276	6.982	1.86	0	5.313	0	1.704	2.17	3.207
2041-09-09	0.281	0.62	0.491	4.89	1.606	0	4.465	0.156	1.779	1.877	5.52
2041-09-10	0.617	0.496	0.422	4.319	1.373	0	4.199	0.748	1.898	1.61	13.573
2041-09-11	0.868	1.24	0.3	3.942	1.156	0	9.735	1.071	3.442	1.367	14.368
2041-09-12	0.698	2.004	0.278	5.889	0.956	0	20.576	0.878	5.175	1.144	10.077
2041-09-13	0.538	1.846	0.289	7.884	0.774	0	21.787	0.702	4.729	0.94	6.877
2041-09-14	0.474	1.59	0.294	5.528	0.639	0	15.793	1.073	4.202	0.754	5.019
2041-09-15	0.589	1.355	0.267	7.398	0.592	0	11.712	1.48	3.733	0.614	4.466
2041-09-16	1.352	1.161	0.263	8.864	0.645	0	10.267	1.336	4.914	0.558	3.972
2041-09-17	2.577	0.983	0.257	6.443	0.656	0	8.409	1.123	6.086	0.503	3.606
2041-09-18	4.641	0.794	0.636	4.956	0.6	0	5.8	0.927	6.231	0.452	3.311
2041-09-19	8.638	0.706	0.921	4.423	0.558	0	4.861	0.749	10.226	0.406	2.977
2041-09-20	11.389	0.76	0.743	3.936	0.519	0	4.551	0.638	10.908	0.364	2.632
2041-09-21	13.885	0.754	0.581	3.535	0.472	0	4.262	0.587	7.698	0.326	2.3
2041-09-22	16.075	0.677	0.471	3.209	0.428	0	3.892	0.534	5.953	0.293	1.997
2041-09-23	16.974	0.619	0.433	2.907	0.388	0	3.744	0.496	7.514	0.263	1.719
2041-09-24	16.144	0.564	0.395	2.591	0.351	0	3.514	0.467	8.227	0.235	1.472
2041-09-25	18.963	0.512	0.359	2.265	0.318	0	3.124	0.429	6.615	0.21	1.408
2041-09-26	18.502	0.465	0.325	2.336	0.286	0	3.366	0.388	5.319	0.424	2.603
2041-09-27	17.006	0.421	0.294	2.394	0.257	0	3.568	0.386	4.723	0.566	5.98
2041-09-28	15.705	0.381	0.266	2.093	0.231	0	3.169	0.403	7.433	0.412	9.295
2041-09-29	11.947	0.344	0.24	1.817	0.207	0	2.808	0.396	9.957	0.357	8.511
2041-09-30	9.654	0.31	0.216	1.564	0.185	0.001	2.509	0.675	7.07	1.82	14.694
2041-10-01	9.852	0.279	0.342	1.333	0.166	0.005	2.229	2.147	5.343	3.103	18.801
2041-10-02	16.493	0.25	0.403	1.117	0.148	0.007	1.943	3.131	4.774	3.302	18.329
2041-10-03	25.04	0.225	0.567	0.99	0.132	0.006	1.681	3.883	4.439	4.342	16.551
2041-10-04	24.089	0.201	1.11	0.905	0.117	0.006	1.442	4.513	4.575	4.767	11.784
2041-10-05	18.175	0.184	1.31	0.97	0.105	0.005	1.221	4.023	4.522	4.258	8.191
2041-10-06	13.231	0.169	1.318	1.363	0.125	0.004	1.122	3.577	4.042	3.79	6.054
2041-10-07	9.314	0.211	1.391	1.529	0.145	0.008	1.348	3.305	3.609	3.364	5.266
2041-10-08	8.173	0.373	1.34	1.309	0.136	0.028	1.64	3.123	4.378	2.975	4.72
2041-10-09	7.16	0.568	1.234	1.108	0.123	0.043	2.342	3.107	5.14	2.621	4.221
2041-10-10	5.523	4.958	7.066	0.948	0.136	0.038	2.789	3.018	4.76	2.299	3.765
2041-10-11	5.458	10.801	17.3	0.88	0.147	0.034	2.471	3.323	20.623	2.004	3.349
2041-10-12	10.149	7.662	26.134	0.811	0.133	0.948	2.179	10.254	43.844	1.736	2.969
2041-10-13	12.15	5.251	23.93	0.747	0.119	2.041	1.911	38.016	53.118	1.49	2.622
2041-10-14	8.517	4.485	14.693	0.688	1.704	2.262	1.684	47.222	44.102	2.289	3.286
