"","Date","CNRMCCLM","CNRMRCA","ECEARTHCCLM","ECEARTHHIRHAM","ECEARTHRACMO","ECEARTHRCA","HADGEMRCA","IPSLRCA","MPICCLM","MPIRCA"
"1","Jan",179.465395436782,197.957081013505,177.517632471317,189.495654590964,160.383672063819,188.781388525347,171.85685408183,235.382720901363,172.373597209868,157.81461183554
"2","Feb",158.770410806367,167.282227132862,142.637312136794,157.984126988134,130.940896276523,157.864157714319,138.390758052412,205.700431184826,137.447456072193,152.580016150918
"3","Mar",105.346713017223,123.917606576114,119.393482867556,116.169884060308,81.8810791046045,131.255646525971,114.396029224038,145.125432533218,133.221340495802,156.643718029494
"4","Apr",96.131242823568,98.0782153943501,96.1140643791359,104.910226410489,100.722684024405,99.4551030179297,109.054495882696,113.955047686382,111.287390348537,125.645120369236
"5","May",106.973814090276,115.530014684408,100.788440674273,104.725803540916,99.6102198619397,98.2182791688154,91.7104328299842,98.0653317236743,126.230903666591,101.163643841249
"6","Jun",90.9735833594701,86.1151944778326,97.0586172658113,90.7532704930808,98.5124706048587,95.8906538158061,85.0429585747058,99.3291813205465,78.8152375176479,110.440648806012
"7","Jul",81.2993676181737,118.594352045794,94.6687518573827,105.547600488718,107.565582646561,100.990792219823,120.504877904402,103.556989619593,100.01720727403,102.774864029892
"8","Aug",113.031876528557,150.955500782145,73.6065423303262,85.6235168124539,147.368355557085,104.888205423508,86.5081929843965,155.67858929202,112.512512278064,108.134872272293
"9","Sep",102.870033202754,121.692119883705,105.5751224502,143.442469025869,167.04392891672,123.300471120848,109.365291402623,104.196815056241,110.406000355971,155.971296700879
"10","Oct",127.145318113187,172.604322342293,136.693776889275,188.465118908242,208.750826362706,174.574363112581,175.106763523748,174.901038646139,150.92411775467,177.463543361148
"11","Nov",112.386047064715,166.511847427088,161.827905769816,147.045739488247,191.303957436892,197.449796431662,154.599141678228,217.937134391763,134.747482383662,151.899487177156
"12","Dec",189.927936769935,233.555625999383,204.106414922498,188.857963579242,170.356941680193,221.460772238811,178.090566309789,205.812061415206,193.373115233089,192.302244900308
