"","Date","CNRMCCLM","CNRMRCA","ECEARTHCCLM","ECEARTHHIRHAM","ECEARTHRACMO","ECEARTHRCA","HADGEMRCA","IPSLRCA","MPICCLM","MPIRCA"
"7135",1976-07-14,18.349,19.028,19.714,18.757,18.841,19.38,19.8,19.891,18.26,18.648
"7136",1976-07-15,17.149,17.828,18.514,17.557,17.641,18.18,18.6,18.691,17.06,17.448
"7137",1976-07-16,17.649,18.328,19.014,18.057,18.141,18.68,19.1,19.191,17.56,17.948
"7138",1976-07-17,17.349,18.028,18.714,17.757,17.841,18.38,18.8,18.891,17.26,17.648
"7139",1976-07-18,16.849,17.528,18.214,17.257,17.341,17.88,18.3,18.391,16.76,17.148
"7140",1976-07-19,17.049,17.728,18.414,17.457,17.541,18.08,18.5,18.591,16.96,17.348
"7141",1976-07-20,15.549,16.228,16.914,15.957,16.041,16.58,17,17.091,15.46,15.848
"7142",1976-07-21,14.549,15.228,15.914,14.957,15.041,15.58,16,16.091,14.46,14.848
"7143",1976-07-22,14.649,15.328,16.014,15.057,15.141,15.68,16.1,16.191,14.56,14.948
"7144",1976-07-23,16.149,16.828,17.514,16.557,16.641,17.18,17.6,17.691,16.06,16.448
"7145",1976-07-24,15.249,15.928,16.614,15.657,15.741,16.28,16.7,16.791,15.16,15.548
"7146",1976-07-25,14.349,15.028,15.714,14.757,14.841,15.38,15.8,15.891,14.26,14.648
"7147",1976-07-26,15.949,16.628,17.314,16.357,16.441,16.98,17.4,17.491,15.86,16.248
"7148",1976-07-27,16.349,17.028,17.714,16.757,16.841,17.38,17.8,17.891,16.26,16.648
"7149",1976-07-28,14.749,15.428,16.114,15.157,15.241,15.78,16.2,16.291,14.66,15.048
"7150",1976-07-29,13.649,14.328,15.014,14.057,14.141,14.68,15.1,15.191,13.56,13.948
"7151",1976-07-30,12.749,13.428,14.114,13.157,13.241,13.78,14.2,14.291,12.66,13.048
"7152",1976-07-31,12.249,12.928,13.614,12.657,12.741,13.28,13.7,13.791,12.16,12.548
"7153",1976-08-01,12.735,12.819,13.354,12.715,12.315,13.12,13.739,13.398,12.04,12.079
"7154",1976-08-02,12.735,12.819,13.354,12.715,12.315,13.12,13.739,13.398,12.04,12.079
"7155",1976-08-03,12.735,12.819,13.354,12.715,12.315,13.12,13.739,13.398,12.04,12.079
"7156",1976-08-04,13.335,13.419,13.954,13.315,12.915,13.72,14.339,13.998,12.64,12.679
"7157",1976-08-05,13.935,14.019,14.554,13.915,13.515,14.32,14.939,14.598,13.24,13.279
"7158",1976-08-06,14.235,14.319,14.854,14.215,13.815,14.62,15.239,14.898,13.54,13.579
"7159",1976-08-07,16.135,16.219,16.754,16.115,15.715,16.52,17.139,16.798,15.44,15.479
"7160",1976-08-08,16.535,16.619,17.154,16.515,16.115,16.92,17.539,17.198,15.84,15.879
"7161",1976-08-09,17.635,17.719,18.254,17.615,17.215,18.02,18.639,18.298,16.94,16.979
"7162",1976-08-10,17.735,17.819,18.354,17.715,17.315,18.12,18.739,18.398,17.04,17.079
"7163",1976-08-11,19.335,19.419,19.954,19.315,18.915,19.72,20.339,19.998,18.64,18.679
"7164",1976-08-12,19.135,19.219,19.754,19.115,18.715,19.52,20.139,19.798,18.44,18.479
"7165",1976-08-13,18.235,18.319,18.854,18.215,17.815,18.62,19.239,18.898,17.54,17.579
"7166",1976-08-14,16.735,16.819,17.354,16.715,16.315,17.12,17.739,17.398,16.04,16.079
"7167",1976-08-15,17.635,17.719,18.254,17.615,17.215,18.02,18.639,18.298,16.94,16.979
"7168",1976-08-16,16.335,16.419,16.954,16.315,15.915,16.72,17.339,16.998,15.64,15.679
"7169",1976-08-17,16.735,16.819,17.354,16.715,16.315,17.12,17.739,17.398,16.04,16.079
"7170",1976-08-18,18.935,19.019,19.554,18.915,18.515,19.32,19.939,19.598,18.24,18.279
"7171",1976-08-19,21.735,21.819,22.354,21.715,21.315,22.12,22.739,22.398,21.04,21.079
"7172",1976-08-20,22.135,22.219,22.754,22.115,21.715,22.52,23.139,22.798,21.44,21.479
"7173",1976-08-21,19.335,19.419,19.954,19.315,18.915,19.72,20.339,19.998,18.64,18.679
"7174",1976-08-22,16.535,16.619,17.154,16.515,16.115,16.92,17.539,17.198,15.84,15.879
"7175",1976-08-23,14.935,15.019,15.554,14.915,14.515,15.32,15.939,15.598,14.24,14.279
"7176",1976-08-24,14.935,15.019,15.554,14.915,14.515,15.32,15.939,15.598,14.24,14.279
"7177",1976-08-25,16.135,16.219,16.754,16.115,15.715,16.52,17.139,16.798,15.44,15.479
"7178",1976-08-26,16.235,16.319,16.854,16.215,15.815,16.62,17.239,16.898,15.54,15.579
"7179",1976-08-27,17.835,17.919,18.454,17.815,17.415,18.22,18.839,18.498,17.14,17.179
"7180",1976-08-28,16.835,16.919,17.454,16.815,16.415,17.22,17.839,17.498,16.14,16.179
"7181",1976-08-29,17.235,17.319,17.854,17.215,16.815,17.62,18.239,17.898,16.54,16.579
"7182",1976-08-30,18.135,18.219,18.754,18.115,17.715,18.52,19.139,18.798,17.44,17.479
"7183",1976-08-31,15.535,15.619,16.154,15.515,15.115,15.92,16.539,16.198,14.84,14.879
"7184",1976-09-01,13.597,13.751,14.249,13.863,13.671,14.231,14.942,14.667,13.082,13.148
"7185",1976-09-02,10.297,10.451,10.949,10.563,10.371,10.931,11.642,11.367,9.782,9.848
"7186",1976-09-03,11.597,11.751,12.249,11.863,11.671,12.231,12.942,12.667,11.082,11.148
"7187",1976-09-04,9.297,9.451,9.949,9.563,9.371,9.931,10.642,10.367,8.782,8.848
"7188",1976-09-05,9.297,9.451,9.949,9.563,9.371,9.931,10.642,10.367,8.782,8.848
"7189",1976-09-06,11.097,11.251,11.749,11.363,11.171,11.731,12.442,12.167,10.582,10.648
"7190",1976-09-07,12.397,12.551,13.049,12.663,12.471,13.031,13.742,13.467,11.882,11.948
"7191",1976-09-08,9.297,9.451,9.949,9.563,9.371,9.931,10.642,10.367,8.782,8.848
"7192",1976-09-09,8.197,8.351,8.849,8.463,8.271,8.831,9.542,9.267,7.682,7.748
"7193",1976-09-10,7.897,8.051,8.549,8.163,7.971,8.531,9.242,8.967,7.382,7.448
"7194",1976-09-11,7.697,7.851,8.349,7.963,7.771,8.331,9.042,8.767,7.182,7.248
"7195",1976-09-12,9.597,9.751,10.249,9.863,9.671,10.231,10.942,10.667,9.082,9.148
"7196",1976-09-13,9.497,9.651,10.149,9.763,9.571,10.131,10.842,10.567,8.982,9.048
"7197",1976-09-14,12.197,12.351,12.849,12.463,12.271,12.831,13.542,13.267,11.682,11.748
"7198",1976-09-15,12.197,12.351,12.849,12.463,12.271,12.831,13.542,13.267,11.682,11.748
"7199",1976-09-16,11.697,11.851,12.349,11.963,11.771,12.331,13.042,12.767,11.182,11.248
"7200",1976-09-17,10.697,10.851,11.349,10.963,10.771,11.331,12.042,11.767,10.182,10.248
"7201",1976-09-18,9.097,9.251,9.749,9.363,9.171,9.731,10.442,10.167,8.582,8.648
"7202",1976-09-19,9.797,9.951,10.449,10.063,9.871,10.431,11.142,10.867,9.282,9.348
"7203",1976-09-20,9.897,10.051,10.549,10.163,9.971,10.531,11.242,10.967,9.382,9.448
"7204",1976-09-21,8.597,8.751,9.249,8.863,8.671,9.231,9.942,9.667,8.082,8.148
"7205",1976-09-22,9.997,10.151,10.649,10.263,10.071,10.631,11.342,11.067,9.482,9.548
"7206",1976-09-23,9.997,10.151,10.649,10.263,10.071,10.631,11.342,11.067,9.482,9.548
"7207",1976-09-24,9.597,9.751,10.249,9.863,9.671,10.231,10.942,10.667,9.082,9.148
"7208",1976-09-25,8.697,8.851,9.349,8.963,8.771,9.331,10.042,9.767,8.182,8.248
"7209",1976-09-26,7.897,8.051,8.549,8.163,7.971,8.531,9.242,8.967,7.382,7.448
"7210",1976-09-27,7.697,7.851,8.349,7.963,7.771,8.331,9.042,8.767,7.182,7.248
"7211",1976-09-28,8.497,8.651,9.149,8.763,8.571,9.131,9.842,9.567,7.982,8.048
"7212",1976-09-29,7.997,8.151,8.649,8.263,8.071,8.631,9.342,9.067,7.482,7.548
"7213",1976-09-30,6.697,6.851,7.349,6.963,6.771,7.331,8.042,7.767,6.182,6.248
"7214",1976-10-01,6.659,6.607,6.797,6.37,6.18,6.716,7.715,7.138,6.299,5.901
"7215",1976-10-02,6.059,6.007,6.197,5.77,5.58,6.116,7.115,6.538,5.699,5.301
"7216",1976-10-03,6.659,6.607,6.797,6.37,6.18,6.716,7.715,7.138,6.299,5.901
"7217",1976-10-04,8.659,8.607,8.797,8.37,8.18,8.716,9.715,9.138,8.299,7.901
"7218",1976-10-05,11.059,11.007,11.197,10.77,10.58,11.116,12.115,11.538,10.699,10.301
"7219",1976-10-06,10.359,10.307,10.497,10.07,9.88,10.416,11.415,10.838,9.999,9.601
"7220",1976-10-07,10.559,10.507,10.697,10.27,10.08,10.616,11.615,11.038,10.199,9.801
"7221",1976-10-08,9.759,9.707,9.897,9.47,9.28,9.816,10.815,10.238,9.399,9.001
"7222",1976-10-09,8.159,8.107,8.297,7.87,7.68,8.216,9.215,8.638,7.799,7.401
"7223",1976-10-10,7.959,7.907,8.097,7.67,7.48,8.016,9.015,8.438,7.599,7.201
"7224",1976-10-11,9.459,9.407,9.597,9.17,8.98,9.516,10.515,9.938,9.099,8.701
"7225",1976-10-12,11.059,11.007,11.197,10.77,10.58,11.116,12.115,11.538,10.699,10.301
"7226",1976-10-13,11.859,11.807,11.997,11.57,11.38,11.916,12.915,12.338,11.499,11.101
"7227",1976-10-14,6.059,6.007,6.197,5.77,5.58,6.116,7.115,6.538,5.699,5.301
"7228",1976-10-15,3.059,3.007,3.197,2.77,2.58,3.116,4.115,3.538,2.699,2.301
"7229",1976-10-16,4.359,4.307,4.497,4.07,3.88,4.416,5.415,4.838,3.999,3.601
"7230",1976-10-17,5.559,5.507,5.697,5.27,5.08,5.616,6.615,6.038,5.199,4.801
"7231",1976-10-18,4.759,4.707,4.897,4.47,4.28,4.816,5.815,5.238,4.399,4.001
"7232",1976-10-19,4.159,4.107,4.297,3.87,3.68,4.216,5.215,4.638,3.799,3.401
"7233",1976-10-20,4.859,4.807,4.997,4.57,4.38,4.916,5.915,5.338,4.499,4.101
"7234",1976-10-21,6.059,6.007,6.197,5.77,5.58,6.116,7.115,6.538,5.699,5.301
"7235",1976-10-22,8.459,8.407,8.597,8.17,7.98,8.516,9.515,8.938,8.099,7.701
"7236",1976-10-23,7.659,7.607,7.797,7.37,7.18,7.716,8.715,8.138,7.299,6.901
"7237",1976-10-24,7.959,7.907,8.097,7.67,7.48,8.016,9.015,8.438,7.599,7.201
"7238",1976-10-25,8.459,8.407,8.597,8.17,7.98,8.516,9.515,8.938,8.099,7.701
"7239",1976-10-26,7.159,7.107,7.297,6.87,6.68,7.216,8.215,7.638,6.799,6.401
"7240",1976-10-27,5.759,5.707,5.897,5.47,5.28,5.816,6.815,6.238,5.399,5.001
"7241",1976-10-28,4.659,4.607,4.797,4.37,4.18,4.716,5.715,5.138,4.299,3.901
"7242",1976-10-29,3.559,3.507,3.697,3.27,3.08,3.616,4.615,4.038,3.199,2.801
"7243",1976-10-30,2.659,2.607,2.797,2.37,2.18,2.716,3.715,3.138,2.299,1.901
"7244",1976-10-31,3.159,3.107,3.297,2.87,2.68,3.216,4.215,3.638,2.799,2.401
"7245",1976-11-01,1.1,1.016,0.969,0.917,1.534,0.449,-0.251,0.839,1.01,0.628
"7246",1976-11-02,2.9,2.816,2.769,2.717,3.334,2.249,1.549,2.639,2.81,2.428
"7247",1976-11-03,6.1,6.016,5.969,5.917,6.534,5.449,4.749,5.839,6.01,5.628
"7248",1976-11-04,5.6,5.516,5.469,5.417,6.034,4.949,4.249,5.339,5.51,5.128
"7249",1976-11-05,6.1,6.016,5.969,5.917,6.534,5.449,4.749,5.839,6.01,5.628
"7250",1976-11-06,6.3,6.216,6.169,6.117,6.734,5.649,4.949,6.039,6.21,5.828
"7251",1976-11-07,6.6,6.516,6.469,6.417,7.034,5.949,5.249,6.339,6.51,6.128
"7252",1976-11-08,6.8,6.716,6.669,6.617,7.234,6.149,5.449,6.539,6.71,6.328
"7253",1976-11-09,6.7,6.616,6.569,6.517,7.134,6.049,5.349,6.439,6.61,6.228
"7254",1976-11-10,6.8,6.716,6.669,6.617,7.234,6.149,5.449,6.539,6.71,6.328
"7255",1976-11-11,6.3,6.216,6.169,6.117,6.734,5.649,4.949,6.039,6.21,5.828
"7256",1976-11-12,5.3,5.216,5.169,5.117,5.734,4.649,3.949,5.039,5.21,4.828
"7257",1976-11-13,3.2,3.116,3.069,3.017,3.634,2.549,1.849,2.939,3.11,2.728
"7258",1976-11-14,2.6,2.516,2.469,2.417,3.034,1.949,1.249,2.339,2.51,2.128
"7259",1976-11-15,1.7,1.616,1.569,1.517,2.134,1.049,0.349,1.439,1.61,1.228
"7260",1976-11-16,0.6,0.516,0.469,0.417,1.034,-0.0509999999999999,-0.751,0.339,0.51,0.128
"7261",1976-11-17,1.3,1.216,1.169,1.117,1.734,0.649,-0.051,1.039,1.21,0.828
"7262",1976-11-18,2.7,2.616,2.569,2.517,3.134,2.049,1.349,2.439,2.61,2.228
"7263",1976-11-19,3.7,3.616,3.569,3.517,4.134,3.049,2.349,3.439,3.61,3.228
"7264",1976-11-20,3.4,3.316,3.269,3.217,3.834,2.749,2.049,3.139,3.31,2.928
"7265",1976-11-21,5,4.916,4.869,4.817,5.434,4.349,3.649,4.739,4.91,4.528
"7266",1976-11-22,4.6,4.516,4.469,4.417,5.034,3.949,3.249,4.339,4.51,4.128
"7267",1976-11-23,1.5,1.416,1.369,1.317,1.934,0.849,0.149,1.239,1.41,1.028
"7268",1976-11-24,1.4,1.316,1.269,1.217,1.834,0.749,0.0489999999999999,1.139,1.31,0.928
"7269",1976-11-25,0.4,0.316,0.269,0.217,0.834,-0.251,-0.951,0.139,0.31,-0.0719999999999998
"7270",1976-11-26,5.7,5.616,5.569,5.517,6.134,5.049,4.349,5.439,5.61,5.228
"7271",1976-11-27,6.8,6.716,6.669,6.617,7.234,6.149,5.449,6.539,6.71,6.328
"7272",1976-11-28,4.2,4.116,4.069,4.017,4.634,3.549,2.849,3.939,4.11,3.728
"7273",1976-11-29,6.2,6.116,6.069,6.017,6.634,5.549,4.849,5.939,6.11,5.728
"7274",1976-11-30,4.3,4.216,4.169,4.117,4.734,3.649,2.949,4.039,4.21,3.828
"7275",1976-12-01,1.37,1.005,1.547,2.504,0.387,1.246,1.76,0.976,0.956,0.744
"7276",1976-12-02,-2.83,-3.195,-2.653,-1.696,-3.813,-2.954,-2.44,-3.224,-3.244,-3.456
"7277",1976-12-03,-3.43,-3.795,-3.253,-2.296,-4.413,-3.554,-3.04,-3.824,-3.844,-4.056
"7278",1976-12-04,-0.63,-0.995,-0.453,0.504,-1.613,-0.754,-0.24,-1.024,-1.044,-1.256
"7279",1976-12-05,0.87,0.505,1.047,2.004,-0.113,0.746,1.26,0.476,0.456,0.244
"7280",1976-12-06,1.17,0.805,1.347,2.304,0.187,1.046,1.56,0.776,0.756,0.544
"7281",1976-12-07,1.67,1.305,1.847,2.804,0.687,1.546,2.06,1.276,1.256,1.044
"7282",1976-12-08,2.77,2.405,2.947,3.904,1.787,2.646,3.16,2.376,2.356,2.144
"7283",1976-12-09,3.37,3.005,3.547,4.504,2.387,3.246,3.76,2.976,2.956,2.744
"7284",1976-12-10,2.27,1.905,2.447,3.404,1.287,2.146,2.66,1.876,1.856,1.644
"7285",1976-12-11,-0.23,-0.595,-0.0529999999999997,0.904,-1.213,-0.354,0.16,-0.624,-0.644,-0.856
"7286",1976-12-12,-0.83,-1.195,-0.653,0.304,-1.813,-0.954,-0.44,-1.224,-1.244,-1.456
"7287",1976-12-13,-1.83,-2.195,-1.653,-0.696,-2.813,-1.954,-1.44,-2.224,-2.244,-2.456
"7288",1976-12-14,-4.83,-5.195,-4.653,-3.696,-5.813,-4.954,-4.44,-5.224,-5.244,-5.456
"7289",1976-12-15,-8.03,-8.395,-7.853,-6.896,-9.013,-8.154,-7.64,-8.424,-8.444,-8.656
"7290",1976-12-16,-5.53,-5.895,-5.353,-4.396,-6.513,-5.654,-5.14,-5.924,-5.944,-6.156
"7291",1976-12-17,-1.63,-1.995,-1.453,-0.496,-2.613,-1.754,-1.24,-2.024,-2.044,-2.256
"7292",1976-12-18,-1.93,-2.295,-1.753,-0.796,-2.913,-2.054,-1.54,-2.324,-2.344,-2.556
"7293",1976-12-19,-5.23,-5.595,-5.053,-4.096,-6.213,-5.354,-4.84,-5.624,-5.644,-5.856
"7294",1976-12-20,-9.33,-9.695,-9.153,-8.196,-10.313,-9.454,-8.94,-9.724,-9.744,-9.956
"7295",1976-12-21,-4.83,-5.195,-4.653,-3.696,-5.813,-4.954,-4.44,-5.224,-5.244,-5.456
"7296",1976-12-22,-0.53,-0.895,-0.353,0.604,-1.513,-0.654,-0.14,-0.924,-0.944,-1.156
"7297",1976-12-23,-2.33,-2.695,-2.153,-1.196,-3.313,-2.454,-1.94,-2.724,-2.744,-2.956
"7298",1976-12-24,-4.73,-5.095,-4.553,-3.596,-5.713,-4.854,-4.34,-5.124,-5.144,-5.356
"7299",1976-12-25,-3.63,-3.995,-3.453,-2.496,-4.613,-3.754,-3.24,-4.024,-4.044,-4.256
"7300",1976-12-26,-2.63,-2.995,-2.453,-1.496,-3.613,-2.754,-2.24,-3.024,-3.044,-3.256
"7301",1976-12-27,-4.43,-4.795,-4.253,-3.296,-5.413,-4.554,-4.04,-4.824,-4.844,-5.056
"7302",1976-12-28,-4.83,-5.195,-4.653,-3.696,-5.813,-4.954,-4.44,-5.224,-5.244,-5.456
"7303",1976-12-29,-10.03,-10.395,-9.853,-8.896,-11.013,-10.154,-9.64,-10.424,-10.444,-10.656
"7304",1976-12-30,-9.53,-9.895,-9.353,-8.396,-10.513,-9.654,-9.14,-9.924,-9.944,-10.156
"7305",1976-12-31,-3.53,-3.895,-3.353,-2.396,-4.513,-3.654,-3.14,-3.924,-3.944,-4.156
"7306",1977-01-01,-1.107,-1.17,-1.596,-0.295,-0.775,-1.566,-0.32,-0.211,-2.13,-1.958
"7307",1977-01-02,-0.0069999999999999,-0.0700000000000001,-0.496,0.805,0.325,-0.466,0.78,0.889,-1.03,-0.858
"7308",1977-01-03,1.593,1.53,1.104,2.405,1.925,1.134,2.38,2.489,0.57,0.742
"7309",1977-01-04,0.393,0.33,-0.096,1.205,0.725,-0.0659999999999999,1.18,1.289,-0.63,-0.458
"7310",1977-01-05,1.193,1.13,0.704,2.005,1.525,0.734,1.98,2.089,0.17,0.342
"7311",1977-01-06,2.993,2.93,2.504,3.805,3.325,2.534,3.78,3.889,1.97,2.142
"7312",1977-01-07,2.293,2.23,1.804,3.105,2.625,1.834,3.08,3.189,1.27,1.442
"7313",1977-01-08,-0.0069999999999999,-0.0700000000000001,-0.496,0.805,0.325,-0.466,0.78,0.889,-1.03,-0.858
"7314",1977-01-09,-2.107,-2.17,-2.596,-1.295,-1.775,-2.566,-1.32,-1.211,-3.13,-2.958
"7315",1977-01-10,-2.707,-2.77,-3.196,-1.895,-2.375,-3.166,-1.92,-1.811,-3.73,-3.558
"7316",1977-01-11,-3.607,-3.67,-4.096,-2.795,-3.275,-4.066,-2.82,-2.711,-4.63,-4.458
"7317",1977-01-12,-4.807,-4.87,-5.296,-3.995,-4.475,-5.266,-4.02,-3.911,-5.83,-5.658
"7318",1977-01-13,-4.807,-4.87,-5.296,-3.995,-4.475,-5.266,-4.02,-3.911,-5.83,-5.658
"7319",1977-01-14,-4.607,-4.67,-5.096,-3.795,-4.275,-5.066,-3.82,-3.711,-5.63,-5.458
"7320",1977-01-15,-2.507,-2.57,-2.996,-1.695,-2.175,-2.966,-1.72,-1.611,-3.53,-3.358
"7321",1977-01-16,-0.207,-0.27,-0.696,0.605,0.125,-0.666,0.58,0.689,-1.23,-1.058
"7322",1977-01-17,-0.707,-0.77,-1.196,0.105,-0.375,-1.166,0.0799999999999998,0.189,-1.73,-1.558
"7323",1977-01-18,-4.107,-4.17,-4.596,-3.295,-3.775,-4.566,-3.32,-3.211,-5.13,-4.958
"7324",1977-01-19,-5.707,-5.77,-6.196,-4.895,-5.375,-6.166,-4.92,-4.811,-6.73,-6.558
"7325",1977-01-20,-4.607,-4.67,-5.096,-3.795,-4.275,-5.066,-3.82,-3.711,-5.63,-5.458
"7326",1977-01-21,-4.107,-4.17,-4.596,-3.295,-3.775,-4.566,-3.32,-3.211,-5.13,-4.958
"7327",1977-01-22,-2.407,-2.47,-2.896,-1.595,-2.075,-2.866,-1.62,-1.511,-3.43,-3.258
"7328",1977-01-23,-2.207,-2.27,-2.696,-1.395,-1.875,-2.666,-1.42,-1.311,-3.23,-3.058
"7329",1977-01-24,-3.507,-3.57,-3.996,-2.695,-3.175,-3.966,-2.72,-2.611,-4.53,-4.358
"7330",1977-01-25,-2.607,-2.67,-3.096,-1.795,-2.275,-3.066,-1.82,-1.711,-3.63,-3.458
"7331",1977-01-26,-0.207,-0.27,-0.696,0.605,0.125,-0.666,0.58,0.689,-1.23,-1.058
"7332",1977-01-27,-0.507,-0.57,-0.996,0.305,-0.175,-0.966,0.28,0.389,-1.53,-1.358
"7333",1977-01-28,-6.907,-6.97,-7.396,-6.095,-6.575,-7.366,-6.12,-6.011,-7.93,-7.758
"7334",1977-01-29,-11.407,-11.47,-11.896,-10.595,-11.075,-11.866,-10.62,-10.511,-12.43,-12.258
"7335",1977-01-30,-11.207,-11.27,-11.696,-10.395,-10.875,-11.666,-10.42,-10.311,-12.23,-12.058
"7336",1977-01-31,-7.707,-7.77,-8.196,-6.895,-7.375,-8.166,-6.92,-6.811,-8.73,-8.558
"7337",1977-02-01,-1.304,-0.797,0.188,-1.447,-2.8,-0.38,0.0169999999999999,-0.829,-1.765,-2.188
"7338",1977-02-02,0.496,1.003,1.988,0.353,-1,1.42,1.817,0.971,0.035,-0.388
"7339",1977-02-03,0.196,0.703,1.688,0.0529999999999999,-1.3,1.12,1.517,0.671,-0.265,-0.688
"7340",1977-02-04,0.296,0.803,1.788,0.153,-1.2,1.22,1.617,0.771,-0.165,-0.588
"7341",1977-02-05,-1.004,-0.497,0.488,-1.147,-2.5,-0.0800000000000001,0.317,-0.529,-1.465,-1.888
"7342",1977-02-06,-0.904,-0.397,0.588,-1.047,-2.4,0.02,0.417,-0.429,-1.365,-1.788
"7343",1977-02-07,-0.204,0.303,1.288,-0.347,-1.7,0.72,1.117,0.271,-0.665,-1.088
"7344",1977-02-08,-0.704,-0.197,0.788,-0.847,-2.2,0.22,0.617,-0.229,-1.165,-1.588
"7345",1977-02-09,-5.304,-4.797,-3.812,-5.447,-6.8,-4.38,-3.983,-4.829,-5.765,-6.188
"7346",1977-02-10,-9.704,-9.197,-8.212,-9.847,-11.2,-8.78,-8.383,-9.229,-10.165,-10.588
"7347",1977-02-11,-7.704,-7.197,-6.212,-7.847,-9.2,-6.78,-6.383,-7.229,-8.165,-8.588
"7348",1977-02-12,-7.104,-6.597,-5.612,-7.247,-8.6,-6.18,-5.783,-6.629,-7.565,-7.988
"7349",1977-02-13,-8.304,-7.797,-6.812,-8.447,-9.8,-7.38,-6.983,-7.829,-8.765,-9.188
"7350",1977-02-14,-6.204,-5.697,-4.712,-6.347,-7.7,-5.28,-4.883,-5.729,-6.665,-7.088
"7351",1977-02-15,-3.604,-3.097,-2.112,-3.747,-5.1,-2.68,-2.283,-3.129,-4.065,-4.488
"7352",1977-02-16,-2.704,-2.197,-1.212,-2.847,-4.2,-1.78,-1.383,-2.229,-3.165,-3.588
"7353",1977-02-17,-3.404,-2.897,-1.912,-3.547,-4.9,-2.48,-2.083,-2.929,-3.865,-4.288
"7354",1977-02-18,-3.404,-2.897,-1.912,-3.547,-4.9,-2.48,-2.083,-2.929,-3.865,-4.288
"7355",1977-02-19,-3.204,-2.697,-1.712,-3.347,-4.7,-2.28,-1.883,-2.729,-3.665,-4.088
"7356",1977-02-20,-0.804,-0.297,0.688,-0.947,-2.3,0.12,0.517,-0.329,-1.265,-1.688
"7357",1977-02-21,-0.504,0.00300000000000011,0.988,-0.647,-2,0.42,0.817,-0.0289999999999999,-0.965,-1.388
"7358",1977-02-22,-3.304,-2.797,-1.812,-3.447,-4.8,-2.38,-1.983,-2.829,-3.765,-4.188
"7359",1977-02-23,-4.204,-3.697,-2.712,-4.347,-5.7,-3.28,-2.883,-3.729,-4.665,-5.088
"7360",1977-02-24,-4.304,-3.797,-2.812,-4.447,-5.8,-3.38,-2.983,-3.829,-4.765,-5.188
"7361",1977-02-25,-7.504,-6.997,-6.012,-7.647,-9,-6.58,-6.183,-7.029,-7.965,-8.388
"7362",1977-02-26,-8.604,-8.097,-7.112,-8.747,-10.1,-7.68,-7.283,-8.129,-9.065,-9.488
"7363",1977-02-27,-7.504,-6.997,-6.012,-7.647,-9,-6.58,-6.183,-7.029,-7.965,-8.388
"7364",1977-02-28,-4.504,-3.997,-3.012,-4.647,-6,-3.58,-3.183,-4.029,-4.965,-5.388
"7365",1977-03-01,-0.881,-1.188,-1.74,-1.049,-2.191,-1.472,0.119,-1.446,-2.749,-2.637
"7366",1977-03-02,0.619,0.312,-0.24,0.451,-0.691,0.028,1.619,0.054,-1.249,-1.137
"7367",1977-03-03,1.819,1.512,0.96,1.651,0.509,1.228,2.819,1.254,-0.049,0.063
"7368",1977-03-04,3.119,2.812,2.26,2.951,1.809,2.528,4.119,2.554,1.251,1.363
"7369",1977-03-05,5.419,5.112,4.56,5.251,4.109,4.828,6.419,4.854,3.551,3.663
"7370",1977-03-06,3.519,3.212,2.66,3.351,2.209,2.928,4.519,2.954,1.651,1.763
"7371",1977-03-07,2.419,2.112,1.56,2.251,1.109,1.828,3.419,1.854,0.551,0.663
"7372",1977-03-08,3.019,2.712,2.16,2.851,1.709,2.428,4.019,2.454,1.151,1.263
"7373",1977-03-09,4.619,4.312,3.76,4.451,3.309,4.028,5.619,4.054,2.751,2.863
"7374",1977-03-10,4.419,4.112,3.56,4.251,3.109,3.828,5.419,3.854,2.551,2.663
"7375",1977-03-11,4.519,4.212,3.66,4.351,3.209,3.928,5.519,3.954,2.651,2.763
"7376",1977-03-12,3.819,3.512,2.96,3.651,2.509,3.228,4.819,3.254,1.951,2.063
"7377",1977-03-13,4.119,3.812,3.26,3.951,2.809,3.528,5.119,3.554,2.251,2.363
"7378",1977-03-14,2.819,2.512,1.96,2.651,1.509,2.228,3.819,2.254,0.951,1.063
"7379",1977-03-15,2.319,2.012,1.46,2.151,1.009,1.728,3.319,1.754,0.451,0.563
"7380",1977-03-16,3.319,3.012,2.46,3.151,2.009,2.728,4.319,2.754,1.451,1.563
"7381",1977-03-17,4.619,4.312,3.76,4.451,3.309,4.028,5.619,4.054,2.751,2.863
"7382",1977-03-18,4.719,4.412,3.86,4.551,3.409,4.128,5.719,4.154,2.851,2.963
"7383",1977-03-19,4.319,4.012,3.46,4.151,3.009,3.728,5.319,3.754,2.451,2.563
"7384",1977-03-20,3.819,3.512,2.96,3.651,2.509,3.228,4.819,3.254,1.951,2.063
"7385",1977-03-21,4.819,4.512,3.96,4.651,3.509,4.228,5.819,4.254,2.951,3.063
"7386",1977-03-22,3.719,3.412,2.86,3.551,2.409,3.128,4.719,3.154,1.851,1.963
"7387",1977-03-23,2.119,1.812,1.26,1.951,0.809,1.528,3.119,1.554,0.251,0.363
"7388",1977-03-24,2.319,2.012,1.46,2.151,1.009,1.728,3.319,1.754,0.451,0.563
"7389",1977-03-25,4.319,4.012,3.46,4.151,3.009,3.728,5.319,3.754,2.451,2.563
"7390",1977-03-26,3.619,3.312,2.76,3.451,2.309,3.028,4.619,3.054,1.751,1.863
