"","Date","Observed"
"1","Jan",-2.27258064516129
"2","Feb",-2.47213351452353
"3","Mar",-0.379810901001112
"4","Apr",3.22310344827586
"5","May",8.74788654060067
"6","Jun",12.6467816091954
"7","Jul",14.6532258064516
"8","Aug",13.5533370411568
"9","Sep",9.55011494252873
"10","Oct",5.63042269187987
"11","Nov",1.72459770114943
"12","Dec",-0.923971078976641
