"","Date","CNRMCCLM","CNRMRCA","ECEARTHCCLM","ECEARTHHIRHAM","ECEARTHRACMO","ECEARTHRCA","HADGEMRCA","IPSLRCA","MPICCLM","MPIRCA"
"1","Jan",-0.901103435376691,-0.337568914841922,0.377721584311882,0.405472904828163,-1.24149241021558,0.0770317288266127,-0.128127225965607,0.618493601645035,-1.05292192613371,-1.1176659074248
"2","Feb",0.127586447532015,0.343564617130377,-0.0330682956595158,0.573176946220395,-0.731088183248785,0.400019155582968,0.0840151379108963,0.686772931154764,-0.423937302182242,-0.529456205983754
"3","Mar",1.75782577550102,2.28433207458611,1.69695405927372,1.87300730616757,0.858938346904532,2.34683040518461,1.97812181253116,2.48520297194703,1.6101180458158,1.56694776275769
"4","Apr",5.29990770609319,5.06686201499118,5.83301125074304,6.17257305214914,5.99688898158448,6.53585005489606,6.90987375300998,6.32394374670663,5.07336458333333,5.89565297062036
"5","May",9.94518301400831,11.6733133000512,10.378163613335,10.5712170482137,10.8209967498165,12.7072066887788,11.9927959883383,11.5067577409904,9.99353248311118,11.0200998899028
"6","Jun",14.362615411197,16.67623170194,14.9729318475452,14.5035763739546,15.2513228436505,15.7253043475355,15.9642962045379,17.2772418253081,14.1450763366189,14.3210815295815
"7","Jul",16.4211378198532,17.1513087984298,16.8544263149121,16.389053069719,16.6246847427334,17.5080762977622,17.19048453292,18.0176206852927,15.9901480972202,16.1625150118698
"8","Aug",15.0516275313538,15.5792572324629,16.1881531841294,15.6921029309747,15.5880823086982,15.870410446432,16.3506989570215,16.8672884778827,14.9493690352312,15.0220122538752
"9","Sep",11.9050746561692,11.8491029320988,12.5206747363753,11.8980114097969,12.0706114361342,12.3752010295407,13.0282045378712,12.700458326062,11.7388255130995,11.4435446368446
"10","Oct",7.68025935826745,7.4194623655914,8.39208428947907,8.31688405797102,7.67546088815678,8.5261992690809,9.40829751045863,7.99716682479444,8.31685579877113,8.10747215329473
"11","Nov",3.75864310536424,3.31970085978836,4.43577263400644,4.06206391675957,3.8081753255971,4.27979007735583,4.63548573271414,4.23826111111111,3.92351355820106,3.62706559384881
"12","Dec",1.39017167106459,1.19029964458902,1.67782454503492,2.06471276753093,0.941514759437367,1.42748527700395,1.95380116858185,1.32815082568937,1.16391732896992,1.01317673835534
