"","Date","CNRMCCLM","CNRMRCA","ECEARTHCCLM","ECEARTHHIRHAM","ECEARTHRACMO","ECEARTHRCA","HADGEMRCA","IPSLRCA","MPICCLM","MPIRCA"
"1","Jan",164.492590885985,180.08315434331,159.908846311328,177.151560930494,156.026791710169,185.630701306035,220.852655548063,187.668620511605,164.166792241845,147.702984257251
"2","Feb",120.574626459293,144.299581850408,141.286615958238,115.514875904488,118.749774656558,138.436001508313,180.527529140643,176.847561037074,127.501636923848,134.559424953018
"3","Mar",127.675548124751,127.750791719442,112.752821782981,105.7882049406,105.097382503123,109.23032356418,130.123876725761,122.909613530954,105.054698614837,109.80767301255
"4","Apr",88.0241869217266,101.028065470752,82.1598294945328,84.6488928118279,97.7571875368385,94.4978162190081,100.050158502233,102.439467240411,104.210567715565,101.737047568745
"5","May",84.1959630854654,108.894664923925,94.8046701617362,101.022571619969,109.586878945213,108.039857352907,95.9078519224765,105.997062285468,107.579441963151,112.274416118486
"6","Jun",90.9726912220775,97.256813366767,72.5981755717432,91.9488357750283,99.5525559227278,75.7578867826768,80.9313773792658,128.723047734406,113.468654497,118.981456542484
"7","Jul",75.0578098579816,118.265021369919,96.1062934553581,98.5793606595774,112.919799047373,103.215202852335,122.845094707423,103.907264172547,107.286648323491,95.1453968053954
"8","Aug",101.648787148401,149.89858904321,80.9795458428585,95.09313364192,151.436622648504,136.580872145479,105.434918688462,162.487872168778,124.916742008485,123.799487630463
"9","Sep",94.5186406100138,133.749763343338,110.434601908454,117.426523653526,148.643418541089,117.489623768565,98.5571984723064,121.848944827505,100.11938151194,133.640875728941
"10","Oct",164.351296650107,182.82799119801,132.470316397588,124.751273285544,203.539296836832,164.411848081165,145.719374359092,230.738403485676,132.585240273247,161.395932744654
"11","Nov",146.587478824162,171.366256367241,148.994933963227,141.199112537167,201.81405941498,175.541242619536,129.738376552063,215.371738479107,155.130518232619,144.749428554199
"12","Dec",178.902840387349,202.088219591697,187.689460403188,192.767080306429,159.871384519167,213.615484392096,189.764010804022,211.456085824401,165.979158903703,182.96532737562
