"","Date","CNRMCCLM","CNRMRCA","ECEARTHCCLM","ECEARTHHIRHAM","ECEARTHRACMO","ECEARTHRCA","HADGEMRCA","IPSLRCA","MPICCLM","MPIRCA"
"1","Jan",1.82224397662888,2.06878102065199,2.34460175007498,1.87979974452938,0.587947083271833,2.1686005035993,2.55315300461267,1.86480356039093,1.41500272713106,1.55279840940664
"2","Feb",1.82646373441046,2.42189659244924,1.87241198274161,1.40522428015017,1.29512821958008,2.20319349779392,2.19904165350626,2.38423631084619,1.13359614091764,1.4550059735968
"3","Mar",2.91620830420173,3.78417754736303,3.59223490912985,2.66634217431833,3.60577280758625,4.66282639355434,4.28213261926163,3.96982278541309,2.95721326164875,4.20584397731768
"4","Apr",6.95210715609937,9.75899177689594,7.31707291464356,7.2393995014245,8.04711740514152,9.95094911004259,8.5944034781944,9.60113886087653,5.92219923941799,8.06673866415388
"5","May",11.4639877998537,15.6210756955112,11.5841835113073,11.8464256850503,12.7646397294143,14.1734605228112,13.2774063741161,15.6589584464519,10.8272737868127,12.3435335730578
"6","Jun",15.4001782961191,17.3689319664903,15.9069832579673,15.9448486857826,16.6107243010311,16.9210131984981,17.9478569486153,18.2701124339758,14.5827205197133,15.4560939393939
"7","Jul",17.4830434619144,18.4520361409797,18.5772760377594,18.0630974101052,18.2536883435512,19.2887283034113,19.7524704058898,19.4570467483613,17.4887478393456,18.1157431690174
"8","Aug",16.6914784181108,17.529755525687,17.2800842919063,17.3795072840791,17.5550610008874,17.6209861986636,18.8942928250831,18.8847154946362,16.6631968404688,17.2740244379277
"9","Sep",13.0375275466812,13.2659638888889,13.8815691522087,13.8508803166069,14.0311836678467,13.8801906576892,15.8984639472806,14.7005114099539,12.7498554094129,12.5395038600289
"10","Oct",8.74048425470754,8.59403673835126,9.63674103743307,9.28174145299145,9.70981522230994,9.71295957472083,11.0911284462581,9.12763866320419,8.91729566692269,8.62186930149483
"11","Nov",5.17197804682557,4.83667305996473,6.11386546044695,5.47935383155492,5.4478494012387,6.00821236171237,6.94443749283339,5.38714814814815,5.44760615079365,5.4098857977771
"12","Dec",2.56528011172272,2.24006697840427,3.70579657462038,3.46612645508423,2.62121586978834,3.40949739628565,4.30167854919917,3.20989247311828,2.81095687515305,3.03284377041413
