"","fut","CNRM_CCLM","CNRM_RCA","EC.EARTH_CCLM","EC.EARTH_HIRHAM","EC.EARTH_RACMO","EC.EARTH_RCA","HADGEM_RCA","IPSL_RCA","MPI_CCLM","MPI_RCA"
"1",2071-01-01,13.4,56.4142195767195,0.4,2.7,0,0,59.6780947441216,28.78,0.5,0
"2",2071-01-02,0,5.425,15.65,0,0,0,4.1,5.8,0,0.166666666666606
"3",2071-01-03,1,7.42,22.3,0,2.3,22.7,20.4529411764706,0,3.1,18.8466666666667
"4",2071-01-04,0,0,4.4,0,1.4,24.6230769230769,63.164764868603,0,6.63333333333333,26.7509138381201
"5",2071-01-05,0,0,1.9,0,0,16.48,32.8452830188679,0.3,6.8,6.96666666666667
"6",2071-01-06,27.5925,33.2833333333333,0,0,0,2.9,7.42,0.25,0.5,0
"7",2071-01-07,22.6090909090909,60.9456845238095,8.15,19.1866666666667,0.1,1.6,1,0,6.38333333333333,6.55
"8",2071-01-08,0,2.75,0,0,32.3409948542024,0,12.91,24.3150442477876,3,6.425
"9",2071-01-09,4.7,9.2,0,2,29.9204116638079,0,8.06666666666667,0.3,2.6,1.1
"10",2071-01-10,0,0.95,16.2,4.7,16.7384615384615,5.9,27.0857142857143,8.6,6.63333333333333,4.93333333333333
"11",2071-01-11,0,0.1,0,10.7,6.7,5,18.5,0.8,0,0
"12",2071-01-12,3.4,11,2.3,0,8.32857142857143,2.6,3.4,0.75,0,0
"13",2071-01-13,0.116666666666606,4.8,0,0,21.4899159663866,0.7,0,31.7666666666667,0,0
"14",2071-01-14,35.7466284987277,38.4523648648648,0,8.65714285714286,0,6.4,22.8764705882353,22.8106194690265,9,8.52
"15",2071-01-15,6.7,12.6,0.75,1.8,0.9,9,30.9037735849057,1.3,0.3,0
"16",2071-01-16,0,16.1083333333333,0,5.06666666666667,3.4,0.4,26.4795918367348,13.1080000000001,3.35,0.1
"17",2071-01-17,5.2,2.75,3.05,4.23636363636369,0,7,31.3660377358491,5.8,10.075,0
"18",2071-01-18,14.1028169014084,43.161822089947,0,0.116666666666606,4.7,0,8.06666666666667,0.25,0,0
"19",2071-01-19,1.56666666666667,13.2888888888889,6.3,0,1.6,3.2,1,14.98,0,0
"20",2071-01-20,7.1,14.9909090909091,0,0,3.74000000000012,0,16.1214285714286,26.74,0,3
"21",2071-01-21,30.8058823529412,53.9347387566137,0,5.35,5.35,0.3,10.8,0.4,4.1,5.06666666666667
"22",2071-01-22,2,1.8,0,0,0.6,1.3,2.3,0,0.3,0.55
"23",2071-01-23,4.5,0.75,3.2,0.6,0,4.4,0,0,0.7,2.75
"24",2071-01-24,2.6,0,1.2,3.2,0,0.9,0,49.4701863354036,3.35,6.96666666666667
"25",2071-01-25,2,8.3,1.9,0,6.96666666666667,0.8,0,0.75,1.4,1.4
"26",2071-01-26,11.5666666666667,22.6047619047619,5.5,0,17.3846153846154,3.8,0,0,7.8,6.675
"27",2071-01-27,0,2.3,0,0,0,1.7,4.6,0.1,0,1.76666666666667
"28",2071-01-28,0,0.3,0,0,0,0,5.06666666666667,51.3437370600413,0.3,3.425
"29",2071-01-29,12.3,21.0809523809524,0,0,31.6349914236707,0,8.88,0,20.8052631578947,16.4625
"30",2071-01-30,13.5,9.1,0,0,0,0.6,10,4.4,5.3,19.51
"31",2071-01-31,0,0,0.116666666666606,0,6.7,0.116666666666606,10,0.25,3.35,13.8083333333333
"32",2071-02-01,0,0,0,11.1865979381443,2.6,0.9,10.5,11.2,15.1,1.9
"33",2071-02-02,5.2,0.166666666666606,0.75,16.4,0,17.6944444444444,2.1,33.9973311546841,0,0
"34",2071-02-03,23.1761904761905,16.4153846153846,3.6,1.25,20.1307692307693,0,6.38333333333333,19.6684210526316,33.4643225806452,38.1835858585858
"35",2071-02-04,0,0,0,1,19.19375,0.2,0.9,20.1842105263158,6.3,11.9111111111111
"36",2071-02-05,0,4.1,0,7.3,0,1.77500000000002,2.75,14.26,0,5.66
