"","Date","CNRMCCLM","CNRMRCA","ECEARTHCCLM","ECEARTHHIRHAM","ECEARTHRACMO","ECEARTHRCA","HADGEMRCA","IPSLRCA","MPICCLM","MPIRCA"
"1","Jan",186.932184525543,219.097693740417,169.919253070845,189.998465655539,184.684075936742,199.167330923529,217.574317366144,226.70359130956,175.91346880572,203.410115457793
"2","Feb",175.918778330088,196.313733650163,134.167116616203,163.683946114967,136.791252898151,158.841818563575,137.839125684658,139.996851669406,141.348204984685,170.29146477147
"3","Mar",102.837270059171,111.061666864723,108.03084190108,127.011465154974,119.449988749161,124.980384144715,125.208951722273,114.359324344894,109.700099584859,115.512551597658
"4","Apr",93.6920730807727,113.073076714908,106.144279137512,82.8868537657448,101.899349129329,106.250745571901,106.675641222052,97.0395695714988,79.7622863479775,94.9956760216336
"5","May",101.468176446007,106.106253014432,92.2866102986834,103.350706377688,97.1534090165548,86.0214431342965,115.746764074037,105.205734451267,106.21728315362,94.3434396160602
"6","Jun",72.2935898041051,97.0297869060837,85.6272051408305,105.973920346,103.67421482855,77.5125832913186,99.0884667964639,103.840303497582,99.7168504742318,94.1710891481746
"7","Jul",71.6580801360501,120.542810481645,102.174478699921,95.5768974011119,119.360462522294,98.7175718729067,130.176043271994,104.592170213365,103.398534213995,103.71680085488
"8","Aug",102.469063972865,143.922471037747,78.0141126043928,77.1569172129473,132.989152119747,110.461573717439,108.521005221667,150.005893134209,118.680778103719,120.788811098246
"9","Sep",125.542873157574,132.824310315021,94.9608114468296,116.261987245246,178.511184874303,115.22468171234,101.366843686111,127.725029054374,105.550596751205,158.958845772701
"10","Oct",115.737648662759,154.81639542563,158.591543589965,164.561774262054,213.710072468585,192.897268215691,159.449349402748,191.629089358576,146.41613236087,178.314443669936
"11","Nov",132.795746034176,193.398114964656,154.368507075188,148.805263346978,206.954462914634,194.654861165348,171.142797051292,203.702727700729,151.598524550089,151.102920424333
"12","Dec",197.94922523654,199.007746922416,178.513213548329,188.247896967364,178.689730357664,179.210527284857,231.906633288184,237.353594423303,158.468188187306,198.440092835216
