"","Date","CNRMCCLM","CNRMRCA","ECEARTHCCLM","ECEARTHHIRHAM","ECEARTHRACMO","ECEARTHRCA","HADGEMRCA","IPSLRCA","MPICCLM","MPIRCA"
"1","Jan",-1.04893689620187,-0.679668519020511,-1.00523178620031,0.103910480070437,-1.11452406195377,-0.764384113313795,0.382195705633619,-0.0574482587492996,-1.85982838553841,-1.68286701694849
"2","Feb",-0.745815057923432,-0.22090128968254,0.0289445923203358,-0.50670459743363,-1.65811246408784,0.0580426153715041,0.847567906525202,-0.0902093325975458,-1.71192255806621,-1.4368458616745
"3","Mar",1.4040701737813,1.3641216504523,0.9447044884599,1.06446026608579,0.566510580325139,1.14344631711522,2.52217803057324,1.48241227697211,0.400927029764687,0.359141521390061
"4","Apr",5.16058838524286,4.67150350529101,4.89326845789855,5.26658210392667,5.27584719647345,5.43452492581477,6.96782582272675,4.03779684216071,4.11384920634921,4.3227087049424
"5","May",9.9303374281715,10.9582854582693,10.0212355841192,10.1004713261649,10.6818649297849,11.2638044131576,11.8795408173829,10.2597859504464,9.39380153671771,10.172311921949
"6","Jun",13.615954536829,16.1681995590829,14.3728194136828,14.0161419354839,14.8532498242462,14.8306924714909,15.1321387637638,16.2902874813948,13.4217604241338,14.1663163900914
"7","Jul",15.792227853664,16.5217043437447,16.8519503834292,16.0702541334258,16.0921922670949,16.9385217553232,16.6330228696438,17.4903098824428,15.5070939425285,15.8490328166457
"8","Aug",14.9206231526444,15.470334208056,15.3165965003156,14.8383818071453,14.5135379945829,15.2550992017626,15.9678748990926,16.1151634359394,13.9351027957402,14.3314857329051
"9","Sep",11.3005987809224,11.3036404541446,11.7529165196677,11.3638676523298,11.1663524045677,11.663917071762,12.4981662912913,11.8420799221066,10.8231834037378,10.4291866402116
"10","Oct",7.48759195302626,7.33709997439836,7.29841966054905,7.03203948945709,7.21027647704937,7.1758702745188,7.92452411032325,7.80944713261649,6.8090616999488,6.63345113940135
"11","Nov",4.09377841709504,3.8178573633157,3.83261273195968,3.90365384689117,3.70071713755911,3.42575412237587,3.491095083706,3.55782364672365,3.7468765599839,3.135932717252
"12","Dec",0.779731717976133,0.65731584139032,1.50080213199917,2.02579572923779,0.512308488718642,1.19678096535706,1.2056276013621,1.17854019707067,0.47170484650148,0.516513883183311
