"","Date","Observed"
"1","Jan",191.306896551724
"2","Feb",132.762068965517
"3","Mar",137.58275862069
"4","Apr",73.7310344827586
"5","May",80.2103448275862
"6","Jun",88.3551724137931
"7","Jul",85.1310344827586
"8","Aug",126.413793103448
"9","Sep",157.534482758621
"10","Oct",181.741379310345
"11","Nov",185.555172413793
"12","Dec",181.444827586207
