"","fut","CNRM_CCLM","CNRM_RCA","EC.EARTH_CCLM","EC.EARTH_HIRHAM","EC.EARTH_RACMO","EC.EARTH_RCA","HADGEM_RCA","IPSL_RCA","MPI_CCLM","MPI_RCA"
"1",2041-01-01,21.7,52.3957506613756,0,22.4894736842105,11.6444444444444,0,0,0,12.4335877862596,18.3933333333333
"2",2041-01-02,22.8190476190476,46.7527943121692,0.1,0,3.74000000000012,0.1,0,1,6.9,14.38
"3",2041-01-03,11.1777777777778,29.55,7,0,0,9.6,0,0.8,20.6263157894737,19.0733333333333
"4",2041-01-04,0.1,23.1545454545455,0.3,0,31.1307032590052,0.116666666666606,0,6.55999999999996,0.4,11.24
"5",2041-01-05,0.116666666666606,1.7,5.35,0,0.1,0,0,0,0,6.425
"6",2041-01-06,3.6,0.8,7.98333333333333,0,0,0,0,18.025,7.6,12.8916666666667
"7",2041-01-07,3.9,11.7,2.3,0,52.414730961482,0,0,6.67999999999998,0,10.1
"8",2041-01-08,17.94,2.5,0,0,0.3,0,0,4.3,51.5849259951142,13.5333333333333
"9",2041-01-09,24.247619047619,19.6766497461929,2.6,0,15.6076923076923,0,0.166666666666606,3.1,16.2,14.86
"10",2041-01-10,21.9727272727273,23.4954545454545,0,0,42.9120111731844,0,2.1,3.9,0,0.8
"11",2041-01-11,9.8,13.4111111111111,2.6,0,0.6,2.7,1.1,52.9496376811593,0.0666666666666667,0
"12",2041-01-12,0,8.9,0.116666666666606,0,1.6,3.72173913043479,0,31.1133333333333,21.7526315789474,18.28
"13",2041-01-13,0,1,19.604347826087,0,0.4,9.2,4.6,19.3736842105263,2.2,5.06666666666667
"14",2041-01-14,28.0875,16.7384615384615,0,12.9833333333333,30.928987993139,0,2.4,0,0,0
"15",2041-01-15,3.9,0.8,0.8,1,18.45,3.56521739130438,0,0,0,0
"16",2041-01-16,3.1,0.0666666666666667,6.22,0.95,1.6,8.31666666666667,0.166666666666606,0.8,0,0
"17",2041-01-17,1.1,0,28.6905132192847,0.116666666666606,11.2555555555556,37.1717528373266,5.6,15.7769230769231,0,0
"18",2041-01-18,0.9,0.0666666666666667,0,0,20.5923076923077,4,0,13.636,0,0
"19",2041-01-19,8.74285714285714,0.1,0,0,27.7014577259476,0,0,8.4,0,0
"20",2041-01-20,0,0,0,7.98333333333333,0,0.2,0,0,0,0
"21",2041-01-21,0,0,30.8852255054433,0,4.1,19.4647058823529,0.8,0,0,0
"22",2041-01-22,0.65,0,24.45,0,21.9941176470588,16.5733333333333,21.8,4.4,0,0
"23",2041-01-23,9.7,0.3,5.35,0,5.82,15.510447761194,11.6929411764707,19.9631578947368,0,0
"24",2041-01-24,3.8,0.5,0,0,9.1,3.64347826086959,0.4,1.25,0,0.8
"25",2041-01-25,2.7,1.8,12.1636363636364,0,8.6,0.7,3.3,1.3,0,0
"26",2041-01-26,3.6,7.66,3.7,0,2.45,4.1,0,0,0,0.166666666666606
"27",2041-01-27,13.5,4.8,0.1,0,7.6,0,0.5,0,11.883969465649,4.93333333333333
"28",2041-01-28,0,0,0,0,0,0,0,0,6.63333333333333,4
"29",2041-01-29,0,0,0.8,0,0,8.15,2.5,0,25.4452012383901,3.35
"30",2041-01-30,4.7,0.5,32.5312597200622,0,0,22.2,2.3,7.72857142857143,1,1.4
"31",2041-01-31,0.7,2,11.9818181818182,0.4,0,44.1215958044578,2.3,11,2.6,1.6
"32",2041-02-01,0,34.2981981981982,25.2,0,0,8.06666666666667,7.175,0.75,0,0
"33",2041-02-02,0,0,0.5,0,0,6.1,6.1,0,0,0
"34",2041-02-03,0.1,0,0,2.9,0,1.25,0,0,0,0
"35",2041-02-04,1.2,0,0.116666666666606,17.8266666666667,0,4.175,0,0,0.1,0
"36",2041-02-05,2.23333333333333,1,4.8,12.2947368421053,0,0.4,8.52,0,7.3,0.166666666666606
"37",2041-02-06,0.3,6.67999999999998,0,0.3,0,0,0,3.5,5.4,11.31
"38",2041-02-07,0,1.2,0,2.2,1.25,0,0.1,0.1,17.3666666666667,0.1
"39",2041-02-08,0,1.4,0,0,0,0,0,7.3,0,0
"40",2041-02-09,0,3.7,0.6,0.3,48.6136430461629,0,0,0,0,0
"41",2041-02-10,0,1.7,0.3,0.116666666666606,9.1,2.8,0,0,0,0
"42",2041-02-11,0.6,0.1,4.325,10.7,0,7.2,0,2.23333333333333,0,0
"43",2041-02-12,2.8,9.1,0,0,0.1,0,20.8,0.4,11.6929411764707,8.4
"44",2041-02-13,19.0733333333333,16.9538461538462,0.7,17.5,0.1,3.9,9.85,2,0.1,0
"45",2041-02-14,8.48571428571429,0.9,0.116666666666606,12.042105263158,0.4,0,35.6233568075117,18.7333333333333,7.4,5.66
"46",2041-02-15,0,0,0,3.98000000000007,10.225,0,0.5,3.6,3.875,6.22
"47",2041-02-16,0,0,0.1,0.4,21.2882352941177,0,38.3147887323943,1,28.0198142414861,25.0076923076923
"48",2041-02-17,0,0,0,0,19.9461538461539,0,1.8,0.8,0,0
