"Date","CNRMCCLM","CNRMRCA","ECEARTHCCLM","ECEARTHHIRHAM","ECEARTHRACMO","ECEARTHRCA","HADGEMRCA","IPSLRCA","MPICCLM","MPIRCA"
"Jan",0,0,0.0416139863236677,0.047090211781731,0,0.00753671531941076,0,0.0564597380916051,0,0
"Feb",0.0233216949587571,0.0497600360341065,0,0.0867133718742474,0,0.0514927194330805,0.0101685985675214,0.0830999814536948,0,0
"Mar",0.339552726778172,0.39506930429698,0.298068863996082,0.339538678333671,0.162343810297134,0.379936379031885,0.310894133181673,0.386989369982298,0.317027372096304,0.301085303002263
"Apr",1.17345523245599,1.0574319829522,1.21626275248774,1.30934629529818,1.2768377125553,1.30361917798475,1.35665817185868,1.23247109219861,1.1353860530974,1.28680196461321
"May",2.46749776046134,2.77841878999249,2.48441799414687,2.55940541482684,2.62079109826053,2.95866171683591,2.76767341232182,2.64442047815725,2.48988145350105,2.70397269207653
"Jun",3.78627075156719,4.2780867736011,3.8588454332078,3.7708685027698,3.95949172351955,3.98681307893018,4.02410033858178,4.34943139535553,3.74362271282893,3.765444587436
"Jul",4.15307051494509,4.25662936227635,4.18941214463157,4.10251947144569,4.16178904069564,4.29621024284012,4.19815964079331,4.39421676715826,4.06084229413213,4.08292989444533
"Aug",3.35482166142652,3.39718026448968,3.52966214019375,3.44801741466667,3.42908361997994,3.41278698581043,3.49661612002603,3.6006345091431,3.34235206381511,3.33999699487221
"Sep",2.22833902429379,2.15314241981495,2.27516691574118,2.18821520320732,2.2212575574561,2.20101980486241,2.29801250747386,2.23217724515074,2.20763249143273,2.13949162983796
"Oct",1.17471182759025,1.08449742553114,1.22522646677388,1.23307939443625,1.14450268880825,1.20399960748339,1.31232211401046,1.10784190047961,1.27194584561465,1.22867897105303
"Nov",0.455095238934264,0.374862796857819,0.498476370661923,0.4692058312078,0.442583495262133,0.456614750282195,0.484503962812477,0.438887047333504,0.477891930596133,0.436183330554715
"Dec",0.147117806425579,0.113226597113741,0.158929728733438,0.200860636368118,0.0955069935138669,0.124810030453947,0.165518075414515,0.110600110036614,0.126524744097234,0.107924238854072
