"","Date","Observed"
"1","Jan",-2.16505376344086
"2","Feb",-2.38449917898194
"3","Mar",-0.333763440860215
"4","Apr",3.27611111111111
"5","May",8.81817204301075
"6","Jun",12.5996666666667
"7","Jul",14.654623655914
"8","Aug",13.5401075268817
"9","Sep",9.57944444444444
"10","Oct",5.72827956989247
"11","Nov",1.82188888888889
"12","Dec",-0.85
