"","out","CNRM_CCLM","CNRM_RCA","EC.EARTH_CCLM","EC.EARTH_HIRHAM","EC.EARTH_RACMO","EC.EARTH_RCA","HADGEM_RCA","IPSL_RCA","MPI_CCLM","MPI_RCA","Observed"
"50",1971-02-19,18.7745714285714,10,10.1125,0,0,47.7465546792108,0,0,0.4,0,3.9
"51",1971-02-20,5.4,10.4625,3.8,0,0,0.55,0,0,1.36666666666667,0,0
"52",1971-02-21,5,10.1,4.3,0,0.2,1.72516666666661,0,0,0,0,9.8
"53",1971-02-22,2.7,8.1,0.5,6.8,0.5,14.4771737389911,0,0.2,0,1.4,2.9
"54",1971-02-23,0.4,0,0,7.1,13.5777777777778,0,0.6,1.1,0,10.9,0
"55",1971-02-24,3.00433333333331,0,0,0.6,0.1,0,0,8.03333333333333,0.5,1.1,0
"56",1971-02-25,1.60022222222215,0.4,0,0,0,0,3.30108333333333,1.3,3.10324999999998,3.85,0
"57",1971-02-26,26.1822985355829,24.1989106753813,0.8,5.98376722817767,5.2,0,0.1,0,0.2,3.2681111111111,0
"58",1971-02-27,2.35,0.0666666666666667,0.7,4.9,17.3,0.4,0,0,0,5.76832412523024,0
"59",1971-02-28,0,0,1.72516666666661,2.7,2.4,0,0,1.57516666666661,0,0,0
"60",1971-03-01,0,0,1.5,10.1015009380863,2.8,1.9,0.2,4.3,0,0,0
"61",1971-03-02,0,0,4.2,0,4.9,2.35,14.7289999999999,0.7,0,0,0
"62",1971-03-03,0,0,0.025,0,0,0,5.2,0.2,0,0,0.4
"63",1971-03-04,0,0,0,0,0,0,1.95666666666663,0,0,0,0
"64",1971-03-05,0.1,3.1362222222222,0,0,12.9666666666667,0,2.6,0.1,2.03499999999995,0.55,0
"65",1971-03-06,0.2,2.65,0,0,0.7,0,4.03333333333333,7.41428571428571,0.4,3.4,0
"66",1971-03-07,0.3,0.1,0,0,0,0,11.2645367412141,0.2,0,0.9,0
"67",1971-03-08,0,0,0,0,0.2,0,6.7,0,0.5,3.00433333333331,0
"68",1971-03-09,0.3,0.1,0,0,0,0,0,0,0,0,0.1
"69",1971-03-10,2.5,4.56666666666667,0,0,0,0,0,0,21.2,19.252417683281,0
"70",1971-03-11,7.2,13.2462984723854,0,0,0,0,0,0.1,4.775,9.0625,1.3
"71",1971-03-12,46.0772239414397,41.6743333333332,0,0,6.3,0,0,0,2.8,0,1.3
"72",1971-03-13,7.78333333333333,2.9362222222222,0,0,0,0,0.4,2.11749999999997,0,0,11.5
"73",1971-03-14,9.26666666666667,2.08999999999996,1.3,0,0.2,2.8,11.376357827476,8.03333333333333,0,0,0
"74",1971-03-15,1,5.3,0.2,6.16753445635535,0.2,0.9,5.6,0,0,0,3.8
"75",1971-03-16,0.3,0,0.4,0,0,0.3,0,0,0.4,0,4.1
"76",1971-03-17,2.6,0,0,0,0,0.2,1.65033333333322,0,0.15,0.1,22.3
"77",1971-03-18,3.9,4.56666666666667,0.9,0.9,0,0.1,3.83333333333333,0,0.1,5.62099447513815,3.5
"78",1971-03-19,0,0,0,0,0,0,0,0,0.1,0,6.6
"79",1971-03-20,0,0,0,0,0,0,0,0.1,0,0,29.8
"80",1971-03-21,0.1,0,0,0.2,0,0,0,0,0,0,0
"81",1971-03-22,3.7,0,0,0.4,0,0,0,0,0,0,0
"82",1971-03-23,0,0,0,0.5,0,0,0,0,0,0.1,0
"83",1971-03-24,0,0,0,0,0,0,0,0,6.7,2.69298454221169,4.1
"84",1971-03-25,0,0,0.025,0,0,0,0,0,7.78333333333333,13.9191693290735,2.8
"85",1971-03-26,2.2,0,0,0,0,0,0,1.72516666666661,8.9,7.6,0
"86",1971-03-27,23.8256198347109,0,0,0,0,0.1,0,0,12.4181818181818,13.7,0
"87",1971-03-28,8.54285714285714,0,0,0,0,0,0,0,5.64,4.16666666666667,0
"88",1971-03-29,0.5,0,0,0,0,0,0,0.6,1.43333333333333,7.03333333333333,0
"89",1971-03-30,0,0,0,0,0,0,0,0,5.56,0.1,0
"90",1971-03-31,0.0666666666666667,0.0666666666666667,0.025,0,0,0,0,0,0,0,0
"91",1971-04-01,4.9,1.8,1.57516666666661,0,5.3,2,0,0,0,0,0.7
"92",1971-04-02,23.7159567705023,8.2,0.4,0,13.0888888888889,0.2,0,0,0,0,5.7
"93",1971-04-03,7.62857142857143,3.4,0.2,0,20.8054457292055,4.925,0,5.5,0,0,0.2
"94",1971-04-04,24.1546090273365,40.6396621004565,1,1.2,0,1.65033333333322,0,0.4,0.6,1.4,0
"95",1971-04-05,0.3,0.2,0,0,0,0,0,1.05,6.1,8.1,0
"96",1971-04-06,0,0,0,1,0,0,0,0,1.2,0.25,0
"97",1971-04-07,0,0,0,0,0,0,0.1,0,22.8791666666667,14.9053627760252,1.9
"98",1971-04-08,0,0,0,0,0,0.1,2.03499999999995,0,4.33227783452523,0.4,5.6
"99",1971-04-09,0,0,0,0.6,0.2,0,7.8,6.325,3.8,0.15,0
"100",1971-04-10,0,0,0,0,4.6,0,3.7,0,0.6,5.13333333333333,0
"101",1971-04-11,0,0,2.2,0,3.5,3.60109890109892,1.57516666666661,0.4,16.5416666666667,22.2371882402118,0
"102",1971-04-12,0,0,6.3,0,1.3,7.2,0,0,5.72,3.6,0
"103",1971-04-13,0,0.3,0,0,13.0888888888889,19.4555294117647,0.1,16.1957831325301,1.2,0,0
"104",1971-04-14,0,3.9,0,0.9,22.975,1.72516666666661,0,0,0.1,0,0
"105",1971-04-15,2.2,3.83333333333333,0,0,1.72516666666661,0.3,1.4,0,2.9362222222222,0.1,0
"106",1971-04-16,0,0.0666666666666667,0,0.5,15.3771794871794,0,28.1941176470588,0,0,0.6,0
"107",1971-04-17,0,0,0,0.2,0,0.1,0.5,0,0,0,3
"108",1971-04-18,0,0,0,0.6,0.15,0,0,0,0.0666666666666667,0,1.9
"109",1971-04-19,7.7,4.925,0,0,3.4,0,0,0,7.53333333333333,0.1,5.3
"110",1971-04-20,8.8,1.72516666666661,0,0.1,7.2,0.1,0,0,0.4,0,0.3
"111",1971-04-21,0.1,0.2,0,0,7.78333333333333,0,0,0,0.1,0,0
"112",1971-04-22,0,0.9,0,1.4,0,0,0,0,0,0,0
"113",1971-04-23,0,13.9606255721696,0,6.16753445635535,1.65033333333322,0,0.1,0,0,0,0
"114",1971-04-24,0,2.14499999999998,0,0.1,4.7,0,2.03499999999995,0,0,1,0
"115",1971-04-25,0,0.2,0,0,0,0,5.5,0,0,0,0
"116",1971-04-26,0,5.7,2.03499999999995,0.3,0.1,0,2.03499999999995,0,0,0.2,5.2
"117",1971-04-27,5.5,7.9,0,3.7,0,3.7,44.0900864453664,0.4,0.15,0,0
"118",1971-04-28,0.2,0.65,0,15.6589680589681,0,0.7,11.7,0.1,0,0,0.3
"119",1971-04-29,23.0579783852512,7.1,0,9.51050656660412,0,0.5,0.8,9.03333333333333,0,0,1.6
"120",1971-04-30,3.00433333333331,1,0,29.585225140713,4.6,7.86666666666667,0,0,0,0,0
"121",1971-05-01,0.6,0,0.7,3.5,4.1,0,6.9,0.5,0,0,0
"122",1971-05-02,5,1.4,0,0,0.1,3.13770411985019,0.1,0,0,0,0
"123",1971-05-03,4.5,20.5,0.025,0,0,35.1849206931922,0,0.7,0,1.2,0
"124",1971-05-04,13.5,40.0648447488583,13,0,0,0,0,7.86666666666667,1,0,0
"125",1971-05-05,7.62857142857143,5.6,4.2,0,0.1,6,0,3.9,0,0,0
"126",1971-05-06,0.1,1.1,7.2,0,0,3.00433333333331,0,9.85,4.7,4.03333333333333,0
"127",1971-05-07,0,0,2.8,0,5.56,0.3,0,0.5,0.7,3.4,0
"128",1971-05-08,0.1,0.2,0,0,0,0.1,0,2.9362222222222,0,0.7,0
"129",1971-05-09,0,0,0,11.425,0,0.1,0,14.7289999999999,0,1,1.2
"130",1971-05-10,0,0,0.6,0,0,0.1,0,24.0416815742397,1.43333333333333,0.1,0
"131",1971-05-11,0,0,0.025,0,0,0.5,0.1,8.2,0,0.4,0.1
"132",1971-05-12,0,0,0,0,0,0.1,0.375,0,0,0,0
"133",1971-05-13,0,0,3.5,0,0,2.7,0.1,1.2,0,0,0.3
"134",1971-05-14,0.0666666666666667,0,6.4,0,0,2.90216666666665,9.80600375234521,0,0,0,0
"135",1971-05-15,0.2,0,0,0,0,0,0,1.3,0,0,0
"136",1971-05-16,0,0.4,0,0,0,0,1.1,6.45,0,0,0.2
"137",1971-05-17,0,0,0,0,0,3.13770411985019,0,5.5,0,0,8.8
"138",1971-05-18,0,0,1.1,0,0,0,16.8,0,0,0.25,7
"139",1971-05-19,0,0.6,0.2,9.03613193403298,0.15,16.2,4.16666666666667,0,0,0.15,0
"140",1971-05-20,2.8,0,7.98571428571429,25.54,0,2.1377358490566,0.375,0,5.48,6.2,0.4
"141",1971-05-21,0.6,0.15,9.5875,2.8,0,0,14.6146666666666,14.6146666666666,10.6,1,0.3
"142",1971-05-22,0,0,0,9.90450281425891,0,0,4.9,0,8.54285714285714,0,0
"143",1971-05-23,0,0,0,0,0,0,0.4,9.15,0.1,11.8,0
"144",1971-05-24,0,0,0.1,0.2,0,0,0,12.1555555555556,0.2,4.43333333333333,0
"145",1971-05-25,0,0,7.4,0,0.15,0.1,3.9,12.8444444444444,0,0.4,0
"146",1971-05-26,0,0,0,0.1,0,1.05,2.03499999999995,14.043,0,4.85,0
"147",1971-05-27,0,0,0,1.5,0,0,0,1.8,0.0666666666666667,0,0
"148",1971-05-28,0.4,13.8559566676838,0.1,0,0,4.775,0,0,8.71428571428571,0.15,0.5
"149",1971-05-29,4.3,0.15,0.4,0,0,4.2,0,0,0,0,51.3
"150",1971-05-30,0,0,0.1,0,5.8,0,4.9,0.4,0,0,25.8
"151",1971-05-31,0,0,0,0,4.3,0.4,4.9,0,0,2.58596908442337,0
"152",1971-06-01,0,0,1,3.4,0,24.125,0,2.8,6.9,14.5766773162939,0
"153",1971-06-02,0,0,1.57516666666661,0,0,0,3.9,4.85,2.3,16.0866666666667,0
"154",1971-06-03,5.6,0.15,0,8.95742128935532,4.6,4.85,2.5,1,12.4181818181818,0.4,0
"155",1971-06-04,7.7,4.775,0,14.9769041769042,5.1,0.7,6.5,0.1,1.65033333333322,0,0
"156",1971-06-05,0,0,0.1,8.03333333333333,0,0,0,0,0,0,0
"157",1971-06-06,0,1.1,0,1.8,0,0,0,13.4555555555556,1.3,0,0
"158",1971-06-07,0,0.15,0,2.2,12.7222222222222,0,0,2.03499999999995,0,0,0
"159",1971-06-08,0,0,0,2.8,0.1,0,0,0,0,0,0
"160",1971-06-09,1.1,0,0,0,2.4,0,0,5.5,0,8.44,1.9
"161",1971-06-10,5.4,0,0,15.4031941031941,0,0,0,0,0.3,2.58596908442337,0.2
"162",1971-06-11,0,0,0,0.5,0,6.7,0.2,0,6.3,0.55,0
"163",1971-06-12,0,0,0,41.6961975809372,8.5,0,0,0,3.20216666666665,0,0
"164",1971-06-13,0,0,1.65033333333322,5.89188361408884,6.86666666666667,0,0,0,0.0666666666666667,6.78333333333333,0
"165",1971-06-14,0,0,12.6,14.5276139410188,3.00433333333331,0,3.6,0,0,0,0
"166",1971-06-15,0,0.65,0.1,0.95,0.15,0,0.15,0,13.8758974358974,6.325,0
"167",1971-06-16,0,0,0,20.4221228070175,7.5,0,0,5.7,33.6930636134928,7.7,0
"168",1971-06-17,10.3,16.9,0,0.6,1.3,0,17.3,0.4,1.57516666666661,19.4845020332287,0
"169",1971-06-18,0,3.2681111111111,0,0,0,0,0,4.85,0,0,6.5
"170",1971-06-19,0,0,0,0,2.3,0,13.59,7.27142857142857,9.7625,6.325,0
"171",1971-06-20,0,0,0.4,13.8839142091153,7.3,0,10.2,0.1,8.37142857142857,1.8,0.1
"172",1971-06-21,0,0,1.65033333333322,0,0,0,0,0.4,1.43333333333333,0,2.6
"173",1971-06-22,0,0,0,8.7,0.2,13.9279343474779,0,7.7,0,0,3.4
"174",1971-06-23,0,0,0,5.89188361408884,4.8,0.3,0,0.6,0,0,1.2
"175",1971-06-24,0,0,0.025,0,4.7,0,1.8,0,0.4,0,0
"176",1971-06-25,0,1.3,1.8,0.95,0,5.48,9.10464216634429,0,0,0,3.8
"177",1971-06-26,1.5,2.9362222222222,3.7,5.5,0,0,3.00433333333331,0,0,1,0.1
"178",1971-06-27,0.4,0,0.9,0.2,0,0.2,5.2,0,11.5,15.4526813880126,6.9
"179",1971-06-28,0,0.4,0.025,0,4.7,7.78333333333333,0.8,0,10.1125,1.65033333333322,0
"180",1971-06-29,0.9,0.6,0.4,11.3375,0,0,3.30108333333333,0,3.30108333333333,0.7,0
"181",1971-06-30,0,1.3,0.025,3.6,0,0,7.3,0,20.0889814814815,0.1,0
"182",1971-07-01,0.0666666666666667,0,0,3.9,0.1,5.56,0.8,0.1,0,0,0
"183",1971-07-02,0,0,0.1,2.2,0.6,0,0,15.2882051282051,1.36666666666667,0.1,0
"184",1971-07-03,0.4,0,0,0,29.9398475165225,0,0,2.65,29.9771638263253,0.2,0
"185",1971-07-04,0,0,0,0,5.4,0,0,0,10.1125,17.8376041666667,0
"186",1971-07-05,1.72516666666661,0,0.8,9.60900562851782,0,0.6,24.2071428571429,0,6.1,0.25,0
"187",1971-07-06,3.00433333333331,1.72516666666661,0,18.4059285714285,0,0,16.4,0,0.0666666666666667,0.1,0
"188",1971-07-07,0,0,2.8681111111111,0,4.8,1.57516666666661,5.5,0,0,0,0
"189",1971-07-08,0,0,21.9448738422229,0,15.7330769230769,10.3,0,0,1.36666666666667,0,0
"190",1971-07-09,1.05,0,30.5719810288216,0,8.4,30.91555,0,0,0,0,0
"191",1971-07-10,0.2,0,60.6056369156041,0,2.14499999999998,6.8,0,0,0,0,0
"192",1971-07-11,0.4,0,8.91666666666667,0,9.3,1.4,13.7,0,1.57516666666661,0,0
"193",1971-07-12,0.2,0,1.65033333333322,0,3.9,4.7,3.83333333333333,0,0,0,0
"194",1971-07-13,0,0.0666666666666667,0.1,0,0,0.2,13.37,0,0,7.6,0
"195",1971-07-14,0,0,0,0,3.75,4.43333333333333,4.16666666666667,0,34.3393900498023,15.6716088328076,0
"196",1971-07-15,16.9941176470588,0.5,0.4,0,1.91749999999997,0,1.5,3.5,0,0,0
"197",1971-07-16,0.0666666666666667,0,57.3849587128111,7,0.9,0,22.975,0,0.1,0,0
"198",1971-07-17,0,0,7,0,0,0,13.26,0,0,0,0.4
"199",1971-07-18,0,0,0.2,0,0.1,0,0,0,0,0,0.3
"200",1971-07-19,0,2.9362222222222,4.2,18.4059285714285,0,0,0,0,0,0,1.9
"201",1971-07-20,0,0.3,6.5,1.5,0,0.4,0,0.1,3.10324999999998,15.8905362776025,0
"202",1971-07-21,0.1,3.2681111111111,0,7.1,0.1,0,12.71,0.2,0,0,0.2
"203",1971-07-22,0,0,0.1,24.5954545454545,0,0.4,0.1,25.9041476195786,0,0,0
"204",1971-07-23,0,0,3.75,0,0,5.4,0.375,2.8,0.6,0,0
"205",1971-07-24,0,0,0.1,5.3,0,0,0,0.1,0,0,0
"206",1971-07-25,0,0,0,26.5,0,0,0,0,0.3,0.1,16.3
"207",1971-07-26,0,0,0,0.7,0,0,3.76666666666667,0,1.87833333333331,0,1.7
"208",1971-07-27,0,0,0,11.1625,0,0,2.90216666666665,0.1,0,0,7.6
"209",1971-07-28,0.9,0.5,2.03499999999995,0.5,0,12.8974971983564,5.96,0,3.9,6.575,0
"210",1971-07-29,1.8,2.3,12.3272727272727,0,0,9.03333333333333,35.6132037037036,0.6,8.03333333333333,14.5766773162939,0
"211",1971-07-30,0,1.3,0,0,0,0,53.9320435684646,0,1.65033333333322,0,11.5
"212",1971-07-31,22.5096630642085,8.8,0,12.475,0.1,0,53.9320435684646,0,0,0,5
"213",1971-08-01,0.3,0.1,0,5.98376722817767,12.7222222222222,0,0,0,0,0,10.4
"214",1971-08-02,0,11,1.65033333333322,1.2,20.3140580395246,0,28.1941176470588,8.2,0,0,0.6
"215",1971-08-03,9.85,0,0,1.72516666666661,4.1,14.111014144649,11.8,0.4,0.95,0,0.5
"216",1971-08-04,9.26666666666667,0.1,0,5.98376722817767,2.8681111111111,0,0.5,2.4,0,0,6.6
"217",1971-08-05,21.7954545454545,51.8165355731224,0,11.5125,0,0,0,18.2864027303754,0,0,10.1
"218",1971-08-06,27.3846621563759,0.5,20.8525710635579,32.506191369606,0,0,17.3,0,0,0,30.1
"219",1971-08-07,22.4,3.83333333333333,22.63,0,0,0,26.8176470588235,20.9223506157823,0.0666666666666667,21.0458826807858,14.1
"220",1971-08-08,21.6227272727273,0.1,13.2,0.4,0,27.004,9.51050656660412,16.8810240963855,0,7.2,4
"221",1971-08-09,15.5541755888651,0.95,0,0,0,11.25,6.6,12.6,0,0,0.7
"222",1971-08-10,6.7,23.9984749455338,7.1,0,0.2,0.1,35.3800833333333,13.2111111111111,0,0,0.3
"223",1971-08-11,1.1,0.1,21.0346215266688,0,22.1873927638941,53.026190670515,5.1,12.0444444444444,0,0,0
"224",1971-08-12,4.5,0,0,0,0,25.852,0,49.0698505509641,0,0,0
"225",1971-08-13,11.3666666666667,0.4,1.1,1.5,27.4408005536972,0,0,0,0,0,0
"226",1971-08-14,2.7,8.3,0,0,0,0,0,0,0,0,11.3
"227",1971-08-15,0,0.15,0,8.5,1.4,0,0,0,0,1.70022222222215,28.8
"228",1971-08-16,3.00433333333331,0,0.025,29.0010318949343,30.5508443142332,0,0,3.83333333333333,0,0,0.3
"229",1971-08-17,0.6,0,0.5,1.05,12.475,0,0,1.4,1.3,0,0
"230",1971-08-18,0.3,0,0.1,0,2.3,0,0,0,2.65,0,0
"231",1971-08-19,0,0,5.4,54.644375382711,11.6,22.8928571428571,0,0,1.3,6.325,0
"232",1971-08-20,0,0,2.5,9.35097451274362,10.1125,2.8,0,0,0,0,0
"233",1971-08-21,0.4,0.0666666666666667,0.025,0,12.475,0.7,0,0,0,0,0
"234",1971-08-22,14.8,0,56.9136399514267,0.1,0.4,49.282448785772,0,0,0,0,0
"235",1971-08-23,0,0,0.025,26.38,0,1.5,0,0,0,0,0
"236",1971-08-24,0,0,0,0,3.4,18.2054385964912,0,0,0.3,0.4,0
"237",1971-08-25,4.6,3.1362222222222,10.8125,18.6516904761904,1.4,9.03333333333333,0,3.7,2.2,8.975,0
"238",1971-08-26,0.0666666666666667,0,3.75,0,25.1983273733995,0,0,22.7250447227192,0,0,0
"239",1971-08-27,2.14499999999998,0,0,0,1.65033333333322,7.1,1.2,4.5,0,0,0
"240",1971-08-28,4.3,0,0,0.1,1.72516666666661,0,0,24.2062611806798,0,0,3.9
"241",1971-08-29,0,0,19.0872058853068,0.4,6.7,7.61666666666667,0,0.4,0,0,7.4
"242",1971-08-30,2.35,21.8266832917706,0.6,0,22.1873927638941,0.4,4.6,0,0.9,4.775,8.1
"243",1971-08-31,12.1555555555556,33.5119269406392,0,0,27.3162187103473,3.27107490636707,4.6,0,0.9,1.65033333333322,1.8
"244",1971-09-01,27.1071936285006,0.2,0,0,26.4441458068982,0.1,2.03499999999995,15.3771794871794,12.2363636363636,17.04,7.2
"245",1971-09-02,0,0,0.1,0,17.8657750493313,9.9,7.1,0,0,0,5.6
"246",1971-09-03,0,0,15.9036111111111,0,1,14.3856338404056,0,0,0,0.1,0
"247",1971-09-04,0,0,9.675,0,12.475,11.3375,0,0.1,0.9,0,0
