"","fut","CNRM_CCLM","CNRM_RCA","EC.EARTH_CCLM","EC.EARTH_HIRHAM","EC.EARTH_RACMO","EC.EARTH_RCA","HADGEM_RCA","IPSL_RCA","MPI_CCLM","MPI_RCA"
"1",2071-01-01,13.1,56.5041080368906,0.4,2.6,0,0,59.6582731673581,28.7080129066597,0.4,0
"2",2071-01-02,0,5.3,15.5180555555555,0,0,0,3.83333333333333,5.8,0,0.15
"3",2071-01-03,1,7.3,22.1269243053338,0,2.2,22.5642857142857,20.2388823529412,0,2.9362222222222,18.59025
"4",2071-01-04,0,0,4.4,0,1.4,24.2071428571429,63.1476943291839,0,6.6,26.3875
"5",2071-01-05,0,0,1.8,0,0,16.3,32.8029615384615,0.3,6.8,6.95
"6",2071-01-06,27.3846621563759,33.282,0,0,0,2.8,7.2,0.2,0.4,0
"7",2071-01-07,22.3136363636364,61.021223320158,7.98571428571429,19.0982105263158,0.1,1.57516666666661,1,0,6.3,6.575
"8",2071-01-08,0,2.65,0,0,31.9765035088915,0,12.71,23.9593917710197,2.8681111111111,6.45
"9",2071-01-09,4.6,9,0,1.91749999999997,29.5325163180487,0,7.8,0.3,2.5,1.1
"10",2071-01-10,0,0.95,16.1083333333333,4.6,16.3714285714286,5.8,26.8176470588235,8.4,6.6,4.85
"11",2071-01-11,0,0.1,0,10.55,6.5,4.85,18.2107647058823,0.8,0,0
"12",2071-01-12,3.2681111111111,10.8125,2.3,0,8.03333333333333,2.5,3.20216666666665,0.7,0,0
"13",2071-01-13,0.1,4.7,0,0,21.0180529653114,0.6,0,31.8899169715921,0,0
"14",2071-01-14,35.7835060398473,38.5703196347031,0,8.5,0,6.3,22.6464285714286,22.5604651162791,8.8,8.44
"15",2071-01-15,6.6,12.4,0.7,1.72516666666661,0.8,8.8,30.791,1.3,0.2,0
"16",2071-01-16,0,15.9079575596817,0,4.9,3.1362222222222,0.4,26.1823529411765,12.9666666666667,3.20216666666665,0.1
"17",2071-01-17,5,2.65,2.9362222222222,4.1,0,6.9,31.2700384615384,5.8,9.9375,0
"18",2071-01-18,13.8,43.2936765480895,0,0.1,4.5,0,7.8,0.2,0,0
"19",2071-01-19,1.55011111111107,13.1170387779083,6.3,0,1.57516666666661,3.00433333333331,1,14.7289999999999,0,0
"20",2071-01-20,7,14.7979768080562,0,0,3.6,0,15.9173809523809,26.5062214293679,0,2.8681111111111
"21",2071-01-21,30.7391804191478,54.032478919631,0,5.2,5.1,0.3,10.6004576659039,0.4,3.9,4.925
"22",2071-01-22,1.91749999999997,1.72516666666661,0,0,0.5,1.3,2.11749999999997,0,0.2,0.5
"23",2071-01-23,4.4,0.65,3.1362222222222,0.5,0,4.3,0,0,0.6,2.69298454221169
"24",2071-01-24,2.5,0,1.1,3.10324999999998,0,0.9,0,49.5153636363635,3.20216666666665,6.95
"25",2071-01-25,1.91749999999997,8.1,1.8,0,6.78333333333333,0.7,0,0.7,1.43333333333333,1.4
"26",2071-01-26,11.3666666666667,22.3952618453866,5.4,0,16.9285714285714,3.7,0,0,7.7,6.7
"27",2071-01-27,0,2.2,0,0,0,1.65033333333322,4.5,0.1,0,1.70022222222215
"28",2071-01-28,0,0.2,0,0,0,0,4.9,51.3865185950412,0.2,3.4
"29",2071-01-29,12.0444444444444,20.8790523690773,0,0,31.2636739115623,0,8.6,0,20.6,16.26
"30",2071-01-30,13.2,8.9,0,0,0,0.5,9.80600375234521,4.4,5.13333333333333,19.252417683281
"31",2071-01-31,0,0,0.1,0,6.5,0.1,9.80600375234521,0.2,3.20216666666665,13.7
"32",2071-02-01,0,0,0,10.9875,2.4,0.9,10.3601830663616,11.1,14.7553846153845,1.8
"33",2071-02-02,5,0.15,0.7,16.2785714285714,0,17.5716315789474,1.95666666666663,34.2380886075949,0,0
"34",2071-02-03,22.8386522568341,16.2,3.6,1.2,19.7020233733832,0,6.2,19.4284797106779,33.1770439325169,38.3977600643441
"35",2071-02-04,0,0,0,1,18.7710151282614,0.2,0.8,19.9998846389604,6.2,11.8
"36",2071-02-05,0,3.9,0.025,7.28333333333333,0,1.72516666666661,2.6,14.043,0,5.62099447513815
"37",2071-02-06,31.3170939602506,19.0203333333333,18.5143529411764,1,6.3,10.8,0,30.1995304370967,8.71428571428571,3.9
