Year	Baseline	corre_cnrmcclm	corre_cnrmrca	corre_ecearthcclm	corre_ecearthhirham	corre_ecearthracmo	corre_ecearthrca	corre_hadgemrca	corre_ipslrca	corre_mpicclm	corre_mpirca
2071	0.141714285714286	0.0797142857142857	0.007	0	0.547571428571429	1.69442857142857	0.00271428571428571	0.005	2.60628571428571	0.558428571428571	2.52057142857143
2072	1.38114285714286	0.144857142857143	0.0728571428571429	0.861571428571429	0.243714285714286	0.113571428571429	0.313857142857143	0.478285714285714	0.955857142857143	0.211428571428571	0.380571428571429
2073	0.886428571428571	0.334857142857143	0.542285714285714	0.0138571428571429	0.170571428571429	0.272	0.100714285714286	0.369	0.391	0.201857142857143	0.037
2074	0.502	0.371	0.317285714285714	0.416714285714286	0.187285714285714	0.0171428571428571	0.940857142857143	0.036	0.0292857142857143	0.628714285714286	0.625142857142857
2075	0.364857142857143	0.068	0.181714285714286	0.0105714285714286	0.0672857142857143	0.00542857142857143	0.0297142857142857	0.258	0.377428571428571	0.81	0.254571428571429
2076	0.392428571428571	0.181	0.138285714285714	0.00671428571428571	0.209285714285714	0.157857142857143	0.00142857142857143	0.318142857142857	0.153	0.0418571428571429	0.168714285714286
2077	0.294142857142857	0.00171428571428571	0.036	0.190142857142857	0.374285714285714	0.079	0.115571428571429	0.044	0.183714285714286	0.290142857142857	0.0555714285714286
2078	0.329714285714286	0.264857142857143	0.448857142857143	0.0582857142857143	0.0567142857142857	0.350428571428571	0.023	0.105142857142857	0.261	1.21685714285714	1.08571428571429
2079	0.442571428571429	0.271142857142857	0.484714285714286	0.0294285714285714	0.00885714285714286	0.836	0.109571428571429	0.189285714285714	0.627428571428571	0.364285714285714	0.230142857142857
2080	0.555714285714286	0.113857142857143	0.511571428571429	0.226285714285714	0.369	0.184714285714286	0.131857142857143	0.548142857142857	0.07	0.0232857142857143	0.0402857142857143
2081	0.687142857142857	0.212285714285714	0.166857142857143	0.112857142857143	0.851857142857143	0.102857142857143	0.164857142857143	0.0512857142857143	0.591714285714286	0.368571428571429	0.140142857142857
2082	0.0722857142857143	0.245857142857143	0.139	0.0525714285714286	0.146	0.210857142857143	0.107857142857143	0.0155714285714286	0.320571428571429	0.204714285714286	0.342
2083	0.468285714285714	0.101571428571429	0.22	0.0675714285714286	0.289428571428571	0.0591428571428571	0.120142857142857	0.0617142857142857	0.363285714285714	0.455	0.417714285714286
2084	0.715571428571429	0.290857142857143	0.293142857142857	0.0662857142857143	0.715	0.116142857142857	0.118857142857143	0.0942857142857143	0.355428571428571	0.556857142857143	0.496428571428571
2085	0.249571428571429	0.182	0.634	0.0747142857142857	0.897857142857143	0.304142857142857	0.0531428571428571	0.00328571428571429	0.572428571428571	0.0732857142857143	0.114857142857143
2086	0.148857142857143	0.08	0.110285714285714	0.371714285714286	0.127714285714286	0.0818571428571429	0.0668571428571429	0.494285714285714	0.226285714285714	0.110714285714286	0.281714285714286
2087	0.343857142857143	0.097	0.246428571428571	0.0562857142857143	0.161285714285714	0.303428571428571	0.0727142857142857	0.119285714285714	0.454714285714286	0.0741428571428571	0.0942857142857143
2088	1.04342857142857	0.106142857142857	0.287142857142857	0.108857142857143	0.352142857142857	0.177142857142857	0.283571428571429	0.0945714285714286	0.239	0.138	0.420142857142857
2089	0.770857142857143	0.109571428571429	0.185142857142857	0.0792857142857143	0.0502857142857143	0.0522857142857143	0.142571428571429	0.445714285714286	0.0184285714285714	0.525714285714286	0.634
2090	0.0664285714285714	0.169285714285714	0.118285714285714	0.0315714285714286	0.0192857142857143	0.149857142857143	0.094	0.370142857142857	0.232142857142857	0.216428571428571	0.204285714285714
2091	1.00071428571429	0.250571428571429	0.422428571428571	0.00185714285714286	0.0418571428571429	0.185857142857143	0.0118571428571429	0.0615714285714286	0.386	0.342571428571429	0.131857142857143
2092	1.66885714285714	0.026	0.429142857142857	0.157571428571429	0.604857142857143	0.247	0.0762857142857143	0.213	0.439428571428571	0.0795714285714286	0.00557142857142857
2093	0.282285714285714	0.770142857142857	0.360714285714286	0.0257142857142857	0.146714285714286	0.106714285714286	0.0818571428571429	0.575285714285714	0.132571428571429	0.0537142857142857	0.209571428571429
2094	0.134285714285714	0.299142857142857	0.477142857142857	0.271	0.0368571428571429	0.649857142857143	0.392285714285714	0.380428571428571	0.430142857142857	0.00285714285714286	0.197428571428571
2095	0.112142857142857	0.139285714285714	0.113857142857143	0.0464285714285714	0.064	1.18385714285714	0.143571428571429	0.193285714285714	0.31	0.218571428571429	0.0451428571428571
2096	1.38114285714286	0.0777142857142857	0.506428571428571	0.0397142857142857	0.582	0.0275714285714286	0.454857142857143	0.178142857142857	0.531	0.494142857142857	0.223
2097	0.886428571428571	0.421857142857143	0.517285714285714	0.0232857142857143	0.336285714285714	0.0807142857142857	0.0954285714285714	0.0312857142857143	0.102428571428571	0.469714285714286	0.627285714285714
2098	0.502	0.103285714285714	0.131428571428571	0.0548571428571429	0.0194285714285714	0.0487142857142857	0.585571428571429	0.071	1.08614285714286	0.120142857142857	0.387
2099	0.364857142857143	0.236714285714286	0.374428571428571	0.079	0.0651428571428571	1.03842857142857	0.0212857142857143	0.274857142857143	0.0462857142857143	0.0752857142857143	0.164857142857143
2100	0.392428571428571	0.822571428571429	0.700857142857143	0.296142857142857	0.0491428571428571	0.0107142857142857	0.289285714285714	0.275142857142857	0.146714285714286	0.0164285714285714	0.153428571428571
