Year	Baseline	corre_cnrmcclm	corre_cnrmrca	corre_ecearthcclm	corre_ecearthhirham	corre_ecearthracmo	corre_ecearthrca	corre_hadgemrca	corre_ipslrca	corre_mpicclm	corre_mpirca
2071	0.141714285714286	0.76	0.722857142857143	0.0408571428571429	0.801	0.343857142857143	0.00585714285714286	1.62885714285714	0.110857142857143	0.250142857142857	0.239
2072	1.38114285714286	0.0392857142857143	0.365857142857143	0.088	0.786285714285714	0.765142857142857	0.229857142857143	0.270857142857143	1.02571428571429	0.905428571428571	0.960285714285714
2073	0.886428571428571	0.00642857142857143	0.326857142857143	0.0485714285714286	0.4	0.372428571428571	0.116	0.363428571428571	0.334857142857143	0.0257142857142857	0.175
2074	0.502	0.628714285714286	0.220142857142857	0.218142857142857	0.105571428571429	0.255	0.08	0.00657142857142857	0.237	0.147142857142857	0.407285714285714
2075	0.364857142857143	0.0515714285714286	0.425714285714286	0.279142857142857	0.169857142857143	0.312285714285714	0.0634285714285714	0.551571428571429	0.347142857142857	0.0437142857142857	0.195714285714286
2076	0.392428571428571	0.0354285714285714	0.314857142857143	0.0995714285714286	0.281285714285714	0.118285714285714	0.352714285714286	0.211857142857143	0.287142857142857	0.0918571428571429	1.09614285714286
2077	0.294142857142857	0.219	0.228285714285714	0.103428571428571	0.601857142857143	0.520285714285714	0.0904285714285714	0.0927142857142857	0.521428571428571	0.561571428571429	1.519
2078	0.329714285714286	0.00342857142857143	0.475285714285714	0.373857142857143	0.0354285714285714	0.129571428571429	0.337571428571429	0.091	0.248571428571429	0.548142857142857	0.248714285714286
2079	0.442571428571429	0.0714285714285714	0.155	0.360428571428571	0.145142857142857	0.0505714285714286	0.0921428571428571	0.0847142857142857	0.143857142857143	0.0524285714285714	0.360714285714286
2080	0.555714285714286	0.558857142857143	0.0685714285714286	0.0155714285714286	0.208	0.517428571428571	0.005	0.126428571428571	0.943	0.771571428571429	0.692571428571429
2081	0.687142857142857	0.124857142857143	0.793285714285714	0.331571428571429	0.339571428571429	0.345571428571429	0.255142857142857	0.262428571428571	0.281285714285714	0.203	0.171
2082	0.0722857142857143	0.484714285714286	0.278571428571429	0.177571428571429	0.395714285714286	0.389428571428571	0.0547142857142857	0.343428571428571	0.155571428571429	0.00542857142857143	0.034
2083	0.468285714285714	0.354714285714286	0.645571428571429	0.0338571428571429	0.564142857142857	0.0785714285714286	0.0544285714285714	0.0764285714285714	0.369714285714286	0.178714285714286	0.118428571428571
2084	0.715571428571429	0.0275714285714286	0.354571428571429	0.399	0.758285714285714	0.748857142857143	0.0888571428571429	0.401571428571429	0.367428571428571	0.513857142857143	0.942285714285714
2085	0.249571428571429	0.128428571428571	0.0887142857142857	0.132	0.100428571428571	0.170285714285714	0.121	0.867857142857143	0.149857142857143	0.783285714285714	0.271857142857143
2086	0.148857142857143	0.253	0.740428571428571	0.0152857142857143	0.109	0.316857142857143	0.147428571428571	0.585142857142857	0.367	0.269428571428571	0.183285714285714
2087	0.343857142857143	0.0198571428571429	0.0712857142857143	0.205571428571429	0.12	0.390571428571429	0.236428571428571	0.0401428571428571	0.0774285714285714	0.771	0.471571428571429
2088	1.04342857142857	0.324285714285714	0.435428571428571	0.00185714285714286	0.113714285714286	0.111571428571429	0.0121428571428571	0.311714285714286	0.617	0.164714285714286	0.432285714285714
2089	0.770857142857143	0.772285714285714	0.452857142857143	0.0134285714285714	0.494285714285714	0.267142857142857	0.0378571428571429	0.112857142857143	0.246571428571429	0.219571428571429	0.155285714285714
2090	0.0664285714285714	0.511571428571429	1.13357142857143	1.52228571428571	0.355571428571429	0.00871428571428571	0.288571428571429	0.147	0.848857142857143	0.171428571428571	0.874857142857143
2091	1.00071428571429	0.724714285714286	0.071	0.286857142857143	0.235714285714286	0.362	0.0445714285714286	0.007	0.558	0.873714285714286	0.989428571428571
2092	1.66885714285714	0.001	0.250142857142857	0.113142857142857	0.113285714285714	0.787142857142857	0.0298571428571429	0.00657142857142857	0.0261428571428571	1.47757142857143	0.353285714285714
2093	0.282285714285714	0.0467142857142857	0.797428571428571	0.170571428571429	0.440142857142857	0.0324285714285714	0.103714285714286	0.201714285714286	0.566428571428571	0.052	0.0284285714285714
2094	0.134285714285714	0.058	0.113857142857143	0.527571428571429	0.114714285714286	0.0441428571428571	0.0588571428571429	0.207285714285714	0.0944285714285714	0.385	0.535
2095	0.112142857142857	0.0547142857142857	0.184428571428571	0.291285714285714	0.148571428571429	0.88	0.818142857142857	0.662	0.0815714285714286	0.0545714285714286	0.150285714285714
2096	1.38114285714286	0.0344285714285714	0.233	0.0788571428571429	0.617571428571429	0.286285714285714	0.0491428571428571	0.0944285714285714	0.274857142857143	0.393428571428571	0.348
2097	0.886428571428571	0.214857142857143	0.356142857142857	0.425428571428571	0.0352857142857143	0.005	0.0962857142857143	0.466285714285714	0.0955714285714286	0.401571428571429	0.391857142857143
2098	0.502	0.399571428571429	0.579571428571429	0.278428571428571	0.256142857142857	0.0702857142857143	0.385	0.172571428571429	0.697	0.235857142857143	0.0208571428571429
2099	0.364857142857143	0.0895714285714286	0.0207142857142857	0.155857142857143	0.0134285714285714	0.573857142857143	0.125	0.466285714285714	0.235857142857143	0.429571428571429	0.146857142857143
2100	0.392428571428571	0.015	0.238714285714286	0.390714285714286	0.129714285714286	0.326142857142857	0.104142857142857	0.643428571428571	0.608571428571429	0.429285714285714	0.322714285714286
